NCBItaxID	Taxonomy	Species	RefSeqCounts
ncbi_1895595		Campylobacter sp. P0021	1
ncbi_1895596		Campylobacter sp. P0023	1
ncbi_1895597		Campylobacter sp. P0085	1
ncbi_1895603		Campylobacter sp. P0106	1
ncbi_1895605		Campylobacter sp. P0108	1
ncbi_1895632		Campylobacter sp. P0124	1
ncbi_1895614		Campylobacter sp. P0140	1
ncbi_1895616		Campylobacter sp. P0209	1
ncbi_1895618		Campylobacter sp. P0227	1
ncbi_1895619		Campylobacter sp. P031	1
ncbi_1895625		Campylobacter sp. P155	1
ncbi_1895627		Campylobacter sp. P159	1
ncbi_1895629		Campylobacter sp. P162	1
ncbi_1895637		Campylobacter sp. RM9261	1
ncbi_2498118		Campylobacter sp. US24a	1
ncbi_2498123		Campylobacter sp. US51	1
ncbi_2498125		Campylobacter sp. US54	1
ncbi_2498126		Campylobacter sp. US55	1
ncbi_2017976		Candidatus Frackibacter sp. WG11	1
ncbi_2017977		Candidatus Frackibacter sp. WG12	1
ncbi_2017978		Candidatus Frackibacter sp. WG13	1
ncbi_2058097		Candidatus Nitrosocaldus cavascurensis	1
ncbi_1510466		Candidatus Nitrosopumilus koreensis AR1	1
ncbi_285110		Carboxydocella sporoproducens DSM 16521	1
ncbi_938278		Casaltella massiliensis	1
ncbi_2292991		Catenibacterium sp. AM22-15	1
ncbi_2292992		Catenibacterium sp. AM22-6LB	1
ncbi_1768763		Caulobacter sp. CCH4-E1	1
ncbi_1736519		Caulobacter sp. Root342	1
ncbi_1736520		Caulobacter sp. Root343	1
ncbi_412439		Cellulosimicrobium terreum	1
ncbi_1608045		Changping Tick Virus 3	1
ncbi_1423421		Cherry leaf scorch small circular viroid-like RNA 1	1
ncbi_64021		Cherry small circular viroid-like RNA 1	1
ncbi_1676185		Chimpanzee faeces associated circular DNA molecule 1	1
ncbi_1851429		Christensenella sp. AF73-05CM02	1
ncbi_2054177		Christensenellaceae bacterium	1
ncbi_1777131		Chromobacterium sp. F49	1
ncbi_68402		Chrysanthemum chlorotic mottle viroid	1
ncbi_12897		Chrysanthemum stunt viroid	1
ncbi_1664319		Chryseobacterium sp. BGARF1	1
ncbi_1500281		Chryseobacterium sp. CF284	1
ncbi_1500284		Chryseobacterium sp. CF299	1
ncbi_713559		Chryseobacterium sp. CH25	1
ncbi_2056839		Chryseobacterium sp. HMWF001	1
ncbi_1664318		Chryseobacterium sp. MOF25P	1
ncbi_1379692		Circoviridae 1 LDMD-2013	1
ncbi_1379714		Circoviridae 10 LDMD-2013	1
ncbi_1379715		Circoviridae 11 LDMD-2013	1
ncbi_1379717		Circoviridae 13 LDMD-2013	1
ncbi_1379718		Circoviridae 14 LDMD-2013	1
ncbi_1379719		Circoviridae 15 LDMD-2013	1
ncbi_1379720		Circoviridae 16 LDMD-2013	1
ncbi_1576598		Circoviridae 18 LDMD-2013	1
ncbi_1379723		Circoviridae 19 LDMD-2013	1
ncbi_1379695		Circoviridae 2 LDMD-2013	1
ncbi_1379725		Circoviridae 21 LDMD-2013	1
ncbi_1379707		Circoviridae 3 LDMD-2013	1
ncbi_1379721		Circoviridae 4 LDMD-2013	1
ncbi_1576597		Circoviridae 5 LDMD-2013	1
ncbi_1379710		Circoviridae 6 LDMD-2013	1
ncbi_1379711		Circoviridae 7 LDMD-2013	1
ncbi_1379712		Circoviridae 8 LDMD-2013	1
ncbi_1379713		Circoviridae 9 LDMD-2013	1
ncbi_2169576		Circoviridae bovine stool/BK/KOR/2011	1
ncbi_1548712		Circoviridae SFBeef	1
ncbi_2077147		Citrobacter freundii complex sp. CFNIH3	1
ncbi_2077148		Citrobacter freundii complex sp. CFNIH4	1
ncbi_2080671		Citrobacter freundii complex sp. CFNIH5	1
ncbi_2080670		Citrobacter freundii complex sp. CFNIH6	1
ncbi_2080669		Citrobacter freundii complex sp. CFNIH7	1
ncbi_2080672		Citrobacter freundii complex sp. CFNIH8	1
ncbi_2013114		Citrobacter sp. 86	1
ncbi_1173691		Citrobacter sp. A1	1
ncbi_2529121		Citrobacter sp. ABFQG	1
ncbi_1696093		Citrobacter sp. CtB7.12	1
ncbi_1169350		Citrobacter sp. KTE32	1
ncbi_1212820		Citrobacter sp. L17	1
ncbi_1686378		Citrobacter sp. MGH103	1
ncbi_1686379		Citrobacter sp. MGH104	1
ncbi_1686380		Citrobacter sp. MGH105	1
ncbi_1686376		Citrobacter sp. MGH99	1
ncbi_72174		Citromicrobium bathyomarinum JL354	1
ncbi_1629596		Citromicrobium sp. JL1351	1
ncbi_1628321		Citromicrobium sp. JL31	1
ncbi_1634516		Citromicrobium sp. JL477	1
ncbi_1647103		Citromicrobium sp. RCC1878	1
ncbi_1647104		Citromicrobium sp. RCC1885	1
ncbi_1812182		Citromicrobium sp. RCC1897	1
ncbi_12898		Citrus bark cracking viroid	1
ncbi_12906		Citrus bent leaf viroid	1
ncbi_551523		Citrus dwarfing viroid	1
ncbi_12890		Citrus exocortis viroid	1
ncbi_459949		Citrus viroid V	1
ncbi_697192		Citrus viroid VI	1
ncbi_1291006		Clavibacter cf. michiganensis LMG 26808	1
ncbi_2292274		Clostridiaceae bacterium OM08-6BH	1
ncbi_457421		Clostridiales bacterium 1_7_47FAA	1
ncbi_1232449		Clostridiales bacterium VE202-08	1
ncbi_1232447		Clostridiales bacterium VE202-09	1
ncbi_1232444		Clostridiales bacterium VE202-15	1
ncbi_1232445		Clostridiales bacterium VE202-16	1
ncbi_1232446		Clostridiales bacterium VE202-18	1
ncbi_1232454		Clostridiales bacterium VE202-26	1
ncbi_1232458		Clostridiales bacterium VE202-29	1
ncbi_1776385		Clostridium massiliodielmoense	1
ncbi_2320084		Clostridium sp. 1xD42-85	1
ncbi_457396		Clostridium sp. 7_2_43FAA	1
ncbi_2292200		Clostridium sp. AF12-19	1
ncbi_2292201		Clostridium sp. AF12-28	1
ncbi_2292997		Clostridium sp. AF15-49	1
ncbi_2292999		Clostridium sp. AF16-25	1
ncbi_2293000		Clostridium sp. AF17-2	1
ncbi_2293001		Clostridium sp. AF17-21AC	1
ncbi_2292203		Clostridium sp. AF18-27	1
ncbi_2292204		Clostridium sp. AF19-22AC	1
ncbi_2293005		Clostridium sp. AF23-6LB	1
ncbi_2293007		Clostridium sp. AF24-2LB	1
ncbi_2293010		Clostridium sp. AF32-7AC	1
ncbi_2293019		Clostridium sp. AF46-12NS	1
ncbi_2293020		Clostridium sp. AF46-9NS	1
ncbi_2292008		Clostridium sp. AM16-23	1
ncbi_2293024		Clostridium sp. AM22-11AC	1
ncbi_2293027		Clostridium sp. AM28-20LB	1
ncbi_2292303		Clostridium sp. AM30-24	1
ncbi_2293032		Clostridium sp. AM43-3BH	1
ncbi_2293037		Clostridium sp. AM54-14XD	1
ncbi_2293038		Clostridium sp. AM54-37XD	1
ncbi_2292307		Clostridium sp. AM58-1XD	1
ncbi_1507		Clostridium sp. ATCC 29733	1
ncbi_1848158		Clostridium sp. Bc-iso-3	1
ncbi_2052574		Clostridium sp. CT7	1
ncbi_556261		Clostridium sp. D5	1
ncbi_1882754		Clostridium sp. DSM 4029	1
ncbi_1581179		Clostridium sp. HMSC19A11	1
ncbi_1581180		Clostridium sp. HMSC19B01	1
ncbi_1581181		Clostridium sp. HMSC19B04	1
ncbi_1581182		Clostridium sp. HMSC19B10	1
ncbi_1581183		Clostridium sp. HMSC19B11	1
ncbi_1581184		Clostridium sp. HMSC19B12	1
ncbi_1581185		Clostridium sp. HMSC19C05	1
ncbi_1581186		Clostridium sp. HMSC19C08	1
ncbi_1581187		Clostridium sp. HMSC19C09	1
ncbi_1581188		Clostridium sp. HMSC19C11	1
ncbi_1581189		Clostridium sp. HMSC19D02	1
ncbi_1581191		Clostridium sp. HMSC19D07	1
ncbi_1581192		Clostridium sp. HMSC19E03	1
ncbi_1523154		Clostridium sp. IBUN125C	1
ncbi_1523157		Clostridium sp. IBUN62F	1
ncbi_1799534		Clostridium sp. link-BC1	1
ncbi_2126737		Clostridium sp. NJ4	1
ncbi_2292311		Clostridium sp. OM02-18AC	1
ncbi_2293041		Clostridium sp. OM04-12AA	1
ncbi_2293044		Clostridium sp. OM05-6BH	1
ncbi_2293046		Clostridium sp. OM05-9BH	1
ncbi_2293047		Clostridium sp. OM07-10AC	1
ncbi_2293050		Clostridium sp. TF01-11	1
ncbi_2053669		Cobetia sp. ICG0124	1
ncbi_36453		Coconut cadang-cadang viroid	1
ncbi_12889		Coconut tinangaja viroid	1
ncbi_1816691		Cohnella sp. 6021052837	1
ncbi_1955714		Cohnella sp. CIP 111063	1
ncbi_2135472		Cohnella sp. OV312	1
ncbi_1855288		Cohnella sp. OV330	1
ncbi_1938751		Cohnella sp. SGD-V74	1
ncbi_12899		Coleus blumei viroid	1
ncbi_192025		Coleus blumei viroid 1	1
ncbi_192026		Coleus blumei viroid 2	1
ncbi_192027		Coleus blumei viroid 3	1
ncbi_598747		Coleus blumei viroid 5	1
ncbi_651134		Coleus blumei viroid 6	1
ncbi_742722		Collinsella sp. 4_8_47FAA	1
ncbi_2292208		Collinsella sp. AF04-24	1
ncbi_2292209		Collinsella sp. AF05-8-2	1
ncbi_2292210		Collinsella sp. AF05-9	1
ncbi_2292217		Collinsella sp. AF18-8	1
ncbi_2292218		Collinsella sp. AF18-8LB	1
ncbi_2292219		Collinsella sp. AF19-1LB	1
ncbi_2292220		Collinsella sp. AF19-7AC	1
ncbi_2292221		Collinsella sp. AF20-14LB	1
ncbi_2292222		Collinsella sp. AF23-2	1
ncbi_2292223		Collinsella sp. AF23-3LB	1
ncbi_2292224		Collinsella sp. AF23-4AC	1
ncbi_2292014		Collinsella sp. AF37-9	1
ncbi_2292016		Collinsella sp. AF39-11AT	1
ncbi_2292018		Collinsella sp. AM10-11	1
ncbi_2292019		Collinsella sp. AM10-26	1
ncbi_2292020		Collinsella sp. AM10-27	1
ncbi_2292021		Collinsella sp. AM10-32	1
ncbi_2292022		Collinsella sp. AM10-48	1
ncbi_2292025		Collinsella sp. AM15-2	1
ncbi_2292028		Collinsella sp. AM18-10	1
ncbi_2292313		Collinsella sp. AM29-10AC	1
ncbi_2292315		Collinsella sp. AM33-4BH	1
ncbi_2292316		Collinsella sp. AM34-10	1
ncbi_2292318		Collinsella sp. AM38-1BH	1
ncbi_2292319		Collinsella sp. AM40-7AC	1
ncbi_2292327		Collinsella sp. OM06-18AC	1
ncbi_2292330		Collinsella sp. TF05-9AC	1
ncbi_2018038		Collinsella sp. TF06-26	1
ncbi_2292331		Collinsella sp. TF06-6AC	1
ncbi_2292335		Collinsella sp. TF10-11AT	1
ncbi_2292337		Collinsella sp. TF12-2AT	1
ncbi_2292338		Collinsella sp. TM04-29	1
ncbi_2292339		Collinsella sp. TM04-9	1
ncbi_2292340		Collinsella sp. TM05-37	1
ncbi_12901		Columnea latent viroid	1
ncbi_1380381		Colwellia sp. 8_GOM-1096m	1
ncbi_1718921		Colwellia sp. MT2012	1
ncbi_2029113		Comamonadaceae bacterium NML91-0035	1
ncbi_2029114		Comamonadaceae bacterium NML91-0036	1
ncbi_2494248		Comamonas sp. A23	1
ncbi_1505726		Convivina intestini	1
ncbi_2293058		Coprobacillus sp. AF13-15	1
ncbi_2293059		Coprobacillus sp. AF13-25	1
ncbi_2293060		Coprobacillus sp. AF13-4LB	1
ncbi_2293063		Coprobacillus sp. AF17-11AC	1
ncbi_2293064		Coprobacillus sp. AF17-17AC	1
ncbi_2292228		Coprobacillus sp. AF18-15LB	1
ncbi_2292229		Coprobacillus sp. AF18-40	1
ncbi_2293065		Coprobacillus sp. AF19-3	1
ncbi_2293066		Coprobacillus sp. AF24-1LB	1
ncbi_2293067		Coprobacillus sp. AF27-24BH	1
ncbi_2293068		Coprobacillus sp. AF29-3BH	1
ncbi_2293079		Coprobacillus sp. AM29-13	1
ncbi_556270		Coprobacillus sp. D7	1
ncbi_2293082		Coprobacillus sp. OF02-11LB	1
ncbi_2293091		Coprococcus sp. AM14-16	1
ncbi_2302944		Coprococcus sp. AM25-15LB	1
ncbi_2302945		Coprococcus sp. AM25-4LB	1
ncbi_2293093		Coprococcus sp. OM04-5BH	1
ncbi_2011094		Coriobacteriaceae bacterium	10
ncbi_1164002		Corynebacteriaceae bacterium 'ARUP UnID 227'	2
ncbi_1232427		Corynebacterium ihumii	1
ncbi_2080508		Corynebacterium sp. 19B	1
ncbi_2080507		Corynebacterium sp. 20A	1
ncbi_2080740		Corynebacterium sp. 2183	1
ncbi_2079535		Corynebacterium sp. 2184	1
ncbi_2173851		Corynebacterium sp. 2185	1
ncbi_2173852		Corynebacterium sp. 2189	1
ncbi_2080514		Corynebacterium sp. 3B	1
ncbi_2080506		Corynebacterium sp. 48B	1
ncbi_2080505		Corynebacterium sp. 49B	1
ncbi_2080504		Corynebacterium sp. 50A	1
ncbi_2080503		Corynebacterium sp. 51B	1
ncbi_2080502		Corynebacterium sp. 52A	1
ncbi_2080513		Corynebacterium sp. 5A	1
ncbi_2080512		Corynebacterium sp. 6A	1
ncbi_2080501		Corynebacterium sp. 71B	1
ncbi_2080500		Corynebacterium sp. 73A	1
ncbi_2080499		Corynebacterium sp. 74A	1
ncbi_2080511		Corynebacterium sp. 7B	1
ncbi_1078764		Corynebacterium sp. HFH0082	1
ncbi_1715027		Corynebacterium sp. HMSC055G02	1
ncbi_1739255		Corynebacterium sp. HMSC063G05	1
ncbi_1739545		Corynebacterium sp. HMSC064E07	1
ncbi_1715160		Corynebacterium sp. HMSC064H12	1
ncbi_1739502		Corynebacterium sp. HMSC065A05	1
ncbi_1739382		Corynebacterium sp. HMSC065H09	1
ncbi_1739464		Corynebacterium sp. HMSC070B05	1
ncbi_1715136		Corynebacterium sp. HMSC072B08	1
ncbi_1739489		Corynebacterium sp. HMSC072B09	1
ncbi_1715039		Corynebacterium sp. HMSC072G08	1
ncbi_1739353		Corynebacterium sp. HMSC073B01	1
ncbi_1739514		Corynebacterium sp. HMSC074C04	1
ncbi_1739256		Corynebacterium sp. HMSC077C02	1
ncbi_1739478		Corynebacterium sp. HMSC078C09	1
ncbi_1581090		Corynebacterium sp. HMSC11H10	1
ncbi_1581103		Corynebacterium sp. HMSC14H10	1
ncbi_2320431		Corynebacterium sp. KL0182	1
ncbi_2320456		Corynebacterium sp. KL0957	1
ncbi_1203557		Corynebacterium sp. KPL1814	1
ncbi_1203558		Corynebacterium sp. KPL1817	1
ncbi_1203560		Corynebacterium sp. KPL1821	1
ncbi_1203564		Corynebacterium sp. KPL1857	1
ncbi_1203567		Corynebacterium sp. KPL1860	1
ncbi_1203619		Corynebacterium sp. KPL1986	1
ncbi_1203624		Corynebacterium sp. KPL1995	1
ncbi_1203625		Corynebacterium sp. KPL1996	1
ncbi_1203627		Corynebacterium sp. KPL1998	1
ncbi_1203632		Corynebacterium sp. KPL2004	1
ncbi_1816684		Corynebacterium sp. Marseille-P2417	1
ncbi_292627		Cowpea severe leaf curl-associated DNA beta	1
ncbi_325775		Coxiella endosymbiont of Amblyomma americanum	1
ncbi_1987500		Coxiella-like endosymbiont of Amblyomma americanum	1
ncbi_1259168		Cryobacterium sp. MDB1-18-1	1
ncbi_1259169		Cryobacterium sp. MDB1-18-2	1
ncbi_1259181		Cryobacterium sp. MDB2-A-1	1
ncbi_1259182		Cryobacterium sp. MDB2-A-2	1
ncbi_1259208		Cryobacterium sp. TMB3-1-2	1
ncbi_1259209		Cryobacterium sp. TMB3-10	1
ncbi_1259210		Cryobacterium sp. TMB3-12	1
ncbi_1259211		Cryobacterium sp. TMB3-15	1
ncbi_1259216		Cryobacterium sp. TMN-39-2	1
ncbi_1259248		Cryobacterium sp. TMT2-17-1	1
ncbi_1259249		Cryobacterium sp. TMT2-18-2	1
ncbi_1259250		Cryobacterium sp. TMT2-18-3	1
ncbi_1259266		Cryobacterium sp. TmT3-12	1
ncbi_1259258		Cryobacterium sp. TMT4-23	1
ncbi_1778570		Ctenophore-associated circular genome 1	1
ncbi_1778572		Ctenophore-associated circular genome 3	1
ncbi_1778573		Ctenophore-associated circular genome 4	1
ncbi_2003587		Cupriavidus sp. NDB2Meth2	1
ncbi_1855313		Cupriavidus sp. OV038	1
ncbi_1855314		Cupriavidus sp. OV096	1
ncbi_1539143		Cupriavidus sp. SHE	1
ncbi_2175658		Curtobacterium sp. MCBD17_029	1
ncbi_2175671		Curtobacterium sp. MCBD17_031	1
ncbi_2175672		Curtobacterium sp. MCBD17_034	1
ncbi_2175660		Curtobacterium sp. MCJR17_043	1
ncbi_2175661		Curtobacterium sp. MCJR17_055	1
ncbi_2175630		Curtobacterium sp. MCLR17_051	1
ncbi_2175631		Curtobacterium sp. MCLR17_053	1
ncbi_2175634		Curtobacterium sp. MCLR17_057	1
ncbi_2175636		Curtobacterium sp. MCLR17_059	1
ncbi_2175662		Curtobacterium sp. MCPF17_015	1
ncbi_1898741		Curtobacterium sp. MMLR14_002	1
ncbi_1898742		Curtobacterium sp. MMLR14_006	1
ncbi_1898744		Curtobacterium sp. MMLR14_014	1
ncbi_2485177		Curtobacterium sp. PhB128	1
ncbi_2485179		Curtobacterium sp. PhB131	1
ncbi_2485180		Curtobacterium sp. PhB134	1
ncbi_2485183		Curtobacterium sp. PhB138	1
ncbi_2485184		Curtobacterium sp. PhB141	1
ncbi_2485185		Curtobacterium sp. PhB142	1
ncbi_2485194		Curtobacterium sp. PhB170	1
ncbi_2485195		Curtobacterium sp. PhB171	1
ncbi_2485201		Curtobacterium sp. PhB190	1
ncbi_2485206		Curtobacterium sp. PhB42	1
ncbi_34068		Cycloclasticus pugetii	1
ncbi_34068		Cycloclasticus pugetii PS-1	1
ncbi_728003		Cycloclasticus sp. PY97N	1
ncbi_1278205		Dahlia latent viroid	1
ncbi_765699		Defluviimonas indica	1
ncbi_1417296		Defluviimonas sp. 20V17	1
ncbi_2070364		Dehalobacter sp. 12DCB1	1
ncbi_1844756		Dehalobacter sp. MCB1	1
ncbi_1203568		Dermabacter sp. HFH0086	1
ncbi_457398		Desulfovibrio sp. 3_1_syn3	1
ncbi_2491045		Desulfovibrio sp. OH1186_COT-070	1
ncbi_2491046		Desulfovibrio sp. OH1209_COT-279	1
ncbi_2049043		Desulfovibrionaceae bacterium	1
ncbi_2079253		Devosia indica	1
ncbi_2083786		Devosia sp. I507	1
ncbi_1224145		Dickeya sp. MK7	1
ncbi_1836468		Donghicola sp. JL3646	1
ncbi_2292041		Dorea sp. AF36-15AT	1
ncbi_1871181		Duganella sp. BJB480	1
ncbi_1871350		Duganella sp. BJB488	1
ncbi_1871351		Duganella sp. BJB489	1
ncbi_2512166		Duganella sp. BK701	1
ncbi_1855289		Duganella sp. CF402	1
ncbi_2135490		Duganella sp. GV023	1
ncbi_2135491		Duganella sp. GV032	1
ncbi_2135492		Duganella sp. GV038	1
ncbi_2135766		Duganella sp. GV039	1
ncbi_2135493		Duganella sp. GV046	1
ncbi_2135767		Duganella sp. GV053	1
ncbi_2135768		Duganella sp. GV066	1
ncbi_2135494		Duganella sp. GV067	1
ncbi_2135663		Duganella sp. GV083	1
ncbi_2135664		Duganella sp. GV089	1
ncbi_1881039		Duganella sp. OV510	1
ncbi_500610		Dyella marensis	1
ncbi_522259		Dyella terrae	1
ncbi_1821960		Edwardsiella anguillarum	2
ncbi_1821960		Edwardsiella anguillarum ET070829	1
ncbi_1821960		Edwardsiella anguillarum ET080729	1
ncbi_1821960		Edwardsiella anguillarum ET080813	1
ncbi_1821960		Edwardsiella anguillarum ET081126R	1
ncbi_1578828		Edwardsiella sp. EA181011	1
ncbi_1650654		Edwardsiella sp. LADL05-105	1
ncbi_665943		Eggerthella sp. 1_3_56FAA	1
ncbi_1972561		Eggerthellaceae bacterium	3
ncbi_1720315		Eggerthellaceae bacterium AT8	1
ncbi_219174		Eggplant latent viroid	1
ncbi_1423420		Ehrlichia sp. Wisconsin_h	1
ncbi_1883430		Elizabethkingia sp. HvH-WGS333	1
ncbi_2135666		Elizabethkingia sp. YR191	1
ncbi_2135667		Elizabethkingia sp. YR214	1
ncbi_2506149		Endozoicomonadaceae bacterium GTF-13	1
ncbi_2528527		Endozoicomonas sp. GTF13	1
ncbi_1873712		Ensifer sp. LC11	1
ncbi_1873714		Ensifer sp. LC14	1
ncbi_1120653		Ensifer sp. LC384	1
ncbi_1120654		Ensifer sp. LC499	1
ncbi_1873715		Ensifer sp. LC54	1
ncbi_1736438		Ensifer sp. Root1252	1
ncbi_1736449		Ensifer sp. Root1298	1
ncbi_1736453		Ensifer sp. Root1312	1
ncbi_1736497		Ensifer sp. Root231	1
ncbi_1736502		Ensifer sp. Root258	1
ncbi_1736597		Ensifer sp. Root74	1
ncbi_1736611		Ensifer sp. Root954	1
ncbi_2511984		Enterobacter cloacae complex sp. 2DZ2F2B	1
ncbi_2511983		Enterobacter cloacae complex sp. 3DZ3S2B	1
ncbi_2511988		Enterobacter cloacae complex sp. 677-3DZ2D5B	1
ncbi_2511992		Enterobacter cloacae complex sp. 742-ADZ3-9B	1
ncbi_2080666		Enterobacter cloacae complex sp. ECNIH10	1
ncbi_2080662		Enterobacter cloacae complex sp. ECNIH11	1
ncbi_2080660		Enterobacter cloacae complex sp. ECNIH12	1
ncbi_2080659		Enterobacter cloacae complex sp. ECNIH13	1
ncbi_2080665		Enterobacter cloacae complex sp. ECNIH15	1
ncbi_2080661		Enterobacter cloacae complex sp. ECNIH16	1
ncbi_2080668		Enterobacter cloacae complex sp. ECNIH17	1
ncbi_1971395		Enterobacter cloacae complex sp. ECNIH6	1
ncbi_1915310		Enterobacter cloacae complex sp. ECNIH7	1
ncbi_2080663		Enterobacter cloacae complex sp. ECNIH8	1
ncbi_2080667		Enterobacter cloacae complex sp. ECNIH9	1
ncbi_2077136		Enterobacter cloacae complex sp. FDA-CDC-AR_0164	1
ncbi_2060771		Enterobacter cloacae complex sp. TREC1	1
ncbi_1572665		Enterobacter sp. 940_PEND	1
ncbi_1329839		Enterobacter sp. BIDMC 27	1
ncbi_1329840		Enterobacter sp. BIDMC 28	1
ncbi_1686399		Enterobacter sp. BIDMC100	1
ncbi_1686400		Enterobacter sp. BIDMC109	1
ncbi_1686397		Enterobacter sp. BIDMC94	1
ncbi_2485133		Enterobacter sp. BIGb0359	1
ncbi_2485118		Enterobacter sp. BIGb0383	1
ncbi_1329836		Enterobacter sp. BWH 37	1
ncbi_1686387		Enterobacter sp. BWH63	1
ncbi_1977566		Enterobacter sp. Crenshaw	1
ncbi_2051905		Enterobacter sp. CRENT-193	1
ncbi_1395579		Enterobacter sp. DC3	1
ncbi_2041079		Enterobacter sp. HN503E2II	1
ncbi_1841143		Enterobacter sp. IF2SW-B1	1
ncbi_1736702		Enterobacter sp. K66-74	1
ncbi_1329810		Enterobacter sp. MGH 1	1
ncbi_1329819		Enterobacter sp. MGH 10	1
ncbi_1329826		Enterobacter sp. MGH 22	1
ncbi_1329827		Enterobacter sp. MGH 23	1
ncbi_1329829		Enterobacter sp. MGH 25	1
ncbi_1329812		Enterobacter sp. MGH 3	1
ncbi_1329831		Enterobacter sp. MGH 33	1
ncbi_1329833		Enterobacter sp. MGH 37	1
ncbi_1329834		Enterobacter sp. MGH 38	1
ncbi_1329815		Enterobacter sp. MGH 6	1
ncbi_1686394		Enterobacter sp. MGH128	1
ncbi_1686390		Enterobacter sp. MGH86	1
ncbi_1566257		Enterobacter sp. NFIX03	1
ncbi_1566256		Enterobacter sp. NFIX04	1
ncbi_1566255		Enterobacter sp. NFIX06	1
ncbi_1566254		Enterobacter sp. NFIX08	1
ncbi_2041080		Enterobacter sp. PN108E5IIB	1
ncbi_1247402		Enterobacter sp. SENG-6	1
ncbi_1903134		Enterobacter sp. ST121:950178628	1
ncbi_2004400		Enterobacter sp. TUM13743	1
ncbi_1907563		Enterobacter sp. WP_7_1	1
ncbi_1907564		Enterobacter sp. WP_7_2	1
ncbi_1920109		Enterobacteriaceae bacterium ENNIH2	1
ncbi_1920128		Enterobacteriaceae bacterium ENNIH3	1
ncbi_1938869		Enterobacteriaceae bacterium JKS000233	1
ncbi_1938870		Enterobacteriaceae bacterium JKS000234	1
ncbi_2291321		Enterococcaceae bacterium	1
ncbi_1579349		Enterococcus sp. 1140_ESPC	1
ncbi_1834169		Enterococcus sp. 12F9_DIV0723	1
ncbi_1579344		Enterococcus sp. 255_ESPC	1
ncbi_1834172		Enterococcus sp. 2F9_DIV0599	1
ncbi_1834173		Enterococcus sp. 2G9_DIV0600	1
ncbi_1834187		Enterococcus sp. 7D2_DIV0200	1
ncbi_2420313		Enterococcus sp. FDAARGOS_553	1
ncbi_1169665		Enterococcus sp. GMD1E	1
ncbi_1169666		Enterococcus sp. GMD2E	1
ncbi_1169667		Enterococcus sp. GMD3E	1
ncbi_1169668		Enterococcus sp. GMD4E	1
ncbi_1169669		Enterococcus sp. GMD5E	1
ncbi_1715070		Enterococcus sp. HMSC034B11	1
ncbi_1715144		Enterococcus sp. HMSC035B04	1
ncbi_1715072		Enterococcus sp. HMSC035C10	1
ncbi_1715038		Enterococcus sp. HMSC056C08	1
ncbi_1739273		Enterococcus sp. HMSC058D07	1
ncbi_1715095		Enterococcus sp. HMSC060D07	1
ncbi_1715071		Enterococcus sp. HMSC060D09	1
ncbi_1739477		Enterococcus sp. HMSC060E05	1
ncbi_1739468		Enterococcus sp. HMSC063C12	1
ncbi_1739297		Enterococcus sp. HMSC063H10	1
ncbi_1715019		Enterococcus sp. HMSC064A12	1
ncbi_1739507		Enterococcus sp. HMSC065H03	1
ncbi_1739425		Enterococcus sp. HMSC065H12	1
ncbi_1739504		Enterococcus sp. HMSC066C04	1
ncbi_1739370		Enterococcus sp. HMSC067C01	1
ncbi_1715125		Enterococcus sp. HMSC069A01	1
ncbi_1715147		Enterococcus sp. HMSC070F12	1
ncbi_1715127		Enterococcus sp. HMSC072D11	1
ncbi_1715210		Enterococcus sp. HMSC072F02	1
ncbi_1739372		Enterococcus sp. HMSC072F07	1
ncbi_1715036		Enterococcus sp. HMSC072G01	1
ncbi_1739258		Enterococcus sp. HMSC073E07	1
ncbi_1739320		Enterococcus sp. HMSC073E08	1
ncbi_1739405		Enterococcus sp. HMSC073E09	1
ncbi_1715033		Enterococcus sp. HMSC074F07	1
ncbi_1739513		Enterococcus sp. HMSC076D08	1
ncbi_1739465		Enterococcus sp. HMSC076E04	1
ncbi_1715073		Enterococcus sp. HMSC077E04	1
ncbi_1739331		Enterococcus sp. HMSC077E07	1
ncbi_1739314		Enterococcus sp. HMSC078F03	1
ncbi_1581096		Enterococcus sp. HMSC14A10	1
ncbi_1581068		Enterococcus sp. HMSC29A04	1
ncbi_1608861		Enterococcus sp. HMSC34G12	1
ncbi_1316414		Enterococcus sp. HSIEG1	1
ncbi_1113587		Enterococcus sp. NBRC 3427	1
ncbi_1933285		Erwinia sp. OAMSP11	1
ncbi_1912594		Erwinia sp. OLCASP19	1
ncbi_1912858		Erwinia sp. OLFS4	1
ncbi_1912596		Erwinia sp. OLMDSP33	1
ncbi_1912595		Erwinia sp. OLMTSP26	1
ncbi_1912096		Erwinia sp. OLSSP12	1
ncbi_2293102		Erysipelatoclostridium sp. AM42-17	1
ncbi_658659		Erysipelotrichaceae bacterium 3_1_53	1
ncbi_469614		Erysipelotrichaceae bacterium 6_1_45	1
ncbi_2302977		Erysipelotrichaceae bacterium AM07-12	1
ncbi_2302978		Erysipelotrichaceae bacterium AM07-35-1	1
ncbi_1834207		Erysipelotrichaceae bacterium I46	1
ncbi_1917463		Erysipelotrichaceae bacterium NYU-BL-E8	1
ncbi_1917462		Erysipelotrichaceae bacterium NYU-BL-F16	1
ncbi_2509361		Erythrobacter sp. CFH 74456	1
ncbi_1822222		Erythrobacter sp. HI0019	1
ncbi_1822227		Erythrobacter sp. HI0028	1
ncbi_1822249		Erythrobacter sp. HI0074	1
