NCBItaxID	Taxonomy	Species	RefSeqCounts
ncbi_1822252		Erythrobacter sp. HI0077	1
ncbi_2528174		Erythrobacteraceae bacterium CFH 75059	1
ncbi_457401		Escherichia sp. 4_1_40B	1
ncbi_2478971		Escherichia sp. E10V4	1
ncbi_2478972		Escherichia sp. E10V5	1
ncbi_2484854		Escherichia sp. E13S3	1
ncbi_2478973		Escherichia sp. E14V10	1
ncbi_2478974		Escherichia sp. E14V5	1
ncbi_2478975		Escherichia sp. E14V7	1
ncbi_2478969		Escherichia sp. E1S7	1
ncbi_2478976		Escherichia sp. E1V33	1
ncbi_2044457		Escherichia sp. E2586	2
ncbi_2044458		Escherichia sp. E2593	2
ncbi_2044463		Escherichia sp. E4208	1
ncbi_2545464		Escherichia sp. KCJ4928	1
ncbi_2545466		Escherichia sp. KCJ4943	1
ncbi_1169331		Escherichia sp. KTE11	1
ncbi_1182732		Escherichia sp. KTE159	1
ncbi_1279005		Escherichia sp. KTE172	1
ncbi_1169349		Escherichia sp. KTE31	1
ncbi_1182697		Escherichia sp. KTE96	1
ncbi_2093858		Escherichia sp. MOD1-EC1915	1
ncbi_2093859		Escherichia sp. MOD1-EC2449	1
ncbi_2093860		Escherichia sp. MOD1-EC4516	1
ncbi_2093862		Escherichia sp. MOD1-EC4560	1
ncbi_2093863		Escherichia sp. MOD1-EC5110	1
ncbi_2093865		Escherichia sp. MOD1-EC5287	1
ncbi_2093867		Escherichia sp. MOD1-EC5426	1
ncbi_2093868		Escherichia sp. MOD1-EC5427	1
ncbi_2093871		Escherichia sp. MOD1-EC5438	1
ncbi_2093872		Escherichia sp. MOD1-EC5449	1
ncbi_2093873		Escherichia sp. MOD1-EC5451	1
ncbi_2093875		Escherichia sp. MOD1-EC5462	1
ncbi_2093879		Escherichia sp. MOD1-EC5950	1
ncbi_2093880		Escherichia sp. MOD1-EC5990	1
ncbi_2093881		Escherichia sp. MOD1-EC6021	1
ncbi_2093882		Escherichia sp. MOD1-EC6096	1
ncbi_2093883		Escherichia sp. MOD1-EC6097	1
ncbi_2093884		Escherichia sp. MOD1-EC6098	1
ncbi_2093885		Escherichia sp. MOD1-EC6099	1
ncbi_2093886		Escherichia sp. MOD1-EC6100	1
ncbi_2093887		Escherichia sp. MOD1-EC6144	1
ncbi_2093889		Escherichia sp. MOD1-EC6149	1
ncbi_2093890		Escherichia sp. MOD1-EC6150	1
ncbi_2093892		Escherichia sp. MOD1-EC6154	1
ncbi_2093893		Escherichia sp. MOD1-EC6157	1
ncbi_2093894		Escherichia sp. MOD1-EC6158	1
ncbi_2093897		Escherichia sp. MOD1-EC6300	1
ncbi_2162662		Escherichia sp. MOD1-EC6475	1
ncbi_2093898		Escherichia sp. MOD1-EC6819	1
ncbi_2082616		Escherichia sp. R1	1
ncbi_2082624		Escherichia sp. R10	1
ncbi_2082625		Escherichia sp. R11	1
ncbi_2082626		Escherichia sp. R12	1
ncbi_2082627		Escherichia sp. R13	1
ncbi_2082628		Escherichia sp. R14	1
ncbi_2082630		Escherichia sp. R16	1
ncbi_2082633		Escherichia sp. R19	1
ncbi_2082617		Escherichia sp. R2	1
ncbi_2082618		Escherichia sp. R3	1
ncbi_2082619		Escherichia sp. R4	1
ncbi_2082620		Escherichia sp. R5	1
ncbi_2082621		Escherichia sp. R6	1
ncbi_2082622		Escherichia sp. R7	1
ncbi_2082623		Escherichia sp. R9	1
ncbi_754330		Escherichia sp. TW09276	1
ncbi_754331		Escherichia sp. TW09308	1
ncbi_754332		Escherichia sp. TW10509	1
ncbi_754336		Escherichia sp. TW14182	1
ncbi_2293103		Eubacterium sp. AF15-50	1
ncbi_2293104		Eubacterium sp. AF16-48	1
ncbi_2302947		Eubacterium sp. AF18-3	1
ncbi_2302948		Eubacterium sp. AF19-17	1
ncbi_2292232		Eubacterium sp. AF22-8LB	1
ncbi_2293107		Eubacterium sp. AF34-35BH	1
ncbi_2292044		Eubacterium sp. AM18-10LB-B	1
ncbi_2292045		Eubacterium sp. AM18-26	1
ncbi_2292349		Eubacterium sp. AM28-29	1
ncbi_2302949		Eubacterium sp. AM28-8LB	1
ncbi_2302950		Eubacterium sp. AM35-6AC	1
ncbi_2302952		Eubacterium sp. OF10-16	1
ncbi_2292352		Eubacterium sp. OM08-24	1
ncbi_1658112		Eubacterium sp. SB2	1
ncbi_2302953		Eubacterium sp. TF05-29	1
ncbi_2292353		Eubacterium sp. TM05-53	1
ncbi_2292355		Exiguobacterium sp. AM39-5BH	1
ncbi_2510946		Exiguobacterium sp. IPBC4	1
ncbi_2510947		Exiguobacterium sp. IPCH1	1
ncbi_2510948		Exiguobacterium sp. IPCI3	1
ncbi_1736294		Exiguobacterium sp. Leaf187	1
ncbi_2510950		Exiguobacterium sp. SH0S2	1
ncbi_2510952		Exiguobacterium sp. SH1S1	1
ncbi_2510954		Exiguobacterium sp. SH1S4	1
ncbi_2510956		Exiguobacterium sp. SH3S2	1
ncbi_2510957		Exiguobacterium sp. SH3S3	1
ncbi_2510960		Exiguobacterium sp. SH5S32	1
ncbi_2292234		Faecalibacterium sp. AF28-13AC	1
ncbi_1723384		Fenollaria timonensis	1
ncbi_28122		Fibrobacter intestinalis	1
ncbi_1938898		Fibrobacter sp. UWB15	1
ncbi_1896205		Fibrobacter sp. UWB6	1
ncbi_1896207		Fibrobacter sp. UWB8	1
ncbi_2135645		Fibrobacter sp. UWR1	1
ncbi_1896218		Fibrobacter sp. UWR4	1
ncbi_2292886		Firmicutes bacterium AF19-2LB	1
ncbi_2292891		Firmicutes bacterium AM29-6AC	1
ncbi_2292893		Firmicutes bacterium AM41-11	1
ncbi_2292894		Firmicutes bacterium AM41-5BH	1
ncbi_2292901		Firmicutes bacterium OM04-13BH	1
ncbi_2135621		Flavobacterium sp. 81	1
ncbi_2135622		Flavobacterium sp. 90	1
ncbi_1761784		Flavobacterium sp. fv08	1
ncbi_2135760		Flavobacterium sp. GV028	1
ncbi_2135761		Flavobacterium sp. GV030	1
ncbi_2135762		Flavobacterium sp. GV063	1
ncbi_2135763		Flavobacterium sp. GV069	1
ncbi_1699509		Flavobacterium sp. NLM	1
ncbi_1699134		Flavobacterium sp. VMW	1
ncbi_2016519		Francisella sp. 14-2155	1
ncbi_2016518		Francisella sp. MA06-7296	1
ncbi_475375		Francisella sp. MA067296	1
ncbi_2016517		Francisella sp. PA05-1188	1
ncbi_981405		Frankia sp. Allo2	1
ncbi_1745380		Frankia sp. CcI156	1
ncbi_1352929		Frankia sp. CcI6	1
ncbi_1745381		Frankia sp. CgIS1	1
ncbi_1502734		Frankia sp. CpI1-P	1
ncbi_1197		Fremyella diplosiphon NIES-3275	1
ncbi_1434829		Frigoribacterium sp. JB110	1
ncbi_1736308		Frigoribacterium sp. Leaf254	1
ncbi_1736372		Frigoribacterium sp. Leaf415	1
ncbi_2485191		Frondihabitans sp. PhB153	1
ncbi_2485193		Frondihabitans sp. PhB161	1
ncbi_1806509		Fusicatenibacter sp. 2789STDY5834925	1
ncbi_1720195		Gabonibacter massiliensis	1
ncbi_1963023		Geobacillus sp. 44B	1
ncbi_1048208		Geobacillus sp. FW23	1
ncbi_2508525		Geobacillus sp. PK12	1
ncbi_1659191		Geobacillus sp. T6	1
ncbi_2055939		Geobacillus sp. WSUCF-018B	1
ncbi_581103		Geobacillus sp. Y4.1MC1	1
ncbi_550542		Geobacillus sp. Y412MC52	1
ncbi_544556		Geobacillus sp. Y412MC61	1
ncbi_129339		Geobacillus uzenensis	1
ncbi_1970471		Gilliamella sp. N-G2	1
ncbi_1970474		Gilliamella sp. N-W3	1
ncbi_2094024		Glaesserella sp. HHC-2018	1
ncbi_1004836		Gluconacetobacter sp. SXCC-1	1
ncbi_2135788		Glycomyces sp. MMG10089	1
ncbi_1463821		Glycomyces sp. NRRL B-16210	1
ncbi_1655646		Gokushovirinae Bog1183_53	1
ncbi_1655649		Gokushovirinae Bog5712_52	1
ncbi_1655656		Gokushovirinae Fen672_31	1
ncbi_1655659		Gokushovirinae Fen7875_21	1
ncbi_1701404		Gokushovirinae GAIR4	1
ncbi_1701405		Gokushovirinae GNX3R	1
ncbi_1834091		Gordonia sp. 852002-50816_SCH5313054-a	1
ncbi_1834093		Gordonia sp. 852002-50816_SCH5313054-c	1
ncbi_1414651		Gordonia sp. SGD-V-85	1
ncbi_1761786		Gordonia sp. v-85	1
ncbi_2078569		Gordonibacter sp. 28C	1
ncbi_1737345		Grapevine latent viroid	1
ncbi_12904		Grapevine yellow speckle viroid 1	1
ncbi_46342		Grapevine yellow speckle viroid 2	1
ncbi_1993869		Hafniaceae bacterium	1
ncbi_2518684		Haloactinobacterium sp. T3246_1	1
ncbi_1592728		Haloarcula sp. CBA1115	1
ncbi_1765056		Haloarcula sp. CBA1128	1
ncbi_1853685		Haloarcula sp. CBA1130	1
ncbi_1853686		Haloarcula sp. CBA1131	1
ncbi_2152716		Halobacteriovorax sp. BL9	1
ncbi_2505978		Halobacteriovorax sp. Y22	1
ncbi_2508723		Haloferacaceae archaeon KCTC 4243	1
ncbi_1227462		Haloferax sp. ATCC BAA-644	1
ncbi_1227463		Haloferax sp. ATCC BAA-645	1
ncbi_1227464		Haloferax sp. ATCC BAA-646	1
ncbi_2282133		Haloferax sp. Atlit-105R	1
ncbi_2282134		Haloferax sp. Atlit-109R	1
ncbi_2077202		Haloferax sp. Atlit-16N	1
ncbi_2077200		Haloferax sp. Atlit-24N	1
ncbi_2077199		Haloferax sp. Atlit-47N	1
ncbi_2109328		Halomonas litopenaei	1
ncbi_1949203		Halomonas sp. 'Soap Lake #6'	1
ncbi_1962264		Halomonas sp. 'Soap Lake #7'	1
ncbi_1380377		Halomonas sp. 19A_GOM-1509m	1
ncbi_1380358		Halomonas sp. 23_GOM-1509m	1
ncbi_2058313		Halomonas sp. Choline-3u-9	1
ncbi_1610576		Halomonas sp. R57-5	1
ncbi_2109329		Halomonas sp. SYSU XM8	1
ncbi_2282126		Halorubrum sp. Atlit-8R	1
ncbi_1781069		Halothiobacillus sp. WRN-7	1
ncbi_1766620		Halothiobacillus sp. XI15	1
ncbi_95150		Helicobacter rappini	1
ncbi_2020247		Helicobacter sp. 'house sparrow 1'	1
ncbi_211		Helicobacter sp. CLO-3	2
ncbi_2316077		Helicobacter sp. L4	1
ncbi_2040650		Helicobacter sp. MIT 00-7814	1
ncbi_1332285		Helicobacter sp. MIT 99-10781	1
ncbi_2212472		Helicobacteraceae bacterium	1
ncbi_2305467		Henriciella sp. M65	1
ncbi_2305468		Henriciella sp. M69	1
ncbi_2559616		Herbaspirillum sp. 3R-11	1
ncbi_2293566		Herbaspirillum sp. 3R-3a1	1
ncbi_2559617		Herbaspirillum sp. 3R11	1
ncbi_2183918		Herbaspirillum sp. XFZ15 10_5	1
ncbi_1692251		Hermit crab associated circular genome	1
ncbi_434068		Honeysuckle yellow vein beta-[Japan:Fukui:2001]	1
ncbi_12907		Hop latent viroid	1
ncbi_12893		Hop stunt viroid	1
ncbi_1608047		Huangpi Tick Virus 1	1
ncbi_1608048		Huangpi Tick Virus 2	1
ncbi_1608049		Huangpi Tick Virus 3	1
ncbi_1834198		Hungateiclostridiaceae bacterium KB18	1
ncbi_547143		Hydrogenobaculum sp. 3684	1
ncbi_547145		Hydrogenobaculum sp. SHO	1
ncbi_547146		Hydrogenobaculum sp. SN	1
ncbi_762906		Hyperthermophilic Archaeal Virus 2	1
ncbi_81030		Hyphomonas hirschiana VP5	1
ncbi_81032		Hyphomonas neptunium ATCC 15444	1
ncbi_1280941		Hyphomonas sp. T16B2	1
ncbi_1280942		Hyphomonas sp. T24B3	1
ncbi_2183988		Idiomarina sp. 017G	1
ncbi_1929465		Idiomarina sp. 5.13	1
ncbi_2183987		Idiomarina sp. H2	1
ncbi_1862668		Ileibacterium valens	1
ncbi_2267837		Ilumatobacter sp. SYSU D60003	1
ncbi_53193		Iresine viroid 1	1
ncbi_300560		Isoptericola halotolerans	1
ncbi_1881052		Isoptericola sp. CG 20/1183	1
ncbi_1566280		Janthinobacterium sp. 344	1
ncbi_1566281		Janthinobacterium sp. 551a	1
ncbi_1981506		Janthinobacterium sp. GW456P	1
ncbi_1981505		Janthinobacterium sp. GW456W	1
ncbi_1981503		Janthinobacterium sp. GW460P	1
ncbi_1981502		Janthinobacterium sp. GW460W	1
ncbi_1537272		Janthinobacterium sp. HH100	1
ncbi_1537275		Janthinobacterium sp. HH103	1
ncbi_331992		Kamptonema formosum PCC 6407	1
ncbi_1871001		Khoudiadiopia massiliensis	1
ncbi_1654355		Kilifi Virus	1
ncbi_258052		Kitasatospora arboriphila	1
ncbi_1736486		Kitasatospora sp. Root187	1
ncbi_2054608		Klebsiella sp. A-Nf5	1
ncbi_1734033		Klebsiella sp. AA405	1
ncbi_2054607		Klebsiella sp. B-Nf7	1
ncbi_2054605		Klebsiella sp. C-Nf10	1
ncbi_2054606		Klebsiella sp. C1-16S-Nf17	1
ncbi_2054604		Klebsiella sp. D-Nf1	1
ncbi_2054602		Klebsiella sp. F-Nf9	1
ncbi_2488567		Klebsiella sp. FDAARGOS_511	1
ncbi_2054601		Klebsiella sp. G-Nf4	1
ncbi_2054600		Klebsiella sp. G2-16S-Nf13	1
ncbi_1581108		Klebsiella sp. HMSC16A12	1
ncbi_2054597		Klebsiella sp. I-Nf8	1
ncbi_2054596		Klebsiella sp. J-Nf11	1
ncbi_2044270		Klebsiella sp. KG9	1
ncbi_1934254		Klebsiella sp. M5al	1
ncbi_1566182		Klebsiella sp. NFIX11	1
ncbi_1566181		Klebsiella sp. NFIX12	1
ncbi_1566180		Klebsiella sp. NFIX13	1
ncbi_1566179		Klebsiella sp. NFIX14	1
ncbi_1566178		Klebsiella sp. NFIX15	1
ncbi_1566177		Klebsiella sp. NFIX16	1
ncbi_1566176		Klebsiella sp. NFIX17	1
ncbi_1566171		Klebsiella sp. NFIX18	1
ncbi_1566170		Klebsiella sp. NFIX19	1
ncbi_1566169		Klebsiella sp. NFIX20	1
ncbi_1566168		Klebsiella sp. NFIX21	1
ncbi_1566167		Klebsiella sp. NFIX22	1
ncbi_1566175		Klebsiella sp. NFIX23	1
ncbi_1566174		Klebsiella sp. NFIX24	1
ncbi_1566173		Klebsiella sp. NFIX25	1
ncbi_1566172		Klebsiella sp. NFIX26	1
ncbi_1566166		Klebsiella sp. NFIX27	1
ncbi_1566165		Klebsiella sp. NFIX29	1
ncbi_1566164		Klebsiella sp. NFIX30	1
ncbi_1566163		Klebsiella sp. NFIX33	1
ncbi_1566162		Klebsiella sp. NFIX34	1
ncbi_1566161		Klebsiella sp. NFIX35	1
ncbi_1566160		Klebsiella sp. NFIX36	1
ncbi_1566159		Klebsiella sp. NFIX37	1
ncbi_1566158		Klebsiella sp. NFIX38	1
ncbi_1566157		Klebsiella sp. NFIX40	1
ncbi_1566156		Klebsiella sp. NFIX41	1
ncbi_1566155		Klebsiella sp. NFIX42	1
ncbi_1566154		Klebsiella sp. NFIX43	1
ncbi_1566153		Klebsiella sp. NFIX44	1
ncbi_1566297		Klebsiella sp. NFIX53	1
ncbi_1566152		Klebsiella sp. NFIX54	1
ncbi_1566183		Klebsiella sp. NFIX56	1
ncbi_1566184		Klebsiella sp. NFPP35	1
ncbi_2057803		Klebsiella sp. T11	1
ncbi_2057804		Klebsiella sp. X1-16S-Nf21	1
ncbi_2561928		Klebsiella sp. Z2	1
ncbi_2559602		Kocuria sp. 4R-31	1
ncbi_2559603		Kocuria sp. 4R-34	1
ncbi_1236968		Kordiimonadales bacterium JCM 17846	1
ncbi_2183906		Kosakonia sp. AG348	1
ncbi_2512216		Kribbella sp. VKM Ac-2538	1
ncbi_1033738		Kurthia sp. Dielmo	1
ncbi_1397530		Labrenzia sp. C1B10	1
ncbi_1397531		Labrenzia sp. C1B70	1
ncbi_2126738		Lachnoclostridium sp. SNUG30099	1
ncbi_1834196		Lachnoclostridium sp. YL32	1
ncbi_658081		Lachnospiraceae bacterium 1_1_57FAA	1
ncbi_742723		Lachnospiraceae bacterium 2_1_46FAA	1
ncbi_665951		Lachnospiraceae bacterium 8_1_57FAA	1
ncbi_2302964		Lachnospiraceae bacterium AM23-2LB	1
ncbi_2302970		Lachnospiraceae bacterium AM25-11LB	1
ncbi_2302971		Lachnospiraceae bacterium AM25-22	1
ncbi_2292905		Lachnospiraceae bacterium AM25-27	1
ncbi_2302972		Lachnospiraceae bacterium AM25-39	1
ncbi_2302973		Lachnospiraceae bacterium AM25-40	1
ncbi_2292271		Lachnospiraceae bacterium AM48-27BH	1
ncbi_2292273		Lachnospiraceae bacterium OF09-33XD	1
ncbi_2302967		Lachnospiraceae bacterium OM02-3	1
ncbi_2302968		Lachnospiraceae bacterium OM02-31	1
ncbi_1703332		Lachnospiraceae bacterium TF01-11	1
ncbi_1232455		Lachnospiraceae bacterium VE202-12	1
ncbi_2291323		Lactobacillaceae bacterium	1
ncbi_1603		Lactobacillus amylophilus	1
ncbi_1603		Lactobacillus amylophilus DSM 20533 = JCM 1125	2
ncbi_376807		Lactobacillus amylotrophicus DSM 20534	1
ncbi_33961		Lactobacillus homohiochii	1
ncbi_1678136		Lactobacillus sp. ATCC 15578	1
ncbi_2153230		Lactobacillus sp. DS1_6	1
ncbi_2163181		Lactobacillus sp. DS13_6	1
ncbi_2153226		Lactobacillus sp. DS15_6	1
ncbi_2163180		Lactobacillus sp. DS18_6	1
ncbi_2153225		Lactobacillus sp. DS2_6	1
ncbi_2153228		Lactobacillus sp. DS3_6	1
ncbi_2153229		Lactobacillus sp. DS9_6	1
ncbi_2069355		Lactobacillus sp. ESL0234	1
ncbi_2069356		Lactobacillus sp. ESL0236	1
ncbi_2069357		Lactobacillus sp. ESL0237	1
ncbi_2069358		Lactobacillus sp. ESL0245	1
ncbi_2069359		Lactobacillus sp. ESL0246	1
ncbi_2069360		Lactobacillus sp. ESL0247	1
ncbi_2069349		Lactobacillus sp. ESL0262	1
ncbi_1590063		Lactobacillus sp. FMNP02	1
ncbi_1739473		Lactobacillus sp. HMSC056D05	1
ncbi_1739373		Lactobacillus sp. HMSC061B07	1
ncbi_1715146		Lactobacillus sp. HMSC064F12	1
ncbi_1739342		Lactobacillus sp. HMSC066G01	1
ncbi_1715120		Lactobacillus sp. HMSC068B07	1
ncbi_1739365		Lactobacillus sp. HMSC068F07	1
ncbi_1739438		Lactobacillus sp. HMSC073B09	1
ncbi_1739528		Lactobacillus sp. HMSC073D04	1
ncbi_1739469		Lactobacillus sp. HMSC075D02	1
ncbi_1715170		Lactobacillus sp. HMSC077C11	1
ncbi_1715181		Lactobacillus sp. HMSC078F07	1
ncbi_1581136		Lactobacillus sp. HMSC08B12	1
ncbi_1581063		Lactobacillus sp. HMSC25A02	1
ncbi_2495899		Lactobacillus sp. HT111-2	1
ncbi_2042036		Lactobacillus sp. UMNPBX11	1
ncbi_2042035		Lactobacillus sp. UMNPBX12	1
ncbi_2042034		Lactobacillus sp. UMNPBX13	1
ncbi_2042033		Lactobacillus sp. UMNPBX14	1
ncbi_2042032		Lactobacillus sp. UMNPBX15	1
ncbi_2042031		Lactobacillus sp. UMNPBX16	1
ncbi_2042028		Lactobacillus sp. UMNPBX19	1
ncbi_2042041		Lactobacillus sp. UMNPBX6	1
ncbi_2042040		Lactobacillus sp. UMNPBX7	1
ncbi_2042039		Lactobacillus sp. UMNPBX8	1
ncbi_1685724		Lake Sarah-associated circular molecule 1	1
ncbi_1685725		Lake Sarah-associated circular molecule 10	1
ncbi_1685726		Lake Sarah-associated circular molecule 11	1
ncbi_1809112		Lake Sarah-associated circular molecule 12	1
ncbi_1685727		Lake Sarah-associated circular molecule 2	1
ncbi_1685728		Lake Sarah-associated circular molecule 3	1
ncbi_1685729		Lake Sarah-associated circular molecule 4	1
ncbi_1685730		Lake Sarah-associated circular molecule 5	1
ncbi_1685731		Lake Sarah-associated circular molecule 6	1
ncbi_1685732		Lake Sarah-associated circular molecule 7	1
ncbi_1685733		Lake Sarah-associated circular molecule 8	1
ncbi_1685734		Lake Sarah-associated circular molecule 9	1
ncbi_1983562		Lake Sinai Virus SA1	1
ncbi_1983563		Lake Sinai Virus SA2	1
ncbi_1983564		Lake Sinai Virus TO	1
ncbi_990069		Lebetimonas sp. JH369	1
ncbi_931222		Lebetimonas sp. JS085	1
ncbi_990072		Lebetimonas sp. JS138	1
ncbi_990073		Lebetimonas sp. JS170	1
ncbi_1920115		Leclercia sp. LSNIH2	1
ncbi_1920117		Leclercia sp. LSNIH4	1
ncbi_1920118		Leclercia sp. LSNIH5	1
ncbi_1920119		Leclercia sp. LSNIH6	1
ncbi_1920120		Leclercia sp. LSNIH7	1
ncbi_1920136		Leclercia sp. LSNIH8	1
ncbi_2249426		Leeuwenhoekiella sp. R-48165	1
ncbi_2498104		Legionella sp. km489	1
ncbi_2498105		Legionella sp. km521	1
ncbi_1150399		Leifsonia sp. 109	1
ncbi_1798218		Leifsonia sp. 115AMFTsu3.1	1
ncbi_1798222		Leifsonia sp. 157MF	1
ncbi_1798217		Leifsonia sp. 197AMF	1
ncbi_1798221		Leifsonia sp. 466MF	1
ncbi_1798220		Leifsonia sp. 467MF	1
ncbi_1798219		Leifsonia sp. 509MF	1
ncbi_1798216		Leifsonia sp. 98AMF	1
ncbi_1798215		Leifsonia sp. CL147	1
ncbi_1798214		Leifsonia sp. CL154	1
ncbi_1736446		Leifsonia sp. Root1293	1
ncbi_1736567		Leifsonia sp. Root60	1
ncbi_1577898		Leisingera sp. ANG-S	1
ncbi_1002340		Leisingera sp. ANG1	1
ncbi_2080842		Lelliottia sp. 7254-16	1
ncbi_2059859		Lelliottia sp. F153	1
ncbi_2065208		Lelliottia sp. F154	1
ncbi_2059860		Lelliottia sp. F159	1
ncbi_1193012		Leptospira sp. Fiocruz LV3954	1
ncbi_1193013		Leptospira sp. Fiocruz LV4135	1
ncbi_1242990		Leptospira sp. serovar Kenya str. Sh9	1
ncbi_1799529		Leptospira sp. ZV016	1
ncbi_1933286		Leucobacter sp. OAMLP11	1
ncbi_1933287		Leucobacter sp. OAMSW11	1
ncbi_1914917		Leucobacter sp. OLAS13	1
ncbi_1914915		Leucobacter sp. OLCALW19	1
ncbi_1914918		Leucobacter sp. OLCS4	1
ncbi_1914919		Leucobacter sp. OLDS2	1
ncbi_1914921		Leucobacter sp. OLIS6	1
ncbi_1914922		Leucobacter sp. OLJS4	1
ncbi_1914916		Leucobacter sp. OLTLW20	1
ncbi_1914995		Leuconostoc sp. BM2	1
ncbi_1855370		Leuconostocaceae bacterium R-53105	1
ncbi_1884461		Lishi Spider Virus 2	1
ncbi_1918332		Listeria sp. ILCC796	1
ncbi_1918334		Listeria sp. ILCC804	1
ncbi_1918335		Listeria sp. ILCC806	1
ncbi_1918336		Listeria sp. ILCC810	1
ncbi_1317115		Loktanella sp. 22II-4b	1
ncbi_1500892		Luteibacter sp. 9145	1
ncbi_935283		Luteimonas sp. J16	1
ncbi_2022430		Lychee viroid-like RNA	1
ncbi_2169540		Lysinibacillus sp. 2017	1
ncbi_1571920		Lysinibacillus sp. A1	1
ncbi_1680467		Lysinibacillus sp. AC-3	1
ncbi_1500267		Lysinibacillus sp. BC-14	1
ncbi_1500269		Lysinibacillus sp. BC-43	1
ncbi_1955700		Lysinibacillus sp. KCTC 33748	1
ncbi_1500268		Lysinibacillus sp. LD79	1
ncbi_2561923		Lysinibacillus sp. S2017	1
ncbi_1500271		Lysinibacillus sp. SG45	1
ncbi_1500272		Lysinibacillus sp. SG53	1
ncbi_1500270		Lysinibacillus sp. SG55	1
ncbi_1500274		Lysinibacillus sp. SG8	1
ncbi_1500276		Lysinibacillus sp. SG9	1
ncbi_1500273		Lysinibacillus sp. TC-13	1
ncbi_1500275		Lysinibacillus sp. TC-37	1
ncbi_1736598		Lysobacter sp. Root76	1
ncbi_1736612		Lysobacter sp. Root96	1
ncbi_202462		Maize bushy stunt phytoplasma	1
ncbi_2485141		Marinobacter sp. 3-2	1
ncbi_1849169		Marinobacter sp. EhC06	1
ncbi_1849167		Marinobacter sp. EhN04	1
ncbi_2135610		Marinobacter sp. PT19DW	1
ncbi_2528979		Marinobacter sp. YJ-S3-2	1
ncbi_1561206		Marinomonas sp. SBI22	1
ncbi_1561205		Marinomonas sp. SBI8L	1
ncbi_1920883		Marivivens sp. JLT3646	1
ncbi_2135671		Massilia sp. GV016	1
ncbi_2135495		Massilia sp. GV024	1
ncbi_2135672		Massilia sp. GV045	1
ncbi_2135674		Massilia sp. GV097	1
ncbi_1707785		Massilia sp. WG5	1
ncbi_2527876		Mediterraneibacter sp. gm002	1
ncbi_2292358		Megasphaera sp. AM44-1BH	1
ncbi_482825		Meiothermus cateniformans	1
ncbi_2293110		Melissococcus sp. OM08-11BH	1
ncbi_2109943		Mesoflavibacter sp. HG37	1
ncbi_2109944		Mesoflavibacter sp. HG96	1
ncbi_216874		Mesoplasma corruscae	1
ncbi_217215		Mesoplasma grammopterae ATCC 49580	1
ncbi_1777867		Mesorhizobium jarvisii	1
ncbi_1085774		Mesorhizobium sp. 10.2.2	1
ncbi_1085775		Mesorhizobium sp. 10.2.3	1
ncbi_1287256		Mesorhizobium sp. LNJC372A00	1
ncbi_1287258		Mesorhizobium sp. LNJC374B00	1
ncbi_1287276		Mesorhizobium sp. LNJC398B00	1
ncbi_1287298		Mesorhizobium sp. LSHC426A00	1
ncbi_1287303		Mesorhizobium sp. LSHC432A00	1
ncbi_1287308		Mesorhizobium sp. LSHC440B00	1
ncbi_2500522		Mesorhizobium sp. M00.F.Ca.ET.158.01.1.1	1
ncbi_2500531		Mesorhizobium sp. M00.F.Ca.ET.220.01.1.1	1
ncbi_2496761		Mesorhizobium sp. M1A.F.Ca.IN.020.04.1.1	1
ncbi_2496765		Mesorhizobium sp. M1A.F.Ca.IN.020.06.1.1	1
ncbi_2496763		Mesorhizobium sp. M1A.F.Ca.IN.020.32.1.1	1
ncbi_2496773		Mesorhizobium sp. M1A.F.Ca.IN.022.04.1.1	1
ncbi_2500527		Mesorhizobium sp. M1C.F.Ca.ET.212.01.1.1	1
ncbi_2496666		Mesorhizobium sp. M1D.F.Ca.ET.183.01.1.1	1
ncbi_2496669		Mesorhizobium sp. M1D.F.Ca.ET.231.01.1.1	1
ncbi_2496650		Mesorhizobium sp. M2A.F.Ca.ET.017.03.2.1	1
ncbi_2496665		Mesorhizobium sp. M2D.F.Ca.ET.148.01.1.1	1
ncbi_2496670		Mesorhizobium sp. M2D.F.Ca.ET.232.01.1.1	1
ncbi_2500530		Mesorhizobium sp. M2E.F.Ca.ET.219.01.1.1	1
ncbi_2496671		Mesorhizobium sp. M7A.F.Ca.AU.002.02.1.1	1
ncbi_2496672		Mesorhizobium sp. M7A.F.Ca.AU.002.03.1.1	1
ncbi_2496673		Mesorhizobium sp. M7A.F.Ca.AU.002.04.1.1	1
ncbi_2496674		Mesorhizobium sp. M7A.F.Ca.AU.002.06.1.1	1
ncbi_2496714		Mesorhizobium sp. M7A.F.Ca.CA.001.04.1.1	1
ncbi_2496715		Mesorhizobium sp. M7A.F.Ca.CA.001.04.2.1	1
ncbi_2496721		Mesorhizobium sp. M7A.F.Ca.CA.001.05.1.1	1
ncbi_2496682		Mesorhizobium sp. M7A.F.Ca.CA.001.06.1.1	1
ncbi_2496684		Mesorhizobium sp. M7A.F.Ca.CA.001.07.2.1	1
ncbi_2496691		Mesorhizobium sp. M7A.F.Ca.CA.001.08.1.1	1
ncbi_2496692		Mesorhizobium sp. M7A.F.Ca.CA.001.08.2.1	1
ncbi_2496718		Mesorhizobium sp. M7A.F.Ca.CA.001.09.1.1	1
ncbi_2496719		Mesorhizobium sp. M7A.F.Ca.CA.001.09.2.1	1
ncbi_2496720		Mesorhizobium sp. M7A.F.Ca.CA.001.10.2.1	1
