Order	Rank	NCBItaxID	SciNameFull	SciNameFull_found	Taxonomy	SciName	Found_Taxonomy			
7	S1	1538454	Pacui virus	Pacui pacuvirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Pacuvirus|s__Pacui pacuvirus	Pacui virus				
7	S	867076	Paenibacillus sp. IHB B 3084	Paenibacillus sp. IHB B 3084	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. IHB B 3084	Paenibacillus sp. IHB B				
7	S	867080	Paenibacillus sp. IHB B 3415	Paenibacillus sp. IHB B 3415	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus sp. IHB B 3415	Paenibacillus sp. IHB B				
7	S	1891736	Pan troglodytes polyomavirus 4		d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pan troglodytes polyomavirus 4	Pan troglodytes				
7	S	2003507	Panine alphaherpesvirus 3	Panine alphaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Panine alphaherpesvirus 3	Panine alphaherpesvirus				
7	S	188763	Panine betaherpesvirus 2	Panine betaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Panine betaherpesvirus 2	Panine betaherpesvirus				
7	S	340907	Papiine alphaherpesvirus 2	Papiine alphaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Papiine alphaherpesvirus 2	Papiine alphaherpesvirus				
7	S	106332	Papiine gammaherpesvirus 1	Papiine gammaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus|s__Papiine gammaherpesvirus 1	Papiine gammaherpesvirus				
7	S	1891740	Papio cynocephalus polyomavirus 1	Papio cynocephalus polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Papio cynocephalus polyomavirus 1	Papio cynocephalus				
7	S1	1667587	Papio ursinus cytomegalovirus	Papio cynocephalus polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Papio cynocephalus polyomavirus 1	Papio ursinus				
7	S1	1647282	Paracoccus phage Shpa	Paracoccus virus Shpa	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Vhulanivirus|s__Paracoccus virus Shpa	Paracoccus phage Shpa				
7	S	10506	Paramecium bursaria Chlorella virus 1	Paramecium bursaria Chlorella virus 1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus 1	Paramecium bursaria				
7	S	381899	Paramecium bursaria Chlorella virus A1	Paramecium bursaria Chlorella virus A1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus A1	Paramecium bursaria				
7	S	380598	Paramecium bursaria Chlorella virus AR158	Paramecium bursaria Chlorella virus AR158	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus AR158	Paramecium bursaria				
7	S1	42683	Paramecium bursaria Chlorella virus CVA-1		d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus CVA-1	Paramecium bursaria				
7	S1	399781	Paramecium bursaria Chlorella virus FR483		d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus FR483	Paramecium bursaria				
7	S	46021	Paramecium bursaria Chlorella virus NY2A	Paramecium bursaria Chlorella virus NY2A	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus NY2A	Paramecium bursaria				
7	S	83442	Paramecium bursaria Chlorella virus NYs1	Paramecium bursaria Chlorella virus NYs1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Paramecium bursaria Chlorella virus NYs1	Paramecium bursaria				
7	S	129728	Parapoxvirus of red deer in New Zealand	Parapoxvirus of red deer in New Zealand	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Parapoxvirus of red deer in New Zealand	Parapoxvirus of				
7	S1	1579460	Parapoxvirus red deer/HL953	Parapoxvirus of red deer in New Zealand	d__Viruses|f__Poxviridae|g__Parapoxvirus|s__Parapoxvirus of red deer in New Zealand	Parapoxvirus red				
7	S	1548720	Passeriform 1 orthobornavirus	Passeriform 1 orthobornavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Passeriform 1 orthobornavirus	Passeriform 1				
7	S	379892	Passiflora latent virus	Passiflora latent virus	d__Viruses|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Passiflora latent virus	Passiflora latent				
7	S	31732	Passion fruit woodiness virus	Passion fruit woodiness virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Passion fruit woodiness virus	Passion fruit				
7	S	12294	Pea early-browning virus	Pea early-browning virus	d__Viruses|f__Virgaviridae|g__Tobravirus|s__Pea early-browning virus	Pea early-browning				
7	S	35772	Peanut witches'-broom phytoplasma	Peanut witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Peanut witches'-broom phytoplasma	Peanut witches-broom				
7	S1	1163385	Peanut witches'-broom phytoplasma NTU2011	Peanut witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Peanut witches'-broom phytoplasma	Peanut witches-broom				
7	S	1429794	Pectobacterium bacteriophage PM2	Pectobacterium bacteriophage PM2	d__Viruses|o__Caudovirales|f__Myoviridae|s__Pectobacterium bacteriophage PM2	Pectobacterium bacteriophage				
7	S1	1204539	Pectobacterium phage My1	Pectobacterium virus My1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Myunavirus|s__Pectobacterium virus My1	Pectobacterium phage My1				
7	S1	1873959	Pectobacterium phage PP90	Pectobacterium virus PP90	d__Viruses|o__Caudovirales|f__Podoviridae|g__Phimunavirus|s__Pectobacterium virus PP90	Pectobacterium phage PP90				
7	S	1235479	Pelosinus sp. HCF1	Pelosinus sp. HCF1	d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus|s__Pelosinus sp. HCF1	Pelosinus sp. HCF1				
7	S	1529056	Penaeus monodon nudivirus	Penaeus monodon nudivirus	d__Viruses|f__Nudiviridae|s__Penaeus monodon nudivirus	Penaeus monodon				
7	S	2560642	Perigonia lusca nucleopolyhedrovirus	Perigonia lusca nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Perigonia lusca nucleopolyhedrovirus	Perigonia lusca				
7	S1	1675865	Perigonia lusca single nucleopolyhedrovirus	Perigonia lusca nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Perigonia lusca nucleopolyhedrovirus	Perigonia lusca				
7	S	356862	Peruvian horse sickness virus	Peruvian horse sickness virus	d__Viruses|f__Reoviridae|g__Orbivirus|s__Peruvian horse sickness virus	Peruvian horse				
7	S	251749	Phaeocystis globosa virus	Phaeocystis globosa virus	d__Viruses|f__Phycodnaviridae|g__Prymnesiovirus|s__Phaeocystis globosa virus	Phaeocystis globosa				
7	S	1523858	Phomopsis longicolla hypovirus		d__Viruses|f__Hypoviridae|g__Hypovirus|s__Phomopsis longicolla hypovirus	Phomopsis longicolla				
7	S1	764030	Pigeon adenovirus 1	Pigeon aviadenovirus A	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus A	Pigeon adenovirus				
7	S1	1907767	Pigeon adenovirus 2	Pigeon aviadenovirus B	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus B	Pigeon adenovirus				
7	S	1548417	Pigeon aviadenovirus A	Pigeon aviadenovirus A	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus A	Pigeon aviadenovirus				
7	S	2169708	Pigeon aviadenovirus B	Pigeon aviadenovirus B	d__Viruses|f__Adenoviridae|g__Aviadenovirus|s__Pigeon aviadenovirus B	Pigeon aviadenovirus				
7	S	1980429	Pigeonpea sterility mosaic emaravirus 1	Pigeonpea sterility mosaic emaravirus 1	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus|s__Pigeonpea sterility mosaic emaravirus 1	Pigeonpea sterility				
7	S	2033633	Pineapple bacilliform CO virus	Pineapple bacilliform CO virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Pineapple bacilliform CO virus	Pineapple bacilliform				
7	S1	2100419	Planarian secretory cell nidovirus	Planidovirus 1	d__Viruses|o__Nidovirales|f__Mononiviridae|g__Alphamononivirus|s__Planidovirus 1	Planarian secretory				
7	S	891974	Plautia stali symbiont	Plautia stali symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Plautia stali symbiont	Plautia stali				
7	S1	118163	Pleurocapsa sp. PCC 7327	Pleurocapsa minor	d__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa|s__Pleurocapsa minor	Pleurocapsa sp. PCC 7327				
7	S	262175	Plodia interpunctella granulovirus	Plodia interpunctella granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Plodia interpunctella granulovirus	Plodia interpunctella				
7	S	12211	Plum pox virus	Plum pox virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Plum pox virus	Plum pox				
7	S	98383	Plutella xylostella granulovirus	Plutella xylostella granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Plutella xylostella granulovirus	Plutella xylostella				
7	S	1891741	Pongo abelii polyomavirus 1	Pongo abelii polyomavirus 1	d__Viruses|f__Polyomaviridae|g__Alphapolyomavirus|s__Pongo abelii polyomavirus 1	Pongo abelii				
7	S1	35265	Porcine adenovirus 3	Porcine mastadenovirus A	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Porcine mastadenovirus A	Porcine adenovirus				
7	S	130369	Porcine mastadenovirus A	Porcine mastadenovirus A	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Porcine mastadenovirus A	Porcine mastadenovirus				
7	S1	1689785	Porcine pestivirus 1		d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus K	Porcine pestivirus				
7	S1	412969	Porcine pestivirus isolate Bungowannah		d__Viruses|f__Flaviviridae|g__Pestivirus|s__Pestivirus F	Porcine pestivirus				
7	S	12045	Potato leafroll virus	Potato leafroll virus	d__Viruses|f__Luteoviridae|g__Polerovirus|s__Potato leafroll virus	Potato leafroll				
7	S	44562	Pothos latent virus	Pothos latent virus	d__Viruses|f__Tombusviridae|g__Aureusvirus|s__Pothos latent virus	Pothos latent				
7	S	81582	Prevotella aff. ruminicola Tc2-24	Prevotella aff. ruminicola Tc2-24	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella aff. ruminicola Tc2-24	Prevotella aff.				
7	S	1287488	Prevotella sp. S7 MS 2	Prevotella sp. S7 MS 2	d__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. S7 MS 2	Prevotella sp. S7 MS				
7	S	1511872	Primate bocaparvovirus 2	Primate bocaparvovirus 2	d__Viruses|f__Parvoviridae|g__Bocaparvovirus|s__Primate bocaparvovirus 2	Primate bocaparvovirus				
7	S	1511902	Primate erythroparvovirus 3	Primate erythroparvovirus 3	d__Viruses|f__Parvoviridae|g__Erythroparvovirus|s__Primate erythroparvovirus 3	Primate erythroparvovirus				
7	S1	1655012	Propionibacterium phage Attacne	Propionibacterium virus Attacne	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Attacne	Propionibacterium phage Attacne	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Attacne			
7	S1	1897532	Propionibacterium phage B22	Propionibacterium virus B22	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Doucettevirus|s__Propionibacterium virus B22	Propionibacterium phage B22	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Doucettevirus|s__Propionibacterium virus B22			
7	S1	1897536	Propionibacterium phage E6	Propionibacterium virus E6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Doucettevirus|s__Propionibacterium virus E6	Propionibacterium phage E6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Doucettevirus|s__Propionibacterium virus E6			
7	S1	1655014	Propionibacterium phage Kubed	Propionibacterium virus Kubed	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Kubed	Propionibacterium phage Kubed	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Kubed			
7	S1	1655016	Propionibacterium phage MrAK	Propionibacterium virus MrAK	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus MrAK	Propionibacterium phage MrAK	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus MrAK			
7	S1	1229792	Propionibacterium phage P1.1	Propionibacterium virus P1.1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P1.1	Propionibacterium phage P1.1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P1.1			
7	S1	1229786	Propionibacterium phage P101A	Propionibacterium virus P101A	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P101A	Propionibacterium phage P101A	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P101A			
7	S1	1229787	Propionibacterium phage P104A	Propionibacterium virus P104A	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P104A	Propionibacterium phage P104A	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus P104A			
7	S1	376758	Propionibacterium phage PA6	Propionibacterium virus PA6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PA6	Propionibacterium phage PA6	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PA6			
7	S1	1498188	Propionibacterium phage Pacnes 2012-15	Propionibacterium virus Pacnes201215	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Pacnes201215	Propionibacterium phage Pacnes 2012-15	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Pacnes201215			
7	S1	504501	Propionibacterium phage PAD20	Propionibacterium virus PAD20	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PAD20	Propionibacterium phage PAD20	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PAD20			
7	S1	504553	Propionibacterium phage PAS50	Propionibacterium virus PAS50	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PAS50	Propionibacterium phage PAS50	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PAS50			
7	S1	1500801	Propionibacterium phage PHL041M10	Propionibacterium virus PHL041M10	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL041M10	Propionibacterium phage PHL041M10	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL041M10			
7	S1	1235647	Propionibacterium phage PHL060L00	Propionibacterium virus PHL060L00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL060L00	Propionibacterium phage PHL060L00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL060L00			
7	S1	1500813	Propionibacterium phage PHL092M00	Propionibacterium virus PHL092M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL092M00	Propionibacterium phage PHL092M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL092M00			
7	S1	1235655	Propionibacterium phage PHL113M01	Propionibacterium virus PHL113M01	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL113M01	Propionibacterium phage PHL113M01	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL113M01			
7	S1	1500816	Propionibacterium phage PHL116M00	Propionibacterium virus PHL116M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL116M00	Propionibacterium phage PHL116M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL116M00			
7	S1	1500820	Propionibacterium phage PHL132N00	Propionibacterium virus PHL132N00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL132N00	Propionibacterium phage PHL132N00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL132N00			
7	S1	1500821	Propionibacterium phage PHL141N00	Propionibacterium virus PHL141N00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL141N00	Propionibacterium phage PHL141N00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL141N00			
7	S1	1500825	Propionibacterium phage PHL152M00	Propionibacterium virus PHL152M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL152M00	Propionibacterium phage PHL152M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL152M00			
7	S1	1500830	Propionibacterium phage PHL199M00	Propionibacterium virus PHL199M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL199M00	Propionibacterium phage PHL199M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL199M00			
7	S1	1500831	Propionibacterium phage PHL301M00	Propionibacterium virus PHL301M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL301M00	Propionibacterium phage PHL301M00	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus PHL301M00			
7	S1	1655019	Propionibacterium phage Procrass1	Propionibacterium virus Procrass1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Procrass1	Propionibacterium phage Procrass1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Procrass1			
7	S1	1655023	Propionibacterium phage Wizzo	Propionibacterium virus Wizzo	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Wizzo	Propionibacterium phage Wizzo	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pahexavirus|s__Propionibacterium virus Wizzo			
7	S1	1931407	Providencia phage vB_PreS_PR1	Providencia virus PR1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Priunavirus|s__Providencia virus PR1	Providencia phage vB_PreS_PR1				
7	S1	2022321	Prunus geminivirus A	Prunus latent virus	d__Viruses|f__Geminiviridae|g__Grablovirus|s__Prunus latent virus	Prunus geminivirus				
7	S	2560653	Prunus latent virus	Prunus latent virus	d__Viruses|f__Geminiviridae|g__Grablovirus|s__Prunus latent virus	Prunus latent				
7	S	1681830	Pseudanabaena sp. 'Roaring Creek'	Pseudanabaena sp. 'Roaring Creek'	d__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Pseudanabaenaceae|g__Pseudanabaena|s__Pseudanabaena sp. 'Roaring Creek'	Pseudanabaena sp. Roaring Creek				
7	S	43306	Pseudomonas denitrificans (nomen rejiciendum)		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas denitrificans (nomen rejiciendum)	Pseudomonas denitrificans				
7	S1	1873949	Pseudomonas phage Andromeda	Pseudomonas virus Andromeda	d__Viruses|o__Caudovirales|f__Podoviridae|g__Bifseptvirus|s__Pseudomonas virus Andromeda	Pseudomonas phage Andromeda	d__Viruses|o__Caudovirales|f__Podoviridae|g__Bifseptvirus|s__Pseudomonas virus Andromeda			
7	S1	386793	Pseudomonas phage LKA1	Pseudomonas virus LKA1	d__Viruses|o__Caudovirales|f__Podoviridae|g__Phikmvvirus|s__Pseudomonas virus LKA1	Pseudomonas phage LKA1	d__Viruses|o__Caudovirales|f__Podoviridae|g__Phikmvvirus|s__Pseudomonas virus LKA1			
7	S1	2006684	Pseudomonas phage Noxifer	Pseudomonas virus Noxifer	d__Viruses|o__Caudovirales|f__Myoviridae|g__Noxifervirus|s__Pseudomonas virus Noxifer	Pseudomonas phage Noxifer	d__Viruses|o__Caudovirales|f__Myoviridae|g__Noxifervirus|s__Pseudomonas virus Noxifer			
7	S1	1844477	Pseudomonas phage NP1	Pseudomonas virus NP1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nipunavirus|s__Pseudomonas virus NP1	Pseudomonas phage NP1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nipunavirus|s__Pseudomonas virus NP1			
7	S1	1175654	Pseudomonas phage PaMx25	Pseudomonas virus PaMx25	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nipunavirus|s__Pseudomonas virus PaMx25	Pseudomonas phage PaMx25	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Nipunavirus|s__Pseudomonas virus PaMx25			
7	S1	1175663	Pseudomonas phage PaMx74	Pseudomonas virus PaMx74	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pamexvirus|s__Pseudomonas virus PaMx74	Pseudomonas phage PaMx74	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Pamexvirus|s__Pseudomonas virus PaMx74			
7	S1	538398	Pseudomonas phage PB1	Pseudomonas virus PB1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Pbunavirus|s__Pseudomonas virus PB1	Pseudomonas phage PB1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Pbunavirus|s__Pseudomonas virus PB1			
7	S1	1815630	Pseudomonas phage pf16	Pseudomonas virus pf16	d__Viruses|o__Caudovirales|f__Myoviridae|g__Chakrabartyvirus|s__Pseudomonas virus pf16	Pseudomonas phage pf16	d__Viruses|o__Caudovirales|f__Myoviridae|g__Chakrabartyvirus|s__Pseudomonas virus pf16			
7	S1	1458843	Pseudomonas phage phiPsa374	Pseudomonas virus Psa374	d__Viruses|o__Caudovirales|f__Myoviridae|g__Otagovirus|s__Pseudomonas virus Psa374	Pseudomonas phage phiPsa374	d__Viruses|o__Caudovirales|f__Myoviridae|g__Otagovirus|s__Pseudomonas virus Psa374			
7	S1	1752027	Pseudomonas phage phiR18	Pseudomonas virus R18	d__Viruses|o__Caudovirales|f__Podoviridae|g__Kochitakasuvirus|s__Pseudomonas virus R18	Pseudomonas phage phiR18	d__Viruses|o__Caudovirales|f__Podoviridae|g__Kochitakasuvirus|s__Pseudomonas virus R18			
7	S1	1772332	Pseudomonas phage SM1	Pseudomonas virus SM1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Samunavirus|s__Pseudomonas virus SM1	Pseudomonas phage SM1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Samunavirus|s__Pseudomonas virus SM1			
7	S1	2048978	Pseudomonas phage tabernarius	Pseudomonas virus tabernarius	d__Viruses|o__Caudovirales|f__Podoviridae|g__Tabernariusvirus|s__Pseudomonas virus tabernarius	Pseudomonas phage tabernarius	d__Viruses|o__Caudovirales|f__Podoviridae|g__Tabernariusvirus|s__Pseudomonas virus tabernarius			
7	S1	1235661	Pseudomonas phage UFV-P2	Pseudomonas virus UFVP2	d__Viruses|o__Caudovirales|f__Podoviridae|g__Vicosavirus|s__Pseudomonas virus UFVP2	Pseudomonas phage UFV-P2	d__Viruses|o__Caudovirales|f__Podoviridae|g__Vicosavirus|s__Pseudomonas virus UFVP2			
7	S1	1182590	Pseudomonas pseudoalcaligenes CECT 5344		d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas pseudoalcaligenes	Pseudomonas pseudoalcaligenes	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas pseudoalcaligenes			
7	S	1844091	Pseudomonas sp. 1 R 17	Pseudomonas sp. 1 R 17	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 1 R 17	Pseudomonas sp. 1 R	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 1 R			
7	S	1844094	Pseudomonas sp. 24 E 1	Pseudomonas sp. 24 E 1	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 E 1	Pseudomonas sp. 24 E	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 E13			
7	S	1844095	Pseudomonas sp. 24 E 13	Pseudomonas sp. 24 E 13	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 E 13	Pseudomonas sp. 24 E	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 E13			
7	S	1844096	Pseudomonas sp. 24 R 17	Pseudomonas sp. 24 R 17	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 R 17	Pseudomonas sp. 24 R	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 24 R 17			
7	S	1844097	Pseudomonas sp. 25 E 4	Pseudomonas sp. 25 E 4	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 25 E 4	Pseudomonas sp. 25 E	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp.  25 E 4			
7	S	1844109	Pseudomonas sp. 25 R 14	Pseudomonas sp. 25 R 14	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 25 R 14	Pseudomonas sp. 25 R	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. 25 R 14			
