Order	Rank	NCBItaxID	SciNameFull	SciNameFull_found	Taxonomy	SciName	Found_Taxonomy			
7	S1	1469607	[Scytonema hofmanni] UTEX 2349		d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema|s__Scytonema hofmanii	[Scytonema hofmanni]	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema|s__Scytonema hofmanii			
7	S	379535	[Scytonema hofmanni] UTEX B 1581		d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema|s__Scytonema hofmanii	[Scytonema hofmanni]	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema|s__Scytonema hofmanii			
7	S1	1349786	[Zimmermannella] alba NBRC 15616		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella alba	[Zimmermannella] alba	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella alba			
7	S1	1349787	[Zimmermannella] bifida NBRC 103089		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella bifida	[Zimmermannella] bifida	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella bifida			
7	S1	1278308	[Zimmermannella] faecalis ATCC 13722		d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella faecalis	[Zimmermannella] faecalis	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella faecalis			
7	S1	1241371	Abalone herpesvirus Victoria/AUS/2009		d__Viruses|o__Herpesvirales|f__Malacoherpesviridae|g__Aurivirus|s__Abalone herpesvirus Victoria/AUS/2009 	Abalone herpesvirus	d__Viruses|o__Herpesvirales|f__Malacoherpesviridae|g__Aurivirus|s__Abalone herpesvirus Victoria/AUS/2009 			
7	S	491893	Abalone shriveling syndrome-associated virus	Abalone shriveling syndrome-associated virus	d__Viruses|o__Caudovirales|f__Siphoviridae|s__Abalone shriveling syndrome-associated virus	Abalone shriveling	d__Viruses|o__Caudovirales|s__Abalone shriveling syndrome-associated virus			
7	S	212035	Acanthamoeba polyphaga mimivirus	Acanthamoeba polyphaga mimivirus	d__Viruses|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba polyphaga mimivirus	Acanthamoeba polyphaga	d__Viruses|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba polyphaga mimivirus			
7	S1	1269028	Acanthamoeba polyphaga moumouvirus		d__Viruses|f__Mimiviridae|s__Acanthamoeba polyphaga moumouvirus 	Acanthamoeba polyphaga	d__Viruses|f__Mimiviridae|s__Acanthamoeba polyphaga moumouvirus 			
7	S	322019	Acanthocystis turfacea chlorella virus 1	Acanthocystis turfacea chlorella virus 1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Acanthocystis turfacea chlorella virus 1	Acanthocystis turfacea	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Acanthocystis turfacea chlorella virus 1			
7	S	2560259	Achimota pararubulavirus 1	Achimota pararubulavirus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Achimota pararubulavirus 1	Achimota pararubulavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Achimota pararubulavirus 1			
7	S1	1261100	Achimota virus 1	Achimota pararubulavirus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Achimota pararubulavirus 1	Achimota virus 1	d__Viruses|p__Riboviria|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Achimota virus 1 			
7	S1	1416009	Achromobacter phage JWAlpha	Achromobacter virus JWAlpha	d__Viruses|o__Caudovirales|f__Podoviridae|g__Jwalphavirus|s__Achromobacter virus JWAlpha	Achromobacter phage JWAlpha	d__Viruses|o__Caudovirales|f__Podoviridae|g__Jwalphavirus|s__Achromobacter virus JWAlpha			
7	S1	1664247	Achromobacter phage phiAxp-3	Achromobacter virus Axp3	d__Viruses|o__Caudovirales|f__Podoviridae|g__Jwalphavirus|s__Achromobacter virus Axp3	Achromobacter phage phiAxp-3	d__Viruses|o__Caudovirales|f__Siphoviridae|s__Achromobacter phage phiAxp-2			
7	S	437444	Acidianus bottle-shaped virus	Acidianus bottle-shaped virus	d__Viruses|f__Ampullaviridae|g__Ampullavirus|s__Acidianus bottle-shaped virus	Acidianus bottle-shaped	d__Viruses|f__Ampullaviridae|g__Ampullavirus|s__Acidianus bottle-shaped virus			
7	S	1797140	Acidianus tailed spindle virus	Acidianus tailed spindle virus	d__Viruses|f__Bicaudaviridae|s__Acidianus tailed spindle virus	Acidianus tailed	d__Viruses|f__Bicaudaviridae|s__Acidianus tailed spindle virus			
7	S1	2010329	Acidovorax phage ACP17	Acidovorax virus ACP17	d__Viruses|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Acidovorax virus ACP17	Acidovorax phage ACP17	d__Viruses|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Acidovorax virus ACP17			
7	S1	1970374	Acinetobacter phage Loki	Acinetobacter virus Loki	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Lokivirus|s__Acinetobacter virus Loki	Acinetobacter phage Loki	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Lokivirus|s__Acinetobacter virus Loki			
7	S1	1837876	Acinetobacter phage vB_AbaM_ME3	Acinetobacter virus ME3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Metrivirus|s__Acinetobacter virus ME3	Acinetobacter phage vB_AbaM_ME3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Metrivirus|s__Acinetobacter phage vB_AbaM_ME3 			
7	S1	575564	Acinetobacter sp. RUH2624	Acinetobacter nosocomialis	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter nosocomialis	Acinetobacter sp. RUH2624				
7	S	320884	Acipenserid herpesvirus 2	Acipenserid herpesvirus 2	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus|s__Acipenserid herpesvirus 2	Acipenserid herpesvirus	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus|s__Acipenserid herpesvirus 2			
7	S	712124	Actinomyces sp. oral taxon 448	Actinomyces sp. oral taxon 448	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 448	Actinomyces sp. oral Taxon 448	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 448			
7	S1	888056	Actinomyces sp. oral taxon 448 str. F0400	Actinomyces sp. oral taxon 448	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 448	Actinomyces sp. oral Taxon 448	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 448			
7	S1	1611877	Adana virus	Adoxophyes honmai entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Adoxophyes honmai entomopoxvirus	Adana virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Phenuiviridae|g__Phlebovirus|s__Adana virus 			
7	S	1993630	Adoxophyes honmai entomopoxvirus	Adoxophyes honmai entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Adoxophyes honmai entomopoxvirus	Adoxophyes honmai	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Adoxophyes honmai entomopoxvirus			
7	S1	1293540	Adoxophyes honmai entomopoxvirus 'L'	Adoxophyes orana granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Adoxophyes orana granulovirus	Adoxophyes honmai	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Adoxophyes honmai entomopoxvirus ‘L’			
7	S	170617	Adoxophyes orana granulovirus	Adoxophyes orana nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Adoxophyes orana nucleopolyhedrovirus	Adoxophyes orana	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Adoxophyes orana granulovirus			
7	S	542343	Adoxophyes orana nucleopolyhedrovirus	Aedes pseudoscutellaris reovirus	d__Viruses|f__Reoviridae|g__Dinovernavirus|s__Aedes pseudoscutellaris reovirus	Adoxophyes orana	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Adoxophyes orana nucleopolyhedrovirus			
7	S	341721	Aedes pseudoscutellaris reovirus	Aeromonas virus Aes508	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tulanevirus|s__Aeromonas virus Aes508	Aedes pseudoscutellaris	d__Viruses|f__Reoviridae|g__Dinovernavirus|s__Aedes pseudoscutellaris reovirus 			
7	S1	1198013	Aeromonas phage Aes508	African green monkey simian foamy virus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Spumavirus|s__African green monkey simian foamy virus	Aeromonas phage Aes508	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tulanevirus|s__Aeromonas phage Aes508			
7	S	338079	African green monkey simian foamy virus	African swine fever virus	d__Viruses|f__Asfarviridae|g__Asfivirus|s__African swine fever virus	African green	d__Viruses|o__Ortervirales|f__Retroviridae|g__|s__Spumavirus			
7	S	10497	African swine fever virus	Agaricomycetes	d__Eukaryota|p__Basidiomycota|c__Agaricomycetes	African swine	d__Viruses|f__Asfarviridae|g__Asfivirus|s__African swine fever virus			
7	S1	2024264	Agrobacterium phage Atu_ph07	Agrobacterium virus Atuph07	d__Viruses|o__Caudovirales|f__Myoviridae|g__Polybotosvirus|s__Agrobacterium virus Atuph07	Agrobacterium phage Atu_ph07	d__Viruses|o__Caudovirales|f__Myoviridae|g__Polybotosvirus|s__Agrobacterium phage Atu_ph07			
7	S1	1336745	Agrobacterium radiobacter DSM 30147		d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium radiobacter	Agrobacterium radiobacter				
7	S1	311403	Agrobacterium radiobacter K84		d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium radiobacter	Agrobacterium radiobacter				
7	S	208013	Agrotis ipsilon multiple nucleopolyhedrovirus	Agrotis ipsilon multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis ipsilon multiple nucleopolyhedrovirus	Agrotis ipsilon	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis ipsilon multiple nucleopolyhedrovirus			
7	S	1962501	Agrotis segetum nucleopolyhedrovirus A	Agrotis segetum nucleopolyhedrovirus A	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis segetum nucleopolyhedrovirus A	Agrotis segetum	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis segetum nucleopolyhedrovirus A			
7	S	1580580	Agrotis segetum nucleopolyhedrovirus B	Agrotis segetum nucleopolyhedrovirus B	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis segetum nucleopolyhedrovirus B	Agrotis segetum	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis segetum nucleopolyhedrovirus B			
7	S	35252	Alcelaphine gammaherpesvirus 1	Alcelaphine gammaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine gammaherpesvirus 1	Alcelaphine gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine gammaherpesvirus 2			
7	S	138184	Alcelaphine gammaherpesvirus 2	Alcelaphine gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine gammaherpesvirus 2	Alcelaphine gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine gammaherpesvirus 2			
7	S	2219133	Alces alces faeces associated microvirus MP10 5560	Alces alces faeces associated microvirus MP10 5560	d__Viruses|f__Microviridae|s__Alces alces faeces associated microvirus MP10 5560	Alces alces	d__Viruses|f__Microviridae|s__Alces alces faeces associated microvirus MP10 5560			
7	S	1282876	alpha proteobacterium Mf 1.05b.01	alpha proteobacterium Mf 1.05b.01	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|s__alpha proteobacterium Mf 1.05b.01	alpha proteobacterium Mf				
7	S	1972564	American bat vesiculovirus	American bat vesiculovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__American bat vesiculovirus	American bat	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__American bat vesiculovirus			
7	S1	1344113	American bat vesiculovirus TFFN-2013	American bat vesiculovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__American bat vesiculovirus	American bat	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__American bat vesiculovirus			
7	S1	465447	American grass carp reovirus		d__Viruses|f__Reoviridae|g__Aquareovirus|s__American grass carp reovirus	American grass	d__Viruses|f__Reoviridae|g__Aquareovirus|s__American grass carp reovirus			
7	S	28321	Amsacta moorei entomopoxvirus	Amsacta moorei entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Amsacta moorei entomopoxvirus	Amsacta moorei	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Amsacta moorei entomopoxvirus			
7	S	150286	Anguillid herpesvirus 1		d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid herpesvirus 1	Anguillid herpesvirus	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid herpesvirus 1			
7	S1	273355	Anhembi virus		d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Anhembi virus	Anhembi virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Anhembi virus			
7	S	62099	Anomala cuprea entomopoxvirus	Anhembi orthobunyavirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Anhembi orthobunyavirus	Anomala cuprea	d__Viruses|f__Poxviridae|g__Alphaentomopoxvirus|s__Anomala cuprea entomopoxvirus			
7	S	1465751	Anopheles minimus irodovirus	Anomala cuprea entomopoxvirus	d__Viruses|f__Poxviridae|g__Alphaentomopoxvirus|s__Anomala cuprea entomopoxvirus	Anopheles minimus	d__Viruses|f__Iridoviridae|g__Chloriridovirus|s__Anopheles minimus irodovirus			
7	S	161494	Antheraea pernyi nucleopolyhedrovirus	Aotine betaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine betaherpesvirus 1	Antheraea pernyi	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Antheraea pernyi nucleopolyhedrovirus			
7	S	50290	Aotine betaherpesvirus 1	Aphanothecaceae	d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae	Aotine betaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine betaherpesvirus 1			
7	S1	2107695	Aphanothece cf. minutissima CCALA 015		d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Aphanothece|s__Aphanothece minutissima	Aphanothece cf.				
7	S	1100043	Apis mellifera filamentous virus	Apis mellifera filamentous virus	d__Viruses|s__Apis mellifera filamentous virus	Apis mellifera	d__Viruses|s__Apis mellifera filamentous virus			
7	S	307461	Apocheima cinerarium nucleopolyhedrovirus	Apocheima cinerarium nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Apocheima cinerarium nucleopolyhedrovirus	Apocheima cinerarium	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Apocheima cinerarium nucleopolyhedrovirus			
7	S1	1927013	Aquamicrobium phage P14	Aquamicrobium virus P14	d__Viruses|o__Caudovirales|f__Podoviridae|g__Aqualcavirus|s__Aquamicrobium virus P14	Aquamicrobium phage P14	d__Viruses|o__Caudovirales|f__Podoviridae|g__Aqualcavirus|s__Aquamicrobium phage P14			
7	S1	1884917	Aquatic bird bornavirus 2	Aquareovirus G	d__Viruses|f__Reoviridae|g__Aquareovirus|s__Aquareovirus G	Aquatic bird	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Aquatic bird bornavirus 2			
7	S1	72201	Armadillidium vulgare iridescent virus		d__Viruses|f__Iridoviridae|g__ridovirus|s__Armadillidium vulgare iridescent virus	Armadillidium vulgare	d__Viruses|f__Iridoviridae|g__ridovirus|s__Armadillidium vulgare iridescent virus			
7	S	235559	Arsenophonus endosymbiont of Aleurodicus dispersus	Arsenophonus endosymbiont of Aleurodicus dispersus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Aleurodicus dispersus	Arsenophonus endosymbiont				
7	S	2152761	Arsenophonus endosymbiont of Aleurodicus floccissimus	Arsenophonus endosymbiont of Aleurodicus floccissimus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Aleurodicus floccissimus	Arsenophonus endosymbiont				
7	S	536059	Arsenophonus endosymbiont of Bemisia tabaci	Arsenophonus endosymbiont of Bemisia tabaci	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Bemisia tabaci	Arsenophonus endosymbiont				
7	S1	1868623	Arsenophonus endosymbiont of Bemisia tabaci Asia II 3	Arsenophonus endosymbiont of Bemisia tabaci	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Bemisia tabaci	Arsenophonus endosymbiont				
7	S	1247023	Arsenophonus endosymbiont of Nilaparvata lugens	Arsenophonus endosymbiont of Nilaparvata lugens	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Nilaparvata lugens	Arsenophonus endosymbiont				
7	S1	1247024	Arsenophonus endosymbiont str. Hangzhou of Nilaparvata lugens	Arsenophonus endosymbiont of Nilaparvata lugens	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Nilaparvata lugens	Arsenophonus endosymbiont				
7	S1	2015853	Arthrobacter phage Abidatro	Arthrobacter virus Abidatro	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Galaxyvirus|s__Arthrobacter virus Abidatro	Arthrobacter phage Abidatro	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Galaxyvirus|s__Arthrobacter phage Abidatro			
7	S1	1701798	Arthrobacter phage Brent	Arthrobacter virus Brent	d__Viruses|o__Caudovirales|f__Myoviridae|g__Marthavirus|s__Arthrobacter virus Brent	Arthrobacter phage Brent	d__Viruses|o__Caudovirales|f__Myoviridae|g__Marthavirus|s__Arthrobacter virus Brent			
7	S1	1772294	Arthrobacter phage CaptnMurica	Arthrobacter virus Captnmurica	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter virus Captnmurica	Arthrobacter phage CaptnMurica	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter virus Captnmurica			
7	S1	1772295	Arthrobacter phage Circum	Arthrobacter virus Circum	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mudcatvirus|s__Arthrobacter virus Circum	Arthrobacter phage Circum	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mudcatvirus|s__Arthrobacter virus Circum			
7	S1	1772298	Arthrobacter phage Gordon	Arthrobacter virus Gordon	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter virus Gordon	Arthrobacter phage Gordon	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter phage Gordon			
7	S1	2015839	Arthrobacter phage Molivia	Arthrobacteria virus Molivia	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Amigovirus|s__Arthrobacteria virus Molivia	Arthrobacter phage Molivia	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Amigovirus|s__Arthrobacter phage Molivia			
7	S1	1796997	Arthrobacter phage Mudcat	Arthrobacter virus Mudcat	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mudcatvirus|s__Arthrobacter virus Mudcat	Arthrobacter phage Mudcat	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mudcatvirus|s__Arthrobacter virus Mudcat			
7	S1	1772310	Arthrobacter phage Preamble	Arthrobacter virus Preamble	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Korravirus|s__Arthrobacter virus Preamble	Arthrobacter phage Preamble	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Korravirus|s__Arthrobacter virus Preamble			
7	S1	1772328	Arthrobacter phage PrincessTrina	Arthrobacter virus Trina	d__Viruses|o__Caudovirales|f__Myoviridae|g__Radnorvirus|s__Arthrobacter virus Trina	Arthrobacter phage PrincessTrina	d__Viruses|o__Caudovirales|f__Myoviridae|g__Radnorvirus|s__Arthrobacter phage PrincessTrina			
7	S1	1772315	Arthrobacter phage Sonny	Arthrobacter virus Sonny	d__Viruses|o__Caudovirales|f__Myoviridae|g__Marthavirus|s__Arthrobacter virus Sonny	Arthrobacter phage Sonny	d__Viruses|o__Caudovirales|f__Myoviridae|g__Marthavirus|s__Arthrobacter virus Sonny			
7	S1	1772319	Arthrobacter phage Tank	Arthrobacter virus Tank	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Tankvirus|s__Arthrobacter virus Tank	Arthrobacter phage Tank	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Tankvirus|s__Arthrobacter virus Tank			
7	S1	1566993	Arthrobacter phage vB_ArtM-ArV1	Arthrobacter virus ArV1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Radnorvirus|s__Arthrobacter virus ArV1	Arthrobacter phage vB_ArtM-ArV1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Radnorvirus|s__Arthrobacter phage vB_ArtM-ArV1			
7	S	1982154	Arthrobacter virus Gordon	Arthrobacter virus Gordon	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter virus Gordon	Arthrobacter virus Gordon	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter phage Gordon			
7	S	362830	Artogeia rapae granulovirus	Artogeia rapae granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Artogeia rapae granulovirus	Artogeia rapae	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Artogeia rapae granulovirus			
7	S1	1450533	Aspergillus lacticoffeatus CBS 101883	Aspergillus niger	d__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus niger	Aspergillus lacticoffeatus				
7	S	229545	Aster yellows witches'-broom phytoplasma	Aster yellows witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma	Aster yellows				
7	S1	322098	Aster yellows witches'-broom phytoplasma AYWB	Aster yellows witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma	Aster yellows				
7	S1	715226	Asticcacaulis biprosthecum C19	Asticcacaulis biprosthecium	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis biprosthecium	Asticcacaulis biprosthecum				
7	S	85618	Ateline gammaherpesvirus 3	Ateline gammaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline gammaherpesvirus 3	Ateline gammaherpesvirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline gammaherpesvirus 3			
7	S	1474867	Aureococcus anophagefferens virus	Aureococcus anophagefferens virus	d__Viruses|f__Phycodnaviridae|s__Aureococcus anophagefferens virus	Aureococcus anophagefferens	d__Viruses|f__Phycodnaviridae|s__Aureococcus anophagefferens virus			
7	S	307456	Autographa californica multiple nucleopolyhedrovirus	Autographa californica multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus	Autographa californica	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus			
7	S1	46015	Autographa californica nucleopolyhedrovirus	Autographa californica multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus	Autographa californica	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus			
7	S	875624	Avian avulavirus 10	Avian avulavirus 10	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 10	Avian avulavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 10			
7	S	1305716	Avian avulavirus 12	Avian avulavirus 12	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 12	Avian avulavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 12			
7	S	2049884	Avian avulavirus 13	Avian avulavirus 13	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 13	Avian avulavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 13			
