NCBItaxID	Species	Taxonomy
ncbi_1123738	'Echinacea purpurea' witches'-broom phytoplasma	root|_d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__'Echinacea purpurea' witches'-broom phytoplasma
ncbi_1394	[Bacillus] caldolyticus	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__[Bacillus] caldolyticus
ncbi_92706	[Brevibacterium] flavum	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__[Brevibacterium] flavum
ncbi_92706	[Brevibacterium] flavum ZL-1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__[Brevibacterium] flavum
ncbi_1487	[Butyribacterium] methylotrophicum	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__[Butyribacterium] methylotrophicum
ncbi_2291993	Absiella sp. AM09-45	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella sp. AM09-45Absiella sp. AM09-45
ncbi_2291994	Absiella sp. AM09-50	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella sp. AM09-50Absiella sp. AM09-50
ncbi_2291995	Absiella sp. AM10-20	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella sp. AM10-20Absiella sp. AM10-20
ncbi_2291996	Absiella sp. AM22-9	root|_d__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella sp. AM22-9Absiella sp. AM22-9
ncbi_1868878	Acetobacter sp. BCRC 14118	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter sp. BCRC 14118Acetobacter sp. BCRC 14118
ncbi_2259883	Acetobacter sp. JWB	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter sp. JWBAcetobacter sp. JWB
ncbi_1806476	Achromobacter sp. 2789STDY5608608	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. 2789STDY5608608
ncbi_1806498	Achromobacter sp. 2789STDY5608614	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. 2789STDY5608614
ncbi_1806477	Achromobacter sp. 2789STDY5608617	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. 2789STDY5608617
ncbi_1806490	Achromobacter sp. ATCC35328	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. ATCC35328
ncbi_2015171	Achromobacter sp. HZ28	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. HZ28
ncbi_2015170	Achromobacter sp. HZ34	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter sp. HZ34
ncbi_1203555	Acidaminococcus sp. HPA0509	root|_d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus sp. HPA0509
ncbi_523	Acidiphilium angustum ATCC 35903	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidiphilium|s__Acidiphilium angustumAcidiphilium angustum ATCC 35903
ncbi_1293648	Acidiplasma sp. MBA-1	root|_d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Acidiplasma|s__Acidiplasma sp. MBA-1Acidiplasma sp. MBA-1
ncbi_2035206	Acidovorax sp. 30	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax sp. 30
ncbi_2035204	Acidovorax sp. 59	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax sp. 59
ncbi_2135736	Acidovorax sp. CF301	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax sp. CF301
ncbi_1736296	Acidovorax sp. Leaf191	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax sp. Leaf191
ncbi_1736236	Acidovorax sp. Leaf76	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax sp. Leaf76
ncbi_1858609	Acidovorax sp. T1	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax sp. T1
ncbi_2006116	Acidovorax sp. T1m	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax sp. T1m
ncbi_2080673	Acinetobacter calcoaceticus/baumannii complex sp. ABNIH27	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter calcoaceticus/baumannii complex sp. ABNIH27
ncbi_280147	Acinetobacter courvalinii	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter courvalinii
ncbi_1310800	Acinetobacter sp. 1000160	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1000160
ncbi_1310772	Acinetobacter sp. 1130196	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1130196
ncbi_1310724	Acinetobacter sp. 1245249	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1245249
ncbi_1310795	Acinetobacter sp. 1281984	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1281984
ncbi_1310609	Acinetobacter sp. 1289694	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1289694
ncbi_1310779	Acinetobacter sp. 1424608	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1424608
ncbi_1310647	Acinetobacter sp. 1461402	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1461402
ncbi_1310652	Acinetobacter sp. 1475718	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1475718
ncbi_1310683	Acinetobacter sp. 1566109	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1566109
ncbi_1310696	Acinetobacter sp. 1592897	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 1592897
ncbi_1310734	Acinetobacter sp. 216872	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 216872
ncbi_1310626	Acinetobacter sp. 21871	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 21871
ncbi_1310788	Acinetobacter sp. 225588	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 225588
ncbi_1310695	Acinetobacter sp. 259052	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 259052
ncbi_1310905	Acinetobacter sp. 25977_1	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 25977_1
ncbi_1310906	Acinetobacter sp. 25977_2	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 25977_2
ncbi_1310907	Acinetobacter sp. 25977_3	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 25977_3
ncbi_1310908	Acinetobacter sp. 25977_4	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 25977_4
ncbi_1310910	Acinetobacter sp. 25977_6	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 25977_6
ncbi_1310912	Acinetobacter sp. 25977_8	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 25977_8
ncbi_1310678	Acinetobacter sp. 263903-1	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 263903-1
ncbi_1310720	Acinetobacter sp. 478810	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 478810
ncbi_1310601	Acinetobacter sp. 479375	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 479375
ncbi_1310711	Acinetobacter sp. 723929	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 723929
ncbi_1310685	Acinetobacter sp. 72431	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 72431
ncbi_1310677	Acinetobacter sp. 766875	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 766875
ncbi_1310833	Acinetobacter sp. 796380-1375	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 796380-1375
ncbi_1310773	Acinetobacter sp. 883425	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 883425
ncbi_1310761	Acinetobacter sp. 88816	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 88816
ncbi_1310670	Acinetobacter sp. 907131	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 907131
ncbi_1310660	Acinetobacter sp. 983759	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. 983759
ncbi_1985874	Acinetobacter sp. ACNIH3	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. ACNIH3
ncbi_1985875	Acinetobacter sp. ACNIH4	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. ACNIH4
ncbi_1841507	Acinetobacter sp. AR_0276	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. AR_0276
ncbi_525244	Acinetobacter sp. ATCC 27244	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. ATCC 27244
ncbi_2024618	Acinetobacter sp. BS1	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. BS1
ncbi_1661746	Acinetobacter sp. C15	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. C15
ncbi_1972191	Acinetobacter sp. Cas4	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. Cas4
ncbi_1144663	Acinetobacter sp. CIP 102082	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. CIP 102082
ncbi_1217694	Acinetobacter sp. CIP 64.2	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. CIP 64.2
ncbi_1144673	Acinetobacter sp. CIP 64.7	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. CIP 64.7
ncbi_1217700	Acinetobacter sp. CIP 70.18	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. CIP 70.18
ncbi_1144674	Acinetobacter sp. CIP A162	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. CIP A162
ncbi_1876769	Acinetobacter sp. FDAARGOS_131	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_131
ncbi_2420300	Acinetobacter sp. FDAARGOS_493	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_493
ncbi_2420301	Acinetobacter sp. FDAARGOS_494	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_494
ncbi_2420302	Acinetobacter sp. FDAARGOS_495	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_495
ncbi_2420312	Acinetobacter sp. FDAARGOS_541	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_541
ncbi_2420303	Acinetobacter sp. FDAARGOS_558	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_558
ncbi_2420304	Acinetobacter sp. FDAARGOS_559	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_559
ncbi_2420305	Acinetobacter sp. FDAARGOS_560	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. FDAARGOS_560
ncbi_1173062	Acinetobacter sp. HA	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. HA
ncbi_2302364	Acinetobacter sp. JW	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. JW
ncbi_1914307	Acinetobacter sp. LCT-H3	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. LCT-H3
ncbi_1071390	Acinetobacter sp. NBRC 100985	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. NBRC 100985
ncbi_981224	Acinetobacter sp. NCTC 10304	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. NCTC 10304
ncbi_981223	Acinetobacter sp. NCTC 7422	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. NCTC 7422
ncbi_1217698	Acinetobacter sp. NIPH 3623	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. NIPH 3623
ncbi_903928	Acinetobacter sp. OIFC021	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. OIFC021
ncbi_1221303	Acinetobacter sp. TG19627	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. TG19627
ncbi_1221304	Acinetobacter sp. TG2027	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. TG2027
ncbi_1221289	Acinetobacter sp. TG27347	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. TG27347
ncbi_1502768	Acinetobacter sp. UNC434CL69Tsu2S25	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. UNC434CL69Tsu2S25
ncbi_2420889	Acinetobacter sp. WCHAc060006	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. WCHAc060006
ncbi_1339229	Acinetobacter sp. ZOR0008	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. ZOR0008
ncbi_1883427	Actinobacteria bacterium	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__|f__|g__|s__Actinobacteria bacterium
ncbi_58112	Actinomadura viridilutea	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinomadura|s__Actinomadura viridilutea
ncbi_1852376	Actinomyces marseillensis	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces marseillensis
ncbi_1852377	Actinomyces pacaensis	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces pacaensis
ncbi_2072014	Actinomyces sp. 553	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. 553
ncbi_1851395	Actinomyces sp. Chiba101	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. Chiba101
ncbi_1739355	Actinomyces sp. HMSC064C12	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. HMSC064C12
ncbi_1581120	Actinomyces sp. HMSC06A08	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. HMSC06A08
ncbi_1118058	Actinomyces sp. ph3	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. ph3
ncbi_2079536	Actinomyces sp. Z16	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. Z16
ncbi_2250217	Actinomyces sp. Z3	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. Z3
ncbi_2033844	Actinoplanes sp. SE50	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes sp. SE50
ncbi_134676	Actinoplanes sp. SE50/110	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Actinoplanes|s__Actinoplanes sp. SE50/110
ncbi_1796620	Acutalibacter muris	root|_d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Acutalibacter|s__Acutalibacter muris
ncbi_1715105	Aerococcus sp. HMSC062A02	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus sp. HMSC062A02
ncbi_1715159	Aerococcus sp. HMSC062B07	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus sp. HMSC062B07
ncbi_1581129	Aerococcus sp. HMSC06H08	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus sp. HMSC06H08
ncbi_1739333	Aerococcus sp. HMSC072A12	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus sp. HMSC072A12
ncbi_1739288	Aerococcus sp. HMSC075D05	root|_d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus sp. HMSC075D05
ncbi_2079793	Aeromicrobium sp. 592	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium sp. 592
ncbi_2561922	Aeromicrobium sp. S592	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium sp. S592
ncbi_1535536	Aeromonas sp. ANNP30	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. ANNP30
ncbi_1535538	Aeromonas sp. ANP5	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. ANP5
ncbi_1636609	Aeromonas sp. ASNIH4	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. ASNIH4
ncbi_1758188	Aeromonas sp. ASNIH6	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. ASNIH6
ncbi_2056853	Aeromonas sp. HMWF017	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. HMWF017
ncbi_2056869	Aeromonas sp. HMWF036	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. HMWF036
ncbi_2161680	Aeromonas sp. w55	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. w55
ncbi_1339228	Aeromonas sp. ZOR0002	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas sp. ZOR0002
ncbi_1320552	Afipia sp. NBIMC_P1-C1	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. NBIMC_P1-C1
ncbi_1320553	Afipia sp. NBIMC_P1-C2	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. NBIMC_P1-C2
ncbi_1320554	Afipia sp. NBIMC_P1-C3	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. NBIMC_P1-C3
ncbi_1297863	Afipia sp. OHSU_I-C4	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. OHSU_I-C4
ncbi_1297864	Afipia sp. OHSU_I-C6	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. OHSU_I-C6
ncbi_1297862	Afipia sp. OHSU_I-uncloned	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia sp. OHSU_I-uncloned
