NCBItaxID	Species	Taxonomy
ncbi_1885035	Pseudonocardia sp. Ae706_Ps2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. Ae706_Ps2
ncbi_761194	Pseudonocardia sp. P1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. P1
ncbi_38322	Pseudothermotoga elfii DSM 9442 = NBRC 107921	root|_d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga elfii DSM 9442 = NBRC 107921
ncbi_989397	Pseudovibrio sp. Ad14	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pseudovibrio|s__Pseudovibrio sp. Ad14
ncbi_1735584	Pseudovibrio sp. W74	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Pseudovibrio|s__Pseudovibrio sp. W74
ncbi_2067658	Pseudoxanthomonas sp. KAs_5_3	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. KAs_5_3
ncbi_2480812	Pseudoxanthomonas sp. NML140781	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. NML140781
ncbi_2480813	Pseudoxanthomonas sp. NML160639	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. NML160639
ncbi_2480815	Pseudoxanthomonas sp. NML171107	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. NML171107
ncbi_2480817	Pseudoxanthomonas sp. NML171202	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. NML171202
ncbi_2527959	Pseudoxanthomonas sp. NML171591	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. NML171591
ncbi_1881044	Pseudoxanthomonas sp. YR558	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas sp. YR558
ncbi_2283384	Psychrilyobacter sp. S5	root|_d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Psychrilyobacter|s__Psychrilyobacter sp. S5
ncbi_2293438	Psychrilyobacter sp. SD5	root|_d__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Psychrilyobacter|s__Psychrilyobacter sp. SD5
ncbi_1055806	Psychrobacter sp. AC24	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. AC24
ncbi_2058308	Psychrobacter sp. Choline-02u-13	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. Choline-02u-13
ncbi_2058310	Psychrobacter sp. Choline-02u-9	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. Choline-02u-9
ncbi_494416	Psychrobacter sp. TB15	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. TB15
ncbi_1055808	Psychrobacter sp. TB2	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. TB2
ncbi_985259	Psychrobacter sp. TB47	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. TB47
ncbi_1055815	Psychrobacter sp. TB67	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. TB67
ncbi_658080	Ralstonia sp. 5_2_56FAA	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia sp. 5_2_56FAA
ncbi_1502763	Ralstonia sp. UNCCL144	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia sp. UNCCL144
ncbi_2259647	Raoultella sp. X13	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella sp. X13
ncbi_1850565	Raoultella sp. YJ	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella sp. YJ
ncbi_2080519	Rathayibacter sp. AY1A1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1A1
ncbi_2080523	Rathayibacter sp. AY1A5	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1A5
ncbi_2080528	Rathayibacter sp. AY1B1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1B1
ncbi_2080529	Rathayibacter sp. AY1B4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1B4
ncbi_2080531	Rathayibacter sp. AY1B6	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1B6
ncbi_2080536	Rathayibacter sp. AY1C3	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1C3
ncbi_2080537	Rathayibacter sp. AY1C4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1C4
ncbi_2080540	Rathayibacter sp. AY1C7	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1C7
ncbi_2080544	Rathayibacter sp. AY1D3	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1D3
ncbi_2080545	Rathayibacter sp. AY1D4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1D4
ncbi_2080547	Rathayibacter sp. AY1D7	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1D7
ncbi_2080553	Rathayibacter sp. AY1E5	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1E5
ncbi_2080556	Rathayibacter sp. AY1E9	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1E9
ncbi_2080557	Rathayibacter sp. AY1F2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1F2
ncbi_2080559	Rathayibacter sp. AY1F4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1F4
ncbi_2080561	Rathayibacter sp. AY1F7	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1F7
ncbi_2080565	Rathayibacter sp. AY1G9	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1G9
ncbi_2080566	Rathayibacter sp. AY1H2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY1H2
ncbi_2080568	Rathayibacter sp. AY2B1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. AY2B1
ncbi_1736292	Rathayibacter sp. Leaf185	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. Leaf185
ncbi_1736326	Rathayibacter sp. Leaf294	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. Leaf294
ncbi_2485171	Rathayibacter sp. PhB1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. PhB1
ncbi_2485197	Rathayibacter sp. PhB179	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. PhB179
ncbi_2485198	Rathayibacter sp. PhB185	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. PhB185
ncbi_2485199	Rathayibacter sp. PhB186	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. PhB186
ncbi_2485203	Rathayibacter sp. PhB192	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. PhB192
ncbi_2485103	Rathayibacter sp. PhB93	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. PhB93
ncbi_2080527	Rathayibacter sp. RFBD1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. RFBD1
ncbi_2080526	Rathayibacter sp. TRS19	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter|s__Rathayibacter sp. TRS19
ncbi_1736435	Rhizobacter sp. Root1238	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rhizobacter|s__Rhizobacter sp. Root1238
ncbi_1736511	Rhizobacter sp. Root29	root|_d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rhizobacter|s__Rhizobacter sp. Root29
ncbi_1120689	Rhizobiaceae bacterium LC148	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__|s__Rhizobiaceae bacterium LC148
ncbi_1768799	Rhizobiales bacterium CCH6-A4	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__|s__Rhizobiales bacterium CCH6-A4
ncbi_1768798	Rhizobiales bacterium CCH9-A3	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__|g__|s__Rhizobiales bacterium CCH9-A3
ncbi_2364272	Rhizobium sp. CCGE532	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. CCGE532
ncbi_2067668	Rhizobium sp. KAs_5_22	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. KAs_5_22
ncbi_1120688	Rhizobium sp. LC145	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. LC145
ncbi_1735675	Rhizobium sp. Leaf202	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Leaf202
ncbi_1736231	Rhizobium sp. Leaf68	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Leaf68
ncbi_1703960	Rhizobium sp. N113	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N113
ncbi_1703961	Rhizobium sp. N1314	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N1314
ncbi_1703962	Rhizobium sp. N1341	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N1341
ncbi_1703970	Rhizobium sp. N541	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N541
ncbi_1703964	Rhizobium sp. N621	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N621
ncbi_1703965	Rhizobium sp. N6212	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N6212
ncbi_1703966	Rhizobium sp. N731	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N731
ncbi_1703967	Rhizobium sp. N741	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N741
ncbi_1703968	Rhizobium sp. N871	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N871
ncbi_1703971	Rhizobium sp. N941	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. N941
ncbi_1566266	Rhizobium sp. NFIX01	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. NFIX01
ncbi_1566265	Rhizobium sp. NFIX02	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. NFIX02
ncbi_1881064	Rhizobium sp. PDC82	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. PDC82
ncbi_2135652	Rhizobium sp. PP-WC-1G-195	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. PP-WC-1G-195
ncbi_1764277	Rhizobium sp. R711	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. R711
ncbi_1764278	Rhizobium sp. R72	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. R72
ncbi_2494255	Rhizobium sp. RMa-01	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. RMa-01
ncbi_1736429	Rhizobium sp. Root1212	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Root1212
ncbi_1736437	Rhizobium sp. Root1240	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Root1240
ncbi_1736456	Rhizobium sp. Root1334	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Root1334
ncbi_1736506	Rhizobium sp. Root268	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Root268
ncbi_1736507	Rhizobium sp. Root274	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Root274
ncbi_1736596	Rhizobium sp. Root73	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. Root73
ncbi_1720346	Rhizobium sp. RSm-3	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. RSm-3
ncbi_1869170	Rhizobium sp. S41	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. S41
ncbi_1560230	Rhizobium sp. TBD182	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. TBD182
ncbi_1604021	Rhizobium sp. UR51a	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. UR51a
ncbi_1907375	Rhizobium sp. WW_1	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. WW_1
ncbi_1752526	Rhizobium sp. YIC5082	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. YIC5082
ncbi_1500309	Rhizobium sp. YR060	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. YR060
ncbi_1524463	Rhodanobacter sp. FW510-T8	root|_d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter sp. FW510-T8
ncbi_441209	Rhodobaca barguzinensis	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobaca|s__Rhodobaca barguzinensis
ncbi_119542	Rhodobaca bogoriensis DSM 18756	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobaca|s__Rhodobaca bogoriensis DSM 18756
ncbi_2230886	Rhodobacteraceae bacterium AsT-22	root|_d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__|s__Rhodobacteraceae bacterium AsT-22
ncbi_33008	Rhodococcus globerulus	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus globerulus
ncbi_2022503	Rhodococcus sp. 02-925g	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 02-925g
ncbi_2022498	Rhodococcus sp. 05-2221-1B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2221-1B
ncbi_2022502	Rhodococcus sp. 05-2254-1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2254-1
ncbi_2022516	Rhodococcus sp. 05-2254-2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2254-2
ncbi_2022494	Rhodococcus sp. 05-2254-3	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2254-3
ncbi_2022492	Rhodococcus sp. 05-2254-4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2254-4
ncbi_2022511	Rhodococcus sp. 05-2254-5	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2254-5
ncbi_2022488	Rhodococcus sp. 05-2255-2A2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2255-2A2
ncbi_2022483	Rhodococcus sp. 05-2255-3C	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2255-3C
ncbi_2022518	Rhodococcus sp. 05-2256-B1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2256-B1
ncbi_2022493	Rhodococcus sp. 05-2256-B2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2256-B2
ncbi_2022490	Rhodococcus sp. 05-2256-B3	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2256-B3
ncbi_2022491	Rhodococcus sp. 05-2256-B4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-2256-B4
ncbi_2022506	Rhodococcus sp. 05-339-2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-339-2
ncbi_2022505	Rhodococcus sp. 05-340-1	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-340-1
ncbi_2022504	Rhodococcus sp. 05-340-2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 05-340-2
ncbi_2022499	Rhodococcus sp. 06-1474-1B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-1474-1B
ncbi_2022497	Rhodococcus sp. 06-1477-1A	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-1477-1A
ncbi_2022517	Rhodococcus sp. 06-156-3	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-156-3
ncbi_2022480	Rhodococcus sp. 06-156-3b	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-156-3b
ncbi_2022486	Rhodococcus sp. 06-156-3C	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-156-3C
ncbi_2023152	Rhodococcus sp. 06-156-4	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-156-4
ncbi_2022481	Rhodococcus sp. 06-156-4a	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-156-4a
ncbi_2022513	Rhodococcus sp. 06-156-4C	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-156-4C
ncbi_2022512	Rhodococcus sp. 06-412-2B	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-412-2B
ncbi_2022487	Rhodococcus sp. 06-412-2C	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-412-2C
ncbi_2022484	Rhodococcus sp. 06-462-5	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-462-5
ncbi_2022510	Rhodococcus sp. 06-469-3-2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-469-3-2
ncbi_2022509	Rhodococcus sp. 06-470-2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 06-470-2
ncbi_2023145	Rhodococcus sp. 14-2686-1-2	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 14-2686-1-2
ncbi_2023143	Rhodococcus sp. 15-1189-1-1a	root|_d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus sp. 15-1189-1-1a
