	superkingdom		phylum		class		order		family		genus		species	Full	SciNameFull_found
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Jerseyvirus	|s__	Salmonella virus SP101	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Jerseyvirus|s__Salmonella virus SP101	Salmonella virus SP101
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Seoulvirus	|s__	Salmonella virus SPN3US	d__Viruses|o__Caudovirales|f__Myoviridae|g__Seoulvirus|s__Salmonella virus SPN3US	Salmonella virus SPN3US
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Rhabdoviridae			|s__	Sanxia Water Strider Virus 5	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|s__Sanxia Water Strider Virus 5	Sanxia Water Strider Virus 5
d__	Viruses											|s__	Sanxia water strider virus 7	d__Viruses|s__Sanxia water strider virus 7	Sanxia water strider virus 7
d__	Viruses							|f__	Caliciviridae	|g__	Sapovirus	|s__	Sapporo virus	d__Viruses|f__Caliciviridae|g__Sapovirus|s__Sapporo virus	Sapporo virus
d__	Viruses							|f__	Caliciviridae	|g__	Sapovirus	|s__	Sapporo virus	d__Viruses|f__Caliciviridae|g__Sapovirus|s__Sapporo virus	Sapporo virus
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria							|s__	SAR116 cluster alpha proteobacterium HIMB100	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|s__SAR116 cluster alpha proteobacterium HIMB100	SAR116 cluster alpha proteobacterium HIMB100
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Alphacoronavirus	|s__	Scotophilus bat coronavirus 512	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Scotophilus bat coronavirus 512	Scotophilus bat coronavirus 512
d__	Viruses							|f__	Poxviridae			|s__	Sea otter poxvirus	d__Viruses|f__Poxviridae|s__Sea otter poxvirus	Sea otter poxvirus
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae			|s__	secondary endosymbiont of Ctenarytaina eucalypti	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__secondary endosymbiont of Ctenarytaina eucalypti	secondary endosymbiont of Ctenarytaina eucalypti
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae			|s__	secondary endosymbiont of Heteropsylla cubana	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__secondary endosymbiont of Heteropsylla cubana	secondary endosymbiont of Heteropsylla cubana
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Enterobacteriaceae			|s__	secondary endosymbiont of Trabutina mannipara	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__secondary endosymbiont of Trabutina mannipara	secondary endosymbiont of Trabutina mannipara
d__	Viruses					|o__	Picornavirales	|f__	Secoviridae					d__Viruses|o__Picornavirales|f__Secoviridae	Secoviridae
d__	Viruses					|o__	Nidovirales	|f__	Tobaniviridae	|g__	Sectovirus			d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Sectovirus	Sectovirus
d__	Viruses					|o__	Nidovirales	|f__	Tobaniviridae	|g__	Sectovirus	|s__	Sectovirus 1	d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Sectovirus|s__Sectovirus 1	Sectovirus 1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Eneladusvirus	|s__	Serratia virus BF	d__Viruses|o__Caudovirales|f__Myoviridae|g__Eneladusvirus|s__Serratia virus BF	Serratia virus BF
d__	Viruses					|o__	Caudovirales	|f__	Ackermannviridae			|s__	Serratia virus IME250	d__Viruses|o__Caudovirales|f__Ackermannviridae|s__Serratia virus IME250	Serratia virus IME250
d__	Viruses					|o__	Caudovirales	|f__	Ackermannviridae			|s__	Serratia virus MAM1	d__Viruses|o__Caudovirales|f__Ackermannviridae|s__Serratia virus MAM1	Serratia virus MAM1
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Betacoronavirus	|s__	Severe acute respiratory syndrome-related coronavirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Severe acute respiratory syndrome-related coronavirus	Severe acute respiratory syndrome-related coronavirus
d__	Viruses							|f__	Genomoviridae	|g__	Gemycircularvirus	|s__	Sewage derived gemycircularvirus 2	d__Viruses|f__Genomoviridae|g__Gemycircularvirus|s__Sewage derived gemycircularvirus 2	Sewage derived gemycircularvirus 2
d__	Viruses							|f__	Genomoviridae	|g__	Gemykibivirus	|s__	Sewage derived gemykibivirus 2	d__Viruses|f__Genomoviridae|g__Gemykibivirus|s__Sewage derived gemykibivirus 2	Sewage derived gemykibivirus 2
d__	Viruses							|f__	Genomoviridae	|g__	Gemykibivirus	|s__	Sewage derived gemykibivirus 2	d__Viruses|f__Genomoviridae|g__Gemykibivirus|s__Sewage derived gemykibivirus 2	Sewage derived gemykibivirus 2
d__	Viruses											|s__	Sewage-associated circular DNA virus-29	d__Viruses|s__Sewage-associated circular DNA virus-29	Sewage-associated circular DNA virus-29
d__	Viruses											|s__	Shayang ascaridia galli virus 2	d__Viruses|s__Shayang ascaridia galli virus 2	Shayang ascaridia galli virus 2
d__	Viruses					|o__	Caudovirales	|f__	Ackermannviridae	|g__	Agtrevirus	|s__	Shigella virus AG3	d__Viruses|o__Caudovirales|f__Ackermannviridae|g__Agtrevirus|s__Shigella virus AG3	Shigella virus AG3
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Gamaleyavirus	|s__	Shigella virus Sb1	d__Viruses|o__Caudovirales|f__Podoviridae|g__Gamaleyavirus|s__Shigella virus Sb1	Shigella virus Sb1
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Gaprivervirus	|s__	Shigella virus SP18	d__Viruses|o__Caudovirales|f__Myoviridae|g__Gaprivervirus|s__Shigella virus SP18	Shigella virus SP18
d__	Viruses							|f__	Iridoviridae	|g__	Ranavirus	|s__	Short-finned eel ranavirus	d__Viruses|f__Iridoviridae|g__Ranavirus|s__Short-finned eel ranavirus	Short-finned eel ranavirus
d__	Viruses											|s__	Shuangao toti-like virus	d__Viruses|s__Shuangao toti-like virus	Shuangao toti-like virus
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Simian adenovirus 19	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Simian adenovirus 19	Simian adenovirus 19
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Simian adenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Simian adenovirus B	Simian adenovirus B
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Simian adenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Simian adenovirus B	Simian adenovirus B
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae	|g__	Lentivirus	|s__	Simian immunodeficiency virus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Simian immunodeficiency virus	Simian immunodeficiency virus
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae	|g__	Lentivirus	|s__	Simian immunodeficiency virus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Simian immunodeficiency virus	Simian immunodeficiency virus
d__	Viruses					|o__	Ortervirales	|f__	Retroviridae	|g__	Lentivirus	|s__	Simian immunodeficiency virus	d__Viruses|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Simian immunodeficiency virus	Simian immunodeficiency virus
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Simian mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Simian mastadenovirus B	Simian mastadenovirus B
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Simian mastadenovirus B	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Simian mastadenovirus B	Simian mastadenovirus B
d__	Viruses							|f__	Iridoviridae	|g__	Ranavirus	|s__	Singapore grouper iridovirus	d__Viruses|f__Iridoviridae|g__Ranavirus|s__Singapore grouper iridovirus	Singapore grouper iridovirus
d__	Viruses					|o__	Caudovirales	|f__	Myoviridae	|g__	Emdodecavirus	|s__	Sinorhizobium virus N3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Emdodecavirus|s__Sinorhizobium virus N3	Sinorhizobium virus N3
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae					d__Viruses|o__Caudovirales|f__Siphoviridae	Siphoviridae
d__	Viruses	|p__	Negarnaviricota	|c__	Monjiviricetes	|o__	Mononegavirales	|f__	Nyamiviridae	|g__	Berhavirus	|s__	Sipunculid berhavirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Nyamiviridae|g__Berhavirus|s__Sipunculid berhavirus	Sipunculid berhavirus
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Enterobacterales	|f__	Pectobacteriaceae	|g__	Sodalis	|s__	Sodalis endosymbiont of Henestaris halophilus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Sodalis|s__Sodalis endosymbiont of Henestaris halophilus	Sodalis endosymbiont of Henestaris halophilus
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Solemya elarraichensis gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Solemya elarraichensis gill symbiont	Solemya elarraichensis gill symbiont
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Solemya pervernicosa gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Solemya pervernicosa gill symbiont	Solemya pervernicosa gill symbiont
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Solemya velesiana gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Solemya velesiana gill symbiont	Solemya velesiana gill symbiont
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria							|s__	Solemya velum gill symbiont	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|s__Solemya velum gill symbiont	Solemya velum gill symbiont
d__	Eukaryota	|p__	Ascomycota	|c__	Sordariomycetes									d__Eukaryota|p__Ascomycota|c__Sordariomycetes	Sordariomycetes
d__	Eukaryota	|p__	Ascomycota	|c__	Sordariomycetes									d__Eukaryota|p__Ascomycota|c__Sordariomycetes	Sordariomycetes
d__	Eukaryota	|p__	Ascomycota	|c__	Sordariomycetes									d__Eukaryota|p__Ascomycota|c__Sordariomycetes	Sordariomycetes
d__	Viruses							|f__	Flaviviridae			|s__	Soybean cyst nematode virus 5	d__Viruses|f__Flaviviridae|s__Soybean cyst nematode virus 5	Soybean cyst nematode virus 5
d__	Viruses					|o__	Picornavirales	|f__	Secoviridae	|g__	Nepovirus	|s__	Soybean latent spherical virus	d__Viruses|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Soybean latent spherical virus	Soybean latent spherical virus
d__	Viruses					|o__	Nidovirales	|f__	Coronaviridae	|g__	Deltacoronavirus	|s__	Sparrow coronavirus HKU17	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Deltacoronavirus|s__Sparrow coronavirus HKU17	Sparrow coronavirus HKU17
d__	Bacteria	|p__	Chloroflexi	|c__	Thermomicrobia	|o__	Sphaerobacterales							d__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	Sphaerobacterales
d__	Bacteria	|p__	Bacteroidetes	|c__	Sphingobacteriia	|o__	Sphingobacteriales	|f__	Sphingobacteriaceae	|g__	Sphingobacterium	|s__	Sphingobacterium composti Yoo et al. 2007 non Ten et al. 2007	d__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium composti Yoo et al. 2007 non Ten et al. 2007	Sphingobacterium composti Yoo et al. 2007 non Ten et al. 2007
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Lacusarxvirus	|s__	Sphingobium virus Lacusarx	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Lacusarxvirus|s__Sphingobium virus Lacusarx	Sphingobium virus Lacusarx
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Sphingomonadales	|f__	Sphingomonadaceae	|g__	Sphingomonas	|s__	Sphingomonas carotinifaciens	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas carotinifaciens	Sphingomonas carotinifaciens
d__	Bacteria	|p__	Tenericutes	|c__	Mollicutes	|o__	Entomoplasmatales	|f__	Spiroplasmataceae	|g__	Spiroplasma	|s__	Spiroplasma endosymbiont of Megaselia nigra	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae|g__Spiroplasma|s__Spiroplasma endosymbiont of Megaselia nigra	Spiroplasma endosymbiont of Megaselia nigra
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Spodoptera exigua multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera exigua multiple nucleopolyhedrovirus	Spodoptera exigua multiple nucleopolyhedrovirus
d__	Viruses							|f__	Ascoviridae	|g__	Ascovirus	|s__	Spodoptera frugiperda ascovirus 1a	d__Viruses|f__Ascoviridae|g__Ascovirus|s__Spodoptera frugiperda ascovirus 1a	Spodoptera frugiperda ascovirus 1a
d__	Viruses							|f__	Baculoviridae	|g__	Betabaculovirus	|s__	Spodoptera frugiperda granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Spodoptera frugiperda granulovirus	Spodoptera frugiperda granulovirus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Spodoptera frugiperda multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera frugiperda multiple nucleopolyhedrovirus	Spodoptera frugiperda multiple nucleopolyhedrovirus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Spodoptera littoralis nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera littoralis nucleopolyhedrovirus	Spodoptera littoralis nucleopolyhedrovirus
d__	Viruses							|f__	Baculoviridae	|g__	Betabaculovirus	|s__	Spodoptera litura granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Spodoptera litura granulovirus	Spodoptera litura granulovirus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Spodoptera litura nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera litura nucleopolyhedrovirus	Spodoptera litura nucleopolyhedrovirus
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Spodoptera litura nucleopolyhedrovirus II	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Spodoptera litura nucleopolyhedrovirus II	Spodoptera litura nucleopolyhedrovirus II
d__	Bacteria	|p__	Proteobacteria	|c__	Gammaproteobacteria	|o__	Cellvibrionales	|f__	Spongiibacteraceae					d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	Spongiibacteraceae
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Squirrel mastadenovirus A	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Squirrel mastadenovirus A	Squirrel mastadenovirus A
d__	Viruses							|f__	Adenoviridae	|g__	Mastadenovirus	|s__	Squirrel mastadenovirus A	d__Viruses|f__Adenoviridae|g__Mastadenovirus|s__Squirrel mastadenovirus A	Squirrel mastadenovirus A
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Staphylococcaceae	|g__	Staphylococcus	|s__	Staphylococcus sp. HMSC057C08	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus sp. HMSC057C08	Staphylococcus sp. HMSC057C08
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Bacillales	|f__	Staphylococcaceae	|g__	Staphylococcus	|s__	Staphylococcus sp. HMSC078B01	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus sp. HMSC078B01	Staphylococcus sp. HMSC078B01
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Kayvirus	|s__	Staphylococcus virus SA12	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Kayvirus|s__Staphylococcus virus SA12	Staphylococcus virus SA12
d__	Viruses					|o__	Caudovirales	|f__	Herelleviridae	|g__	Sepunavirus	|s__	Staphylococcus virus SEP1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Sepunavirus|s__Staphylococcus virus SEP1	Staphylococcus virus SEP1
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Delepquintavirus	|s__	Stenotrophomonas virus DLP5	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Delepquintavirus|s__Stenotrophomonas virus DLP5	Stenotrophomonas virus DLP5
d__	Viruses							|f__	Closteroviridae	|g__	Crinivirus	|s__	Strawberry pallidosis-associated virus	d__Viruses|f__Closteroviridae|g__Crinivirus|s__Strawberry pallidosis-associated virus	Strawberry pallidosis-associated virus
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Rimavirus	|s__	Strepomyces virus Drgrey	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rimavirus|s__Strepomyces virus Drgrey	Strepomyces virus Drgrey
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Lactobacillales	|f__	Streptococcaceae	|g__	Streptococcus	|s__	Streptococcus sp. 'caviae'	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. 'caviae'	Streptococcus sp. 'caviae'
d__	Bacteria	|p__	Firmicutes	|c__	Bacilli	|o__	Lactobacillales	|f__	Streptococcaceae	|g__	Streptococcus	|s__	Streptococcus sp. 'group B'	d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. 'group B'	Streptococcus sp. 'group B'
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Cepunavirus	|s__	Streptococcus virus Cp1	d__Viruses|o__Caudovirales|f__Podoviridae|g__Cepunavirus|s__Streptococcus virus Cp1	Streptococcus virus Cp1
d__	Viruses					|o__	Caudovirales	|f__	Podoviridae	|g__	Cepunavirus	|s__	Streptococcus virus Cp7	d__Viruses|o__Caudovirales|f__Podoviridae|g__Cepunavirus|s__Streptococcus virus Cp7	Streptococcus virus Cp7
d__	Bacteria	|p__	Actinobacteria	|c__	Actinobacteria	|o__	Streptomycetales	|f__	Streptomycetaceae	|g__	Streptomyces			d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces	Streptomyces
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Bingvirus	|s__	Streptomyces virus Bing	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Bingvirus|s__Streptomyces virus Bing	Streptomyces virus Bing
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Arequatrovirus	|s__	Streptomyces virus ELB20	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Arequatrovirus|s__Streptomyces virus ELB20	Streptomyces virus ELB20
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Samistivirus	|s__	Streptomyces virus Jay2Jay	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Samistivirus|s__Streptomyces virus Jay2Jay	Streptomyces virus Jay2Jay
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Samistivirus	|s__	Streptomyces virus Mildred21	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Samistivirus|s__Streptomyces virus Mildred21	Streptomyces virus Mildred21
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Samistivirus	|s__	Streptomyces virus Paradiddles	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Samistivirus|s__Streptomyces virus Paradiddles	Streptomyces virus Paradiddles
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Samistivirus	|s__	Streptomyces virus Samisti12	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Samistivirus|s__Streptomyces virus Samisti12	Streptomyces virus Samisti12
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Scapunavirus	|s__	Streptomyces virus Scap1	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Scapunavirus|s__Streptomyces virus Scap1	Streptomyces virus Scap1
d__	Viruses					|o__	Caudovirales	|f__	Siphoviridae	|g__	Likavirus	|s__	Streptomyces virus Sujidade	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Likavirus|s__Streptomyces virus Sujidade	Streptomyces virus Sujidade
d__	Bacteria	|p__	Actinobacteria	|c__	Actinobacteria	|o__	Streptosporangiales	|f__	Streptosporangiaceae	|g__	Streptosporangium	|s__	Streptosporangium sp. 'caverna'	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Streptosporangium|s__Streptosporangium sp. 'caverna'	Streptosporangium sp. 'caverna'
d__	Viruses							|f__	Baculoviridae	|g__	Alphabaculovirus	|s__	Sucra jujuba nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Sucra jujuba nucleopolyhedrovirus	Sucra jujuba nucleopolyhedrovirus
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Varicellovirus	|s__	Suid alphaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Suid alphaherpesvirus 1	Suid alphaherpesvirus 1
d__	Viruses					|o__	Herpesvirales	|f__	Herpesviridae	|g__	Roseolovirus	|s__	Suid betaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Suid betaherpesvirus 2	Suid betaherpesvirus 2
d__	Bacteria	|p__	Proteobacteria	|c__	Alphaproteobacteria	|o__	Rhodobacterales	|f__	Rhodobacteraceae	|g__	Sulfitobacter	|s__	Sulfitobacter sp. CB2047	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter sp. CB2047	Sulfitobacter sp. CB2047
d__	Viruses											|s__	Sulfolobales Virus YNP2	d__Viruses|s__Sulfolobales Virus YNP2	Sulfolobales Virus YNP2
d__	Viruses							|f__	Bicaudaviridae			|s__	Sulfolobus monocaudavirus SMV4	d__Viruses|f__Bicaudaviridae|s__Sulfolobus monocaudavirus SMV4	Sulfolobus monocaudavirus SMV4
d__	Viruses							|f__	Potyviridae	|g__	Potyvirus	|s__	Sunflower mild mosaic virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Sunflower mild mosaic virus	Sunflower mild mosaic virus
d__	Viruses							|f__	Potyviridae	|g__	Ipomovirus	|s__	Sweet potato mild mottle virus	d__Viruses|f__Potyviridae|g__Ipomovirus|s__Sweet potato mild mottle virus	Sweet potato mild mottle virus
d__	Viruses							|f__	Geminiviridae	|g__	Begomovirus	|s__	Sweet potato mosaic virus	d__Viruses|f__Geminiviridae|g__Begomovirus|s__Sweet potato mosaic virus	Sweet potato mosaic virus
d__	Viruses							|f__	Polyomaviridae			|s__	Tadarida brasiliensis polyomavirus 2	d__Viruses|f__Polyomaviridae|s__Tadarida brasiliensis polyomavirus 2	Tadarida brasiliensis polyomavirus 2
d__	Viruses							|f__	Potyviridae	|g__	Tritimovirus	|s__	Tall oatgrass mosaic virus	d__Viruses|f__Potyviridae|g__Tritimovirus|s__Tall oatgrass mosaic virus	Tall oatgrass mosaic virus
