Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.A0102	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE014.A0101	JAE015.A0101	JAE016.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
Prevotella sp. oral taxon 473	1198	1137	0	7669	311	1682	3373	859	0	552	0	2039	0	0	0	480	0	1648	2875	0	25990	2680	0	0	0	0	0	0	0	0	502	3898	5486	3735	5797	723	0	0	0	0	4511	1959	0	1106	2535	2914	0	190	0	478	1338	349	0	0	0	0	0	0	0	473	0	4021	0	5496	475	0	0	1299	0	1746	4227	1086	16277	5484	6223	0	0	0	0	0	948	0	0	0	0	0	14562	0	0	0	0	0	0	0	0	0	0	6627	0	81012	18713	48823	0	8500	0	0	11433	0	0	0	7066	0	5439
Paraprevotella clara	0	0	0	0	0	0	0	0	0	310	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	896	0	0	0	0	0	0	0	0	0	18596	7916	0	0	0	0	5278	0	0	0	2344	1221	0	0	0	0	1322	0	0	0	2178	0	0	6470	0	0	0	0	0	2613
[Hallella] seregens	234	396	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	1061	0	0	0	554	0	0	0	0	2468	0	467	0	0	1099	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	880	1071	0	0	0	0	0	340	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5055	10973	0	0	0	0	0	0	4550	611	0	0	0	0	3317	0	0	0	0	0	0	0
Prevotella albensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella amnii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	440	327	0	549	0	0	0	0	0	0	0	0	385	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	306	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	7311	0	0	0	0	0	0	0	0	0	0	1653	604	0	0	1365	0	0	0	0	0	0	0	0	0
Prevotella baroniae	748	666	634	5351	338	284	0	883	3258	0	644	701	0	0	0	0	0	3407	3609	800	5056	0	2114	0	546	0	0	0	0	1979	0	3043	566	4925	8805	566	0	7488	775	0	3664	2236	324	500	3026	503	1687	173	469	643	0	2133	0	492	0	0	0	0	0	558	624	1443	2008	1794	791	389	0	518	0	5589	4328	0	879	1133	444	0	0	0	0	0	397	0	0	0	0	27733	6733	0	7482	0	7232	32249	30066	0	0	0	0	3311	0	6272	697	0	0	6071	0	0	0	0	0	0	0	0	0
Prevotella bergensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	473	316	0	0	399	0	0	0	0	0	0	0	0	340	250	0	495	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	355	0	0	0	0	521	0	0	0	152	252	0	0	0	0	0	0	0	0	0	0	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379	1085	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella bryantii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella buccae	252	298	403	2100	219	557	0	0	2747	0	403	798	0	470	0	0	0	3284	352	1642	4874	465	1265	299	16184	0	431	0	0	8082	0	21452	1000	635	5508	472	619	1645	996	0	1273	541	0	0	418	722	1421	0	328	432	421	581	0	0	623	0	0	0	0	0	1026	354	9680	1462	0	1762	376	686	0	815	573	617	304	856	0	0	0	0	375	0	612	0	0	0	0	0	9725	0	0	0	0	4022	0	0	0	0	0	0	0	7395	2103	0	0	1270	0	0	0	0	1315	11840	6074	0	0
Prevotella buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella colorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella conceptionensis	256	308	13670	777	0	1806	323	2585	26378	15014	5509	0	17451	10658	17338	6563	8038	9764	3254	11167	6833	4283	9453	4608	12663	1585	418	5831	4056	8527	8639	3803	17940	9711	6727	449	20974	16294	20020	1556	5714	8813	1673	7647	5273	1383	5831	1766	22574	1473	23499	3644	25206	1349	24042	0	15752	1199	0	619	11001	876	17511	933	1720	22851	12026	1420	456	1036	611	16570	14916	26859	598	11640	1934	1637	6420	802	22545	16844	0	0	0	7131	14320	0	5905	4532	0	0	27835	39395	44668	56461	0	17596	0	32585	82463	0	0	63443	0	38036	134740	0	72679	9316	0	0	0
Prevotella corporis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella dentalis	292	415	0	1049	0	0	0	0	0	0	0	0	0	1002	0	0	0	405	0	0	1023	0	391	0	557	0	0	0	0	2683	0	548	0	0	1113	0	0	862	0	0	299	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	931	1293	0	326	0	0	0	271	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5143	11850	0	0	0	0	0	0	4117	521	0	0	0	0	3812	0	0	0	0	0	0	0
Prevotella denticola	0	0	667	376	0	0	0	0	2602	483	5698	0	0	11806	690	0	448	748	258	2814	6955	998	11501	1116	3735	1644	41497	0	6688	1704	0	450	1002	1677	1132	0	2085	576	2801	0	527	580	376	783	698	0	680	168	785	0	897	165	1800	0	803	0	608	0	0	0	18427	0	36076	0	0	5989	1419	0	11874	228	301	687	949	1176	0	0	447	412	1564	0	1108	627	473	0	0	0	0	0	0	0	0	0	0	0	2227	0	0	0	0	13761	50462	0	0	27868	2549	43954	0	1666	53679	3401	0	0	0
Prevotella disiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1086	560	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella enoeca	652	426	414	1446	799	0	0	0	0	0	0	606	0	521	0	0	0	0	5650	0	1811	0	260	0	0	0	0	0	0	3046	853	0	0	1658	791	0	400	0	0	0	0	0	0	0	973	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	433	0	359	0	0	575	0	554	0	0	257	0	0	587	0	0	0	0	0	773	1241	0	0	0	0	19516	8015	0	5967	0	0	0	0	0	880	0	0	0	0	36850	24107	0	0	0	31345	3067	25954	1975	6657	42715	24433	0	0
Prevotella fusca	2677	2750	0	392	0	0	0	0	1460	388	0	887	0	0	0	0	320	0	831	507	1116	1604	1347	752	1388	0	0	0	0	1081	408	0	269	1141	1266	2724	737	2490	1302	0	725	1454	395	1010	265	0	0	0	343	0	696	302	710	1862	0	0	0	0	0	0	833	451	1588	581	0	756	0	0	0	182	1441	0	360	584	696	0	0	0	1047	0	1978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3781	962	0	0	0	2454	0	0	1162	0	0	0	0	0
Prevotella histicola	0	0	0	0	0	0	0	0	0	0	651	0	490	383	0	0	0	0	0	762	469	455	572	0	687	0	779	0	291	344	0	0	0	440	0	0	713	0	402	0	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	796	0	433	0	0	893	0	0	0	0	0	500	384	387	0	0	1120	943	0	0	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1701	551	0	0	0	0	5885	0	1172	0	0	0	0	0
Prevotella ihumii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	283	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella intermedia	16085	12554	6338	35776	2812	7417	2983	5203	6260	5355	2120	5073	6936	8554	685	7812	916	73488	65095	3083	54640	12326	4884	1641	18986	456	1695	10858	1149	7523	49218	15152	8485	53345	26051	10250	12502	93982	21059	3437	22631	25099	4788	7599	25803	11076	1198	13794	26506	6528	5693	10975	2778	20664	1132	0	691	937	0	5101	6916	32230	5134	26245	2502	7118	2008	10324	0	22872	38169	11173	62285	10129	31885	15304	983	870	2121	3369	20231	4173	473	0	0	53757	47227	0	23022	0	28453	16112	49335	14423	9519	1938	0	10367	0	30868	31566	0	0	185013	14233	9740	16334	4691	15520	221234	6521	2578	0
Prevotella jejuni	0	0	356	651	235	0	0	0	5906	376	1619	426	0	357	703	0	1696	301	0	10210	4820	7642	5386	1197	19931	990	1118	0	1690	1127	0	360	959	1738	336	0	3921	879	5439	0	402	437	0	2120	0	0	1010	0	785	0	519	0	2055	0	1431	0	0	0	0	1120	10522	0	649	0	0	12745	2043	0	0	0	283	1788	1342	2944	0	0	1820	1527	1591	0	1563	0	0	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	6473	953	0	0	0	7914	2818	0	1165	0	0	0	0	0
Prevotella loescheii	4918	6799	1320	1124	0	3799	2183	5291	5420	5603	455	5311	2805	1091	1288	18606	3787	4780	6488	11670	5712	12281	5751	2713	4900	337	0	4611	291	1324	13810	7641	4056	3424	5372	16197	1688	3106	4823	22882	15461	5518	4544	7024	1815	10915	2472	672	4045	8558	2535	2811	1935	1359	1965	696	1670	52488	0	4048	1776	12135	958	20704	4124	7417	2028	4324	0	8166	5178	7250	4387	11329	9040	6301	927	777	3604	8242	9958	7866	0	24565	0	407140	148019	20266	154859	0	103883	21489	16819	12009	16441	2981	0	83370	26661	30544	5880	0	11415	9943	8995	0	0	0	80992	263763	8345	9990	2732
Prevotella maculosa	219	0	8034	1045	0	348	0	257	23650	3418	8621	406	6261	23662	15472	1044	4868	4159	323	15365	9339	17773	13016	7137	27530	5476	3295	742	16702	11864	2917	1131	11426	8747	2034	0	28910	5873	25555	469	1434	2186	900	4016	2451	852	6059	0	11952	0	1536	370	19141	0	30366	0	28821	401	0	943	25508	0	12715	1275	1050	36771	5712	399	2128	271	315	16688	5099	18831	999	816	7268	6282	9881	0	9657	6817	0	0	0	8009	14972	0	12122	0	10708	0	25239	19754	15759	0	0	31207	0	20651	12895	0	0	24236	2328	64855	0	2853	79243	7490	16233	9543	0
Prevotella marshii	0	0	2646	0	0	0	0	0	10071	887	731	0	0	0	0	0	1031	1529	0	2796	4155	1710	2338	272	5107	0	481	0	491	15190	0	289	860	4497	1296	0	4663	778	746	0	1228	304	0	425	266	0	313	0	2259	0	0	0	1123	0	1782	0	0	0	0	0	9038	0	1995	2265	0	2302	592	0	0	0	0	550	1138	1369	0	0	560	503	381	0	1437	0	0	0	0	0	0	0	0	0	4560	8227	7765	0	2589	0	0	0	0	4323	2463	0	0	1192	0	7436	0	0	2234	0	3071	0	0
Prevotella melaninogenica	335	377	3779	5372	2688	307	1348	451	12343	5404	12066	9439	4165	2963	6399	1322	26811	2596	1146	24855	29969	26217	13597	7709	36537	7953	1062	240	5896	13352	1032	3336	7596	20264	1255	2401	51414	5038	19143	375	6837	4912	824	9877	515	1533	6874	0	7075	403	7502	201	14307	0	4306	0	1844	0	0	5724	14784	4335	5077	1402	338	18968	4591	0	541	800	5168	16387	22125	21209	707	0	10272	9052	10684	0	32045	1043	4431	0	0	0	0	0	0	5925	0	0	0	19700	9158	0	0	63841	0	108182	2181	11199	0	4709	206490	19486	5126	2663	1927	23668	52835	0	8262
Prevotella micans	0	0	3871	0	0	0	0	0	14141	10429	0	475	626	4914	786	518	3120	7831	0	3062	6572	12851	849	330	2709	306	0	536	0	15164	8786	1481	9085	1723	2157	0	9263	5732	2452	0	1370	3032	443	1283	4426	0	1604	0	12273	0	0	168	2483	0	7372	0	817	335	0	704	8891	0	3018	4702	1659	9515	2115	893	0	0	201	660	993	37783	878	0	0	0	406	0	4654	1807	0	0	0	5173	12702	0	7929	0	17956	0	42215	4156	0	0	0	13751	0	1755	788	0	0	7064	0	0	0	0	24923	0	5449	0	0
Prevotella multiformis	0	0	291	212	0	0	0	0	6299	0	2540	0	0	636	0	0	0	368	0	907	2288	1278	25459	2409	7937	0	1838	0	649	4836	0	0	269	5344	352	0	6387	519	10071	0	0	0	0	3415	0	0	0	0	0	0	0	0	4389	0	0	0	0	0	0	0	4188	0	16697	0	0	9626	2490	0	442	0	186	0	415	538	0	0	0	0	3210	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37953	2719	0	0	2155	0	0	0	0	1580	0	0	0	0
Prevotella multisaccharivorax	0	0	0	0	0	0	0	0	0	0	3147	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella nanceiensis	0	0	0	0	0	0	0	0	0	0	0	725	0	0	0	0	0	0	0	0	375	479	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	268	1935	0	460	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9452	0	9715	1375	0	0	1804	0	7316	10918	0	0	0	14849	0	0
Prevotella nigrescens	708	552	1150	1141	150	294	0	249	17363	828	2323	618	465	69377	825	311	3374	2228	1352	5133	12177	2578	10732	4200	5888	642	2351	284	3088	5395	1280	679	867	22877	4603	347	11478	2179	11249	0	886	937	486	2579	895	358	790	433	1658	445	356	262	4443	638	505	0	1210	301	0	0	15464	793	19404	1552	0	15793	1731	288	0	709	1035	1042	28813	1924	574	1297	825	679	5761	0	5468	3087	0	0	0	8663	0	0	0	0	0	0	0	97155	52398	2120	0	5254	0	167542	200543	0	0	45955	48781	21696	41964	23419	56486	288132	6842	14424	8199
Prevotella oralis	0	0	464	506	0	0	0	0	734	0	0	0	0	636	0	0	0	713	0	1374	0	318	1076	0	1065	0	7430	0	473	884	0	0	308	554	267	0	461	0	451	0	0	0	0	0	310	0	507	0	0	0	0	0	0	0	937	0	0	0	0	0	2454	0	726	0	0	1566	939	0	0	0	0	0	0	561	0	0	346	289	0	0	396	0	0	0	0	0	0	0	0	0	0	10275	12884	0	0	0	0	0	0	14090	1479	0	0	1757	0	0	0	0	1587	0	0	0	0
Prevotella oris	228	0	609	2072	358	0	0	0	3124	364	906	0	0	917	603	0	607	444	324	752	4390	1467	1476	523	5136	0	1698	0	723	1106	0	307	557	3929	586	0	2562	1182	1486	0	297	369	0	380	371	0	0	190	763	0	330	0	1010	399	695	0	611	288	0	0	2136	362	2154	601	0	1820	606	0	0	533	491	487	1251	1243	0	0	918	821	718	0	2115	402	0	0	0	0	0	0	0	0	0	0	0	8763	7835	0	0	0	0	20321	46753	20970	0	23355	64153	37785	13316	41964	19543	173270	32370	0	2883
Prevotella oulorum	0	0	3786	0	0	0	0	0	10845	3616	50782	1230	1048	28352	31179	0	5557	1234	0	22390	12837	24055	14517	7407	24323	12600	12015	0	40389	10281	0	0	3176	4430	705	0	32942	2342	20223	0	0	428	412	6718	370	0	8828	0	2480	0	0	0	14366	0	8329	0	7083	0	2	3567	31303	0	8892	0	0	34960	7587	0	4187	192	0	19912	3135	9718	0	0	48408	42253	10242	0	2844	501	2069	0	0	0	0	0	0	0	0	0	0	10810	16858	0	0	14300	0	49810	7870	2964	0	12598	0	126234	0	29802	17091	32439	25717	8332	0
Prevotella pallens	0	0	526	446	0	0	0	0	6104	443	714	0	0	1005	1035	0	3747	862	0	2906	5509	10592	5231	1219	23680	837	3122	0	1692	3815	0	0	571	9901	704	0	11150	1668	8110	0	0	472	0	6395	0	0	1131	0	2232	0	0	0	714	0	520	0	0	282	0	523	10277	0	1304	0	0	7999	1314	0	0	0	175	1709	7829	8486	0	0	624	544	1667	0	2715	0	0	0	0	0	0	0	0	0	0	0	0	2500	1936	0	0	27900	0	10931	4542	0	0	3210	0	3255	0	1292	2596	5315	0	0	0
Prevotella paludivivens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella phocaeensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella ruminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella saccharolytica	705	1188	13592	402	0	1481	407	2074	16550	21974	907	4020	11524	7025	2855	20620	2055	18977	4072	15713	7963	19297	7756	5601	14356	1841	445	6035	6312	13195	7181	8944	19614	7202	3043	1777	20543	14066	8569	6164	9013	9554	3616	5340	7320	6952	5645	216	26631	1526	9880	2028	10769	0	18499	0	8950	754	0	1352	8357	1906	6363	5803	5703	18570	4197	1357	0	2943	1608	19462	16231	13479	2526	2303	9979	8743	7939	686	15442	13953	0	0	11976	133464	27530	18147	98267	13553	54075	4540	43015	37776	7346	0	0	80813	0	17465	15989	0	0	53022	0	14417	9194	0	59811	22386	17530	5802	0
Prevotella salivae	0	0	410	283	0	0	0	0	565	593	2896	0	613	1802	374	0	1189	403	0	2022	2086	27228	3327	2271	16590	457	7557	0	8834	2226	0	0	558	398	249	0	7855	1094	2044	0	0	0	0	938	0	0	3195	0	0	0	0	0	419	0	855	0	375	0	0	962	7225	0	1636	0	0	13415	1148	0	1568	215	0	392	939	1496	0	0	7956	6754	3254	0	387	0	0	0	0	0	0	0	0	0	0	0	0	2357	13193	0	0	3298	0	20431	1074	0	0	7474	0	2264	0	0	0	0	0	0	0
Prevotella scopos	0	0	332	329	0	0	0	0	1317	283	683	911	0	0	415	0	1249	0	0	1576	1644	1588	1978	574	2559	456	240	0	367	2135	0	283	452	2693	226	0	2549	370	1148	0	585	320	0	679	0	0	329	0	643	0	720	0	876	0	301	0	0	0	0	368	2025	446	418	0	0	1250	0	0	0	0	483	758	1171	1028	0	0	472	407	811	0	1610	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	0	0	3415	0	5099	1102	0	0	1692	8524	0	0	0	0	0	0	0	0
Prevotella shahii	0	0	925	334	0	383	0	405	2481	2228	454	0	2504	911	2078	1003	962	1713	471	929	1434	846	1111	454	1555	0	0	789	0	896	1253	672	2553	1380	2143	382	1584	2036	1876	393	1469	1508	0	851	1269	389	647	222	2341	0	2555	540	1224	0	1699	0	1137	754	0	0	1307	304	1244	648	0	2653	1100	349	0	325	440	1897	1512	4499	0	1491	0	0	711	0	2326	1053	0	0	0	7284	6328	0	0	0	0	0	0	2952	2718	3169	0	4571	0	3279	6372	0	0	4726	0	2376	0	0	6539	3593	0	0	0
Prevotella stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	343	251	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella veroralis	0	0	0	310	0	0	0	0	3871	725	6429	0	0	2984	2974	0	838	838	0	1537	6373	13947	7561	5484	4885	3849	8379	0	5126	1195	0	0	0	1319	560	0	20766	1996	6686	0	0	287	0	2025	0	0	1422	0	450	0	304	0	1994	0	0	0	0	0	0	586	12478	0	1992	0	0	4865	2096	0	550	154	267	717	19529	7606	0	0	607	568	8027	0	1042	0	0	0	0	0	0	0	0	0	0	0	0	4858	1338	2056	0	3080	0	11179	1959	0	0	1322	4798	69148	0	102728	1405	7704	8515	0	0
Prevotella sp. BP1-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella sp. C561	0	0	0	675	248	0	0	0	6124	426	1717	404	0	0	718	0	1926	0	0	10727	4786	8085	5620	1234	22039	910	1153	0	1765	1253	0	347	920	1466	257	0	4599	858	5790	0	381	495	0	2323	0	0	1032	0	796	0	406	0	1959	0	1592	0	0	0	0	1150	11019	0	479	0	0	12540	2174	0	0	0	328	1895	1834	3085	0	0	1821	1571	1646	0	1934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540	0	6593	601	0	0	0	10912	3119	0	0	0	0	0	0	0
