#Datasets	ERR1474564.unmapped	ERR1474565.unmapped	ERR1474566.unmapped	ERR1474567.unmapped	ERR1474568.unmapped	ERR1474569.unmapped	ERR1474570.unmapped	ERR1474571.unmapped	ERR1474572.unmapped	ERR1474573.unmapped	ERR1474574.unmapped	ERR1474575.unmapped	ERR1474576.unmapped	ERR1474577.unmapped	ERR1474578.unmapped	ERR1474579.unmapped	ERR1474580.unmapped	ERR1474581.unmapped	ERR1474582.unmapped	ERR1474583.unmapped	ERR1474584.unmapped	ERR1474585.unmapped	ERR1474586.unmapped	ERR1474587.unmapped	SRS011247.unmapped	SRS011310.unmapped	SRS013506.unmapped	SRS013942.unmapped	SRS013945.unmapped	SRS014468.unmapped	SRS014692.unmapped	SRS015055.unmapped	SRS015436.unmapped	SRS015799.unmapped	SRS018359.unmapped	SRS019120.unmapped	SRS019124.unmapped	SRS019587.unmapped	SRS024281.unmapped	SRS043239.unmapped	SRS052874.unmapped	SRS056892.unmapped	SRS058105.unmapped
"Achromobacter sp. RTa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lautropia mirabilis"	23870.0	23524.0	146481.0	49833.0	83819.0	29247.0	143845.0	83626.0	2174.0	0.0	3683.0	0.0	2068.0	0.0	1373.0	0.0	60618.0	51699.0	46252.0	9022.0	30476.0	288857.0	34115.0	64322.0	14616.0	23635.0	1440.0	10689.0	1812979.0	4345.0	0.0	9768.0	8056.0	1522.0	38876.0	23951.0	9070.0	2538.0	6249.0	3035.0	11722.0	21588.0	3852.0
"Acidovorax sp. MR-S7"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1977.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Comamonas aquatica"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5988.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Comamonas testosteroni"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	692.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Comamonas thiooxydans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ottowia sp. Marseille-P4747"	0.0	0.0	5366.0	0.0	0.0	3788.0	0.0	2775.0	0.0	0.0	356.0	0.0	0.0	0.0	0.0	0.0	0.0	1715.0	2761.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ottowia sp. oral taxon 894"	0.0	0.0	5201.0	0.0	0.0	3813.0	0.0	2530.0	0.0	0.0	325.0	0.0	0.0	0.0	0.0	0.0	0.0	1528.0	2845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	0.0	496.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Polaromonas sp. JS666"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1855.0
"Massilia sp. Root335"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.0	0.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Eikenella corrodens"	3290.0	5091.0	9712.0	3420.0	12904.0	7062.0	4089.0	7818.0	374.0	701.0	717.0	8236.0	554.0	0.0	1125.0	3754.0	12151.0	1738.0	5892.0	2628.0	4083.0	20071.0	0.0	11540.0	0.0	1722.0	0.0	1452.0	0.0	340.0	0.0	487.0	2028.0	3172.0	0.0	3944.0	0.0	0.0	0.0	7108.0	1427.0	4118.0	0.0
"Eikenella sp. HMSC061C02"	0.0	0.0	2446.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kingella denitrificans"	4605.0	5618.0	12097.0	2735.0	9991.0	6374.0	3577.0	4100.0	0.0	2056.0	1242.0	27488.0	3838.0	0.0	10217.0	0.0	59473.0	4939.0	61191.0	12933.0	6045.0	0.0	29093.0	0.0	13046.0	0.0	0.0	464.0	0.0	130.0	0.0	0.0	0.0	8786.0	0.0	613.0	0.0	0.0	0.0	0.0	5313.0	0.0	0.0
"Kingella kingae"	0.0	0.0	2790.0	0.0	0.0	0.0	0.0	1392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kingella negevensis"	0.0	0.0	11052.0	0.0	0.0	1072.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kingella oralis"	0.0	5614.0	0.0	0.0	12840.0	1393.0	7861.0	2845.0	0.0	241.0	0.0	0.0	583.0	0.0	693.0	0.0	0.0	0.0	3283.0	0.0	5108.0	41965.0	26444.0	0.0	2868.0	5371.0	0.0	669.0	0.0	696.0	1383.0	1680.0	0.0	1330.0	1183.0	1209.0	0.0	13918.0	0.0	23664.0	4525.0	11340.0	0.0
"Morococcus cerebrosus"	84350.0	64340.0	61337.0	22849.0	34413.0	8711.0	24333.0	13172.0	9520.0	6672.0	4655.0	29868.0	2493.0	0.0	5886.0	6734.0	59248.0	14191.0	20258.0	9326.0	34709.0	8701.0	32758.0	31175.0	0.0	0.0	4367.0	5113.0	24096.0	316.0	0.0	2493.0	6804.0	16307.0	1405.0	3539.0	1449.0	17565.0	2732.0	0.0	7061.0	2381.0	1384.0
"Neisseria bacilliformis"	0.0	0.0	3916.0	0.0	23517.0	16097.0	7249.0	4550.0	0.0	570.0	633.0	4828.0	0.0	0.0	1125.0	0.0	0.0	929.0	2803.0	1176.0	4456.0	33060.0	8459.0	5051.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	471.0	0.0	0.0	0.0	915.0	0.0	0.0	2733.0	0.0	0.0	0.0	0.0
"Neisseria cinerea"	6821.0	2971.0	39321.0	26287.0	6738.0	21945.0	0.0	5027.0	0.0	400.0	788.0	3259.0	3529.0	0.0	1623.0	1724.0	16287.0	3981.0	5250.0	1459.0	14201.0	0.0	34399.0	3471.0	0.0	0.0	69941.0	3427.0	2478.0	921.0	0.0	726.0	2096.0	6791.0	0.0	4453.0	6554.0	0.0	0.0	1512.0	5608.0	0.0	4524.0
"Neisseria elongata"	13021.0	9069.0	134646.0	12120.0	68111.0	24860.0	7881.0	58270.0	2594.0	3719.0	6193.0	67361.0	3389.0	933.0	8157.0	22853.0	107193.0	23197.0	64487.0	18452.0	21197.0	77631.0	9482.0	88669.0	5041.0	1658.0	1158.0	16987.0	21850.0	3188.0	0.0	2269.0	2458.0	10503.0	4329.0	78205.0	9689.0	9401.0	0.0	2264.0	4202.0	0.0	2139.0
"Neisseria gonorrhoeae"	20627.0	23017.0	17974.0	4987.0	12363.0	4792.0	0.0	8542.0	564.0	947.0	1285.0	8876.0	919.0	6403.0	5488.0	1178.0	17334.0	2909.0	7490.0	3960.0	5511.0	6613.0	0.0	5482.0	0.0	0.0	5999.0	963.0	3649.0	221.0	0.0	377.0	1478.0	3581.0	0.0	2007.0	1665.0	0.0	0.0	1804.0	1573.0	0.0	0.0
"Neisseria iguanae"	964.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266.0	373.0	0.0	0.0	0.0	0.0	0.0	0.0	699.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria lactamica"	15332.0	12173.0	62517.0	17325.0	134630.0	18773.0	9037.0	37341.0	1314.0	1763.0	1543.0	22562.0	3534.0	64324.0	6198.0	0.0	49911.0	5206.0	13259.0	9421.0	10461.0	18317.0	104425.0	52045.0	6091.0	0.0	5330.0	1001.0	0.0	845.0	0.0	700.0	2270.0	1011.0	0.0	1658.0	0.0	0.0	0.0	5458.0	1345.0	0.0	0.0
"Neisseria macacae"	4014.0	2171.0	57882.0	5430.0	16530.0	2700.0	0.0	5802.0	297.0	1286.0	1014.0	6883.0	3995.0	0.0	2075.0	2551.0	15466.0	2852.0	6168.0	2105.0	13182.0	0.0	0.0	4149.0	0.0	0.0	0.0	2887.0	33433.0	485.0	0.0	4912.0	2750.0	4546.0	993.0	2184.0	2139.0	0.0	0.0	0.0	1838.0	3833.0	0.0
"Neisseria meningitidis"	18391.0	4930.0	36247.0	16820.0	26749.0	15625.0	4244.0	22433.0	2902.0	3777.0	2845.0	32444.0	2026.0	13369.0	7231.0	2150.0	48710.0	11199.0	21020.0	14029.0	14286.0	14138.0	11534.0	12768.0	0.0	0.0	14005.0	2520.0	5974.0	585.0	0.0	898.0	3013.0	4676.0	0.0	2976.0	1966.0	0.0	0.0	4324.0	4055.0	0.0	0.0
"Neisseria mucosa"	7610.0	3387.0	57954.0	13424.0	34082.0	4156.0	0.0	13627.0	339.0	1028.0	938.0	7557.0	1420.0	0.0	1625.0	1642.0	18388.0	3331.0	5687.0	2826.0	9991.0	4935.0	0.0	13769.0	0.0	0.0	0.0	1001.0	7358.0	174.0	0.0	708.0	2382.0	3260.0	0.0	902.0	0.0	0.0	0.0	0.0	1646.0	0.0	0.0
"Neisseria perflava"	8253.0	2443.0	14463.0	3792.0	40559.0	4285.0	0.0	16147.0	244.0	515.0	594.0	12191.0	964.0	0.0	2732.0	0.0	17800.0	2539.0	6524.0	5340.0	4514.0	16022.0	0.0	10707.0	0.0	0.0	0.0	0.0	0.0	357.0	0.0	0.0	1737.0	0.0	1876.0	471.0	0.0	0.0	0.0	3783.0	6917.0	0.0	0.0
"Neisseria polysaccharea"	3208.0	0.0	11263.0	3484.0	6386.0	4332.0	0.0	3664.0	0.0	597.0	538.0	5834.0	725.0	5671.0	1055.0	0.0	11224.0	1778.0	3427.0	2264.0	2498.0	0.0	4997.0	0.0	0.0	0.0	7517.0	578.0	0.0	141.0	0.0	0.0	0.0	998.0	0.0	658.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sicca"	41739.0	4988.0	88817.0	16245.0	38844.0	18896.0	10768.0	16736.0	1177.0	8571.0	8603.0	44503.0	2357.0	0.0	7325.0	3306.0	77831.0	19504.0	28933.0	11216.0	20628.0	0.0	0.0	8703.0	0.0	0.0	1722.0	5290.0	17340.0	203.0	0.0	1392.0	3520.0	47026.0	1040.0	3667.0	0.0	0.0	0.0	0.0	12825.0	0.0	1503.0
"Neisseria subflava"	7293.0	1835.0	10384.0	2554.0	23143.0	3652.0	0.0	12713.0	0.0	540.0	648.0	11757.0	578.0	0.0	2510.0	0.0	17468.0	2612.0	6052.0	4613.0	3566.0	9364.0	0.0	8632.0	0.0	0.0	0.0	0.0	0.0	291.0	0.0	0.0	1549.0	0.0	1496.0	0.0	0.0	0.0	0.0	3972.0	5870.0	0.0	0.0
"Neisseria sp. GT4A_CT1"	2556.0	0.0	24023.0	2863.0	6137.0	1512.0	0.0	3863.0	238.0	931.0	672.0	4262.0	1564.0	0.0	1224.0	1222.0	8753.0	2013.0	3652.0	1514.0	5966.0	0.0	0.0	0.0	0.0	0.0	0.0	1536.0	15041.0	187.0	0.0	2301.0	0.0	2479.0	0.0	1209.0	0.0	0.0	0.0	0.0	0.0	1807.0	0.0
"Neisseria sp. HMSC03D10"	3515.0	1408.0	27344.0	11827.0	16031.0	2965.0	0.0	3877.0	772.0	1792.0	1023.0	6943.0	1038.0	0.0	1373.0	2017.0	13122.0	3566.0	4676.0	2529.0	8053.0	0.0	0.0	4919.0	0.0	0.0	0.0	1276.0	7438.0	107.0	0.0	881.0	2139.0	3053.0	0.0	955.0	0.0	0.0	0.0	1295.0	2914.0	0.0	0.0
"Neisseria sp. HMSC055F11"	7481.0	5260.0	4327.0	1282.0	0.0	1490.0	10604.0	2092.0	2729.0	1564.0	745.0	5284.0	0.0	0.0	1011.0	0.0	10140.0	2366.0	3260.0	1653.0	5314.0	0.0	0.0	0.0	0.0	0.0	1989.0	943.0	3251.0	0.0	0.0	0.0	0.0	2228.0	0.0	639.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC055H02"	7807.0	2311.0	17394.0	8561.0	11345.0	3061.0	3795.0	6572.0	490.0	2707.0	1743.0	9472.0	1912.0	0.0	2245.0	1396.0	19844.0	5464.0	7483.0	3305.0	9785.0	0.0	0.0	4294.0	0.0	0.0	0.0	2558.0	8523.0	0.0	0.0	1112.0	2085.0	5419.0	0.0	1312.0	0.0	0.0	0.0	0.0	4439.0	0.0	0.0
"Neisseria sp. HMSC056A03"	40204.0	9079.0	64219.0	15547.0	51820.0	46824.0	10884.0	84983.0	3994.0	3720.0	4737.0	76358.0	6313.0	0.0	17402.0	8941.0	93894.0	13957.0	46484.0	28458.0	45116.0	36034.0	16095.0	22813.0	0.0	0.0	0.0	718.0	8218.0	1097.0	0.0	566.0	3238.0	1740.0	871.0	1677.0	0.0	1426.0	0.0	6035.0	4536.0	0.0	0.0
"Neisseria sp. HMSC056A04"	1719.0	0.0	2064.0	1097.0	0.0	978.0	0.0	4872.0	0.0	0.0	0.0	2879.0	0.0	0.0	713.0	0.0	0.0	749.0	1645.0	1145.0	1037.0	0.0	0.0	3515.0	0.0	0.0	0.0	578.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	788.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC058F07"	3354.0	0.0	5198.0	1550.0	13580.0	1729.0	0.0	6312.0	0.0	472.0	746.0	8453.0	685.0	0.0	1107.0	0.0	7717.0	979.0	2577.0	2096.0	2053.0	6725.0	0.0	3989.0	0.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2541.0	0.0	0.0	0.0
"Neisseria sp. HMSC059F02"	5338.0	4421.0	3882.0	1500.0	0.0	2015.0	11763.0	2167.0	1127.0	901.0	734.0	3501.0	0.0	0.0	719.0	0.0	9870.0	2500.0	3523.0	1318.0	4308.0	0.0	0.0	0.0	0.0	0.0	0.0	607.0	2858.0	0.0	0.0	0.0	0.0	3031.0	0.0	434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC061B04"	11102.0	10184.0	51118.0	13157.0	116747.0	8052.0	35015.0	31775.0	1011.0	1096.0	1912.0	19675.0	3239.0	0.0	5644.0	1345.0	35973.0	3249.0	9451.0	7264.0	8136.0	17459.0	0.0	43330.0	2290.0	0.0	0.0	0.0	0.0	691.0	0.0	535.0	1872.0	0.0	0.0	571.0	0.0	0.0	0.0	5926.0	0.0	0.0	0.0
"Neisseria sp. HMSC061E12"	1676.0	0.0	1767.0	0.0	0.0	0.0	0.0	2253.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	338.0	1113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	564.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC061H08"	4902.0	0.0	7009.0	2037.0	14796.0	2415.0	0.0	9949.0	0.0	352.0	404.0	7829.0	368.0	0.0	1252.0	0.0	9976.0	1300.0	3131.0	2531.0	1821.0	13218.0	0.0	8961.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	474.0	0.0	0.0	0.0	1590.0	0.0	0.0	0.0
"Neisseria sp. HMSC063B05"	4717.0	1862.0	8830.0	2792.0	22493.0	2722.0	0.0	10063.0	303.0	377.0	343.0	7995.0	558.0	0.0	2055.0	0.0	16528.0	1555.0	5346.0	3093.0	2955.0	7477.0	0.0	16604.0	0.0	0.0	0.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	410.0	0.0	2199.0	0.0	4538.0	0.0	0.0	0.0
"Neisseria sp. HMSC064D07"	20401.0	4063.0	24533.0	5516.0	28454.0	10430.0	0.0	34607.0	552.0	1789.0	2072.0	36045.0	1396.0	0.0	7213.0	1130.0	42301.0	6056.0	17813.0	12605.0	9247.0	20087.0	0.0	13601.0	5652.0	0.0	0.0	660.0	0.0	513.0	0.0	402.0	4616.0	0.0	1495.0	869.0	0.0	0.0	0.0	12372.0	1706.0	0.0	1448.0
"Neisseria sp. HMSC064E01"	6621.0	3491.0	25949.0	4877.0	8730.0	3240.0	3853.0	12866.0	759.0	4682.0	2661.0	16764.0	2167.0	0.0	3667.0	1530.0	30768.0	7976.0	13457.0	5132.0	12462.0	0.0	0.0	4025.0	0.0	0.0	983.0	17259.0	25177.0	222.0	0.0	1979.0	2385.0	10450.0	929.0	9846.0	1783.0	0.0	0.0	0.0	3786.0	1673.0	0.0
"Neisseria sp. HMSC064F03"	4855.0	1262.0	6916.0	3558.0	15261.0	2408.0	0.0	10254.0	0.0	348.0	369.0	6847.0	385.0	0.0	1387.0	0.0	10119.0	1261.0	3192.0	2656.0	1934.0	8336.0	0.0	10158.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2823.0	0.0	0.0	0.0
"Neisseria sp. HMSC064F04"	10079.0	6699.0	6431.0	1950.0	0.0	2032.0	13435.0	3894.0	3506.0	2897.0	1574.0	9198.0	335.0	0.0	1911.0	0.0	16165.0	4315.0	6716.0	3396.0	14207.0	0.0	0.0	0.0	0.0	0.0	1794.0	1714.0	3345.0	0.0	0.0	415.0	0.0	3436.0	0.0	1083.0	0.0	0.0	0.0	0.0	2386.0	0.0	0.0
"Neisseria sp. HMSC065C04"	16076.0	3677.0	28925.0	5629.0	61967.0	8526.0	4335.0	29828.0	980.0	1788.0	2170.0	28876.0	1851.0	0.0	6478.0	1111.0	40303.0	5315.0	12929.0	11374.0	7623.0	21374.0	0.0	16436.0	0.0	0.0	0.0	419.0	0.0	504.0	0.0	369.0	3807.0	0.0	0.0	743.0	0.0	0.0	0.0	17003.0	0.0	0.0	1921.0
"Neisseria sp. HMSC065D04"	4091.0	2357.0	46106.0	5969.0	10754.0	3755.0	3552.0	6564.0	285.0	1453.0	1112.0	7183.0	3378.0	0.0	2310.0	2207.0	16499.0	3349.0	6421.0	2295.0	11920.0	0.0	0.0	4370.0	0.0	0.0	0.0	3328.0	28061.0	440.0	0.0	4917.0	3306.0	6351.0	887.0	2285.0	1947.0	0.0	0.0	0.0	1590.0	4606.0	0.0
"Neisseria sp. HMSC066H01"	10193.0	9447.0	49770.0	12254.0	117298.0	6947.0	6566.0	31286.0	1122.0	1041.0	903.0	17655.0	2676.0	0.0	5008.0	0.0	32422.0	3404.0	8326.0	6897.0	7409.0	18512.0	0.0	40864.0	1982.0	0.0	0.0	0.0	0.0	642.0	0.0	407.0	1644.0	0.0	0.0	574.0	0.0	0.0	0.0	7588.0	0.0	0.0	0.0
"Neisseria sp. HMSC067H09"	0.0	0.0	2481.0	0.0	0.0	0.0	0.0	0.0	0.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC068C04"	71295.0	7645.0	51109.0	11006.0	53808.0	30830.0	0.0	89731.0	1406.0	6380.0	5666.0	113710.0	3465.0	0.0	24777.0	3570.0	141945.0	22728.0	54634.0	42240.0	34525.0	67279.0	6171.0	19431.0	0.0	0.0	0.0	646.0	0.0	560.0	0.0	355.0	3549.0	0.0	2107.0	1064.0	0.0	0.0	0.0	7996.0	1797.0	0.0	1558.0
"Neisseria sp. HMSC068C12"	2571.0	0.0	5001.0	1486.0	11035.0	1504.0	0.0	5086.0	0.0	300.0	227.0	4611.0	0.0	0.0	1389.0	0.0	8177.0	1044.0	2181.0	1950.0	1540.0	5197.0	0.0	4153.0	0.0	0.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2383.0	0.0	0.0	0.0
"Neisseria sp. HMSC069H12"	41883.0	9553.0	64766.0	16634.0	71050.0	46364.0	0.0	97736.0	3637.0	3878.0	4263.0	75051.0	6758.0	0.0	14664.0	9049.0	94101.0	12596.0	46825.0	26239.0	38193.0	33132.0	17229.0	22058.0	0.0	0.0	1123.0	531.0	0.0	601.0	0.0	447.0	3592.0	0.0	859.0	1385.0	0.0	0.0	0.0	5096.0	4337.0	0.0	0.0
"Neisseria sp. HMSC06F02"	2646.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC070A01"	1929.0	1485.0	10140.0	3320.0	19193.0	1678.0	0.0	6260.0	0.0	0.0	0.0	4537.0	626.0	0.0	1088.0	0.0	9604.0	1090.0	3302.0	1473.0	1985.0	0.0	0.0	16326.0	0.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	989.0	0.0	0.0	0.0
"Neisseria sp. HMSC070E12"	9015.0	6999.0	4552.0	919.0	0.0	1790.0	12340.0	1739.0	2437.0	1015.0	640.0	4961.0	0.0	0.0	925.0	0.0	8874.0	1906.0	3106.0	1730.0	4510.0	0.0	0.0	0.0	0.0	0.0	0.0	643.0	2405.0	0.0	0.0	528.0	0.0	2634.0	0.0	465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC070H10"	5664.0	0.0	7033.0	4591.0	11213.0	2819.0	8528.0	12257.0	0.0	407.0	308.0	7487.0	449.0	0.0	1456.0	0.0	9830.0	2006.0	4120.0	2840.0	1935.0	7607.0	0.0	7979.0	0.0	0.0	0.0	0.0	0.0	322.0	0.0	0.0	0.0	4380.0	0.0	0.0	0.0	0.0	0.0	1673.0	0.0	0.0	0.0
"Neisseria sp. HMSC071A01"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1533.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC072B12"	3371.0	1358.0	7280.0	2205.0	15964.0	1963.0	0.0	7932.0	0.0	428.0	405.0	6873.0	534.0	0.0	1497.0	0.0	12393.0	1505.0	3353.0	2794.0	2566.0	7073.0	0.0	7502.0	0.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2351.0	0.0	0.0	0.0
"Neisseria sp. HMSC072C05"	14876.0	2023.0	13998.0	5015.0	17792.0	6368.0	0.0	39908.0	339.0	1075.0	955.0	19668.0	782.0	0.0	4129.0	0.0	26016.0	3903.0	9826.0	7538.0	5319.0	20196.0	0.0	13266.0	0.0	0.0	0.0	447.0	0.0	802.0	0.0	440.0	2151.0	0.0	0.0	892.0	0.0	0.0	0.0	6135.0	0.0	0.0	0.0
"Neisseria sp. HMSC072F04"	53978.0	2645.0	14270.0	3773.0	5998.0	43081.0	18517.0	5203.0	2862.0	6276.0	5381.0	26999.0	496.0	0.0	4214.0	1421.0	54063.0	13160.0	17704.0	7184.0	9140.0	0.0	0.0	0.0	0.0	0.0	0.0	2949.0	7747.0	126.0	0.0	749.0	0.0	121107.0	0.0	2084.0	0.0	0.0	0.0	0.0	7106.0	0.0	0.0
"Neisseria sp. HMSC073B07"	2703.0	0.0	7166.0	2824.0	0.0	912.0	0.0	1470.0	286.0	655.0	376.0	2655.0	327.0	0.0	522.0	0.0	0.0	1385.0	2324.0	1044.0	3112.0	0.0	0.0	0.0	0.0	0.0	0.0	447.0	2472.0	0.0	0.0	746.0	0.0	1857.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC073G10"	22494.0	2645.0	18023.0	5978.0	21599.0	9517.0	3562.0	47182.0	432.0	1491.0	1435.0	36629.0	1235.0	0.0	5960.0	0.0	37730.0	5815.0	14433.0	11676.0	7455.0	26009.0	0.0	15107.0	0.0	0.0	0.0	1058.0	0.0	1522.0	0.0	874.0	4301.0	0.0	0.0	1631.0	0.0	0.0	0.0	8451.0	0.0	0.0	0.0
"Neisseria sp. HMSC074B07"	2270.0	0.0	19081.0	2159.0	0.0	1440.0	0.0	3026.0	0.0	1095.0	626.0	5005.0	1419.0	0.0	1168.0	1309.0	8154.0	2029.0	3784.0	1618.0	5777.0	0.0	0.0	0.0	6803.0	0.0	0.0	1463.0	11475.0	145.0	0.0	1705.0	0.0	2121.0	0.0	1094.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Neisseria sp. HMSC075C10"	7354.0	0.0	7179.0	3364.0	8736.0	3063.0	7321.0	22348.0	0.0	372.0	389.0	8159.0	446.0	0.0	1744.0	0.0	10928.0	1512.0	3987.0	3187.0	2225.0	8021.0	0.0	13712.0	0.0	0.0	0.0	0.0	0.0	311.0	0.0	0.0	0.0	0.0	0.0	454.0	0.0	0.0	0.0	2808.0	0.0	0.0	0.0
