#Datasets	ERR1474564.unmapped	ERR1474565.unmapped	ERR1474566.unmapped	ERR1474567.unmapped	ERR1474568.unmapped	ERR1474569.unmapped	ERR1474570.unmapped	ERR1474571.unmapped	ERR1474572.unmapped	ERR1474573.unmapped	ERR1474574.unmapped	ERR1474575.unmapped	ERR1474576.unmapped	ERR1474577.unmapped	ERR1474578.unmapped	ERR1474579.unmapped	ERR1474580.unmapped	ERR1474581.unmapped	ERR1474582.unmapped	ERR1474583.unmapped	ERR1474584.unmapped	ERR1474585.unmapped	ERR1474586.unmapped	ERR1474587.unmapped	SRS011247.unmapped	SRS011310.unmapped	SRS013506.unmapped	SRS013942.unmapped	SRS013945.unmapped	SRS014468.unmapped	SRS014692.unmapped	SRS015055.unmapped	SRS015436.unmapped	SRS015799.unmapped	SRS018359.unmapped	SRS019120.unmapped	SRS019124.unmapped	SRS019587.unmapped	SRS024281.unmapped	SRS043239.unmapped	SRS052874.unmapped	SRS056892.unmapped	SRS058105.unmapped
"Streptococcus cristatus"	18302.0	23263.0	21457.0	7516.0	83636.0	7410.0	32786.0	10253.0	12436.0	4121.0	7239.0	23030.0	13122.0	11391.0	10263.0	26226.0	128466.0	14219.0	31344.0	15697.0	9870.0	26438.0	37620.0	53569.0	5895.0	24398.0	4141.0	1746.0	8436.0	3326.0	3084.0	5630.0	34234.0	3210.0	17233.0	1693.0	18135.0	5770.0	14032.0	27541.0	11227.0	17347.0	3105.0
"Streptococcus dysgalactiae"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2328.0	0.0	0.0
"Streptococcus equi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	489.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus equinus"	1028.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	516.0	0.0	4751.0	0.0	979.0	2064.0	0.0	0.0	1769.0	3865.0	2426.0	1099.0	0.0	5317.0	0.0	2316.0	0.0	2146.0	0.0	0.0	257.0	0.0	1707.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3096.0	2381.0	0.0	0.0
"Streptococcus gallolyticus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	445.0	0.0	2065.0	0.0	0.0	545.0	0.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1608.0	0.0	0.0
"Streptococcus gordonii"	7979.0	17686.0	6227.0	4708.0	60205.0	3442.0	55278.0	3910.0	1764.0	2956.0	6643.0	8768.0	1290.0	3085.0	3079.0	15592.0	44523.0	2267.0	7008.0	5037.0	6615.0	17759.0	19244.0	24516.0	6925.0	181861.0	8719.0	1792.0	19514.0	543.0	3268.0	964.0	211259.0	12880.0	5828.0	1814.0	28702.0	7059.0	9969.0	58111.0	16345.0	211136.0	5346.0
"Streptococcus infantis"	62618.0	88033.0	46373.0	28049.0	206181.0	16105.0	119175.0	64887.0	8040.0	5182.0	10409.0	66894.0	18099.0	13174.0	16135.0	25343.0	216280.0	7065.0	23126.0	36651.0	9389.0	407430.0	60761.0	319111.0	49788.0	19622.0	6338.0	13401.0	22562.0	5057.0	19002.0	13080.0	51926.0	20867.0	26398.0	15612.0	6934.0	25517.0	41103.0	35341.0	24418.0	35182.0	6997.0
"Streptococcus macedonicus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4820.0	0.0	0.0	0.0
"Streptococcus mitis"	198727.0	171575.0	115994.0	61694.0	235588.0	126892.0	306115.0	91662.0	65485.0	6356.0	14848.0	45544.0	155971.0	71833.0	64647.0	107209.0	316101.0	11753.0	47779.0	13113.0	34908.0	120488.0	377750.0	399682.0	1351579.0	1290087.0	867755.0	140268.0	440790.0	21016.0	89012.0	47993.0	815706.0	725475.0	660752.0	135416.0	1050405.0	409384.0	3046656.0	202670.0	1391950.0	831791.0	1628175.0
"Streptococcus mutans"	0.0	0.0	0.0	0.0	14334.0	0.0	27041.0	0.0	0.0	0.0	0.0	0.0	1043.0	5621.0	0.0	0.0	0.0	0.0	0.0	0.0	2489.0	0.0	7549.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	1316.0	368.0	0.0	0.0	1470.0	0.0	0.0	0.0	0.0	0.0	1333.0	3952.0	0.0
"Streptococcus oralis"	165666.0	295951.0	274213.0	52094.0	480710.0	115429.0	750516.0	125588.0	74737.0	15805.0	50337.0	153674.0	93305.0	147598.0	52453.0	270823.0	833742.0	29775.0	112685.0	63198.0	120844.0	258593.0	466205.0	471537.0	490549.0	681867.0	248657.0	56064.0	199204.0	9407.0	58418.0	24103.0	253651.0	243281.0	312858.0	48557.0	331154.0	148279.0	1283540.0	103162.0	540835.0	455500.0	261766.0
"Streptococcus parasanguinis"	26286.0	41031.0	5902.0	16515.0	482506.0	31349.0	302422.0	6849.0	9117.0	6943.0	27083.0	38045.0	19905.0	100140.0	14543.0	41031.0	226749.0	7853.0	16228.0	23023.0	19727.0	375024.0	363857.0	144773.0	38545.0	9884.0	9420.0	5540.0	7382.0	5444.0	58814.0	36520.0	10196.0	3635.0	6417.0	5216.0	5152.0	60632.0	30424.0	18901.0	10961.0	14576.0	9005.0
"Streptococcus pasteurianus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1128.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus peroris"	4611.0	8860.0	4645.0	4581.0	111251.0	3975.0	18969.0	5174.0	1278.0	753.0	1884.0	8582.0	2543.0	4148.0	1868.0	7053.0	28397.0	972.0	3139.0	5047.0	1510.0	36843.0	27615.0	42548.0	4151.0	1856.0	0.0	754.0	0.0	409.0	7291.0	918.0	2708.0	1151.0	1238.0	707.0	0.0	2450.0	0.0	2101.0	5167.0	2229.0	0.0
"Streptococcus pluranimalium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1079.0	0.0	0.0	0.0
"Streptococcus pneumoniae"	85880.0	75074.0	42072.0	31075.0	96990.0	58711.0	62748.0	35326.0	29502.0	4052.0	15235.0	26290.0	73756.0	106657.0	26880.0	44252.0	196220.0	6393.0	25070.0	10701.0	15345.0	52180.0	215632.0	163652.0	554023.0	682646.0	286288.0	31229.0	72737.0	5455.0	15607.0	13722.0	234506.0	165651.0	172339.0	36573.0	252077.0	89881.0	1345715.0	40517.0	466895.0	150974.0	216654.0
"Streptococcus pseudopneumoniae"	164304.0	123629.0	67919.0	51514.0	303409.0	81075.0	204774.0	79461.0	47406.0	9846.0	16019.0	68087.0	124617.0	53419.0	43271.0	82915.0	254810.0	11767.0	37769.0	25387.0	22054.0	156709.0	345274.0	338342.0	1921150.0	1178894.0	387540.0	68065.0	188353.0	13982.0	53870.0	38220.0	729815.0	316721.0	262758.0	83138.0	580619.0	217369.0	5308846.0	117951.0	777043.0	338001.0	670601.0
"Streptococcus pyogenes"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus salivarius"	14987.0	5662.0	2285.0	2480.0	34727.0	8345.0	45603.0	1678.0	1451.0	6174.0	1308.0	33956.0	4033.0	36985.0	24402.0	7810.0	33377.0	13780.0	28392.0	17463.0	7321.0	64616.0	89934.0	7111.0	13967.0	10172.0	5626.0	1148.0	5801.0	1712.0	14872.0	14675.0	2908.0	1096.0	2125.0	1450.0	3459.0	6465.0	9665.0	22671.0	4956.0	2715.0	2996.0
"Streptococcus sanguinis"	9657.0	19875.0	42120.0	4637.0	50737.0	3063.0	57277.0	21768.0	4539.0	122733.0	10344.0	77437.0	9365.0	5343.0	33259.0	12211.0	193765.0	58895.0	55838.0	68387.0	16682.0	240130.0	52629.0	24197.0	68895.0	81908.0	26239.0	29712.0	330197.0	5922.0	6624.0	15018.0	56257.0	12682.0	30907.0	31467.0	71308.0	64453.0	44577.0	61752.0	19342.0	26333.0	23551.0
"Streptococcus sobrinus"	0.0	0.0	0.0	0.0	0.0	0.0	5108.0	0.0	0.0	0.0	0.0	0.0	0.0	3355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus suis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414.0	0.0	4638.0	0.0	0.0	1325.0	0.0	0.0	491.0	1114.0	1287.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1637.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus thermophilus"	1746.0	0.0	0.0	0.0	0.0	894.0	0.0	0.0	514.0	11774.0	1807.0	89369.0	588.0	1964.0	39055.0	0.0	49505.0	36493.0	81313.0	48442.0	1327.0	0.0	6153.0	3404.0	3084.0	1574.0	1603.0	409.0	0.0	149.0	801.0	5117.0	0.0	1442.0	2674.0	434.0	2344.0	2261.0	10375.0	23683.0	1720.0	0.0	2433.0
"Streptococcus uberis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1798.0	0.0	0.0
"Streptococcus vestibularis"	7780.0	4038.0	0.0	1539.0	5884.0	1660.0	6401.0	0.0	2934.0	6336.0	1057.0	48050.0	1781.0	3934.0	20970.0	2225.0	27800.0	18722.0	41999.0	24888.0	0.0	0.0	9237.0	8716.0	3890.0	3746.0	4262.0	1368.0	0.0	714.0	3777.0	2356.0	5706.0	4505.0	1554.0	929.0	31749.0	3679.0	166521.0	349920.0	6199.0	11750.0	74568.0
"Streptococcus sp. 1171_SSPC"	4158.0	4906.0	2209.0	1442.0	11923.0	0.0	4736.0	4212.0	347.0	451.0	941.0	4599.0	1034.0	814.0	1159.0	0.0	23669.0	670.0	1382.0	1539.0	0.0	35490.0	5481.0	13329.0	7357.0	0.0	2499.0	5875.0	6132.0	1147.0	0.0	1500.0	4315.0	3910.0	1866.0	2101.0	0.0	97065.0	2704.0	10634.0	1798.0	1635.0	0.0
"Streptococcus sp. 263_SSPC"	34216.0	67998.0	22421.0	39921.0	450896.0	23077.0	291483.0	25367.0	6625.0	11965.0	29082.0	223791.0	21841.0	23289.0	50698.0	25755.0	557782.0	44416.0	95930.0	119391.0	21385.0	297119.0	154972.0	158229.0	53839.0	2317.0	2243.0	11706.0	6086.0	9045.0	62722.0	12882.0	5341.0	2062.0	12935.0	10539.0	1996.0	54383.0	6477.0	48020.0	7269.0	20065.0	2286.0
"Streptococcus sp. 2_1_36FAA"	0.0	1706.0	0.0	0.0	5353.0	0.0	6856.0	0.0	0.0	258.0	317.0	0.0	0.0	0.0	0.0	1548.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6431.0	0.0	0.0	3081.0	0.0	0.0	0.0	15837.0	0.0	5649.0	0.0	2690.0	2289.0	0.0	6606.0	0.0	19222.0	0.0
"Streptococcus sp. 400_SSPC"	4078.0	3815.0	1863.0	1429.0	9242.0	0.0	5648.0	2953.0	339.0	459.0	1127.0	4701.0	954.0	836.0	1155.0	0.0	23264.0	405.0	942.0	1340.0	0.0	27865.0	0.0	12336.0	6063.0	0.0	2107.0	5052.0	6178.0	963.0	0.0	1273.0	3225.0	3110.0	1287.0	1907.0	0.0	80593.0	0.0	8368.0	1795.0	0.0	0.0
"Streptococcus sp. 449_SSPC"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	2323.0	0.0	1416.0	1084.0	0.0	0.0	840.0	1982.0	1210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	629.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1115.0	0.0	0.0	0.0
"Streptococcus sp. A12"	2857.0	3344.0	1718.0	994.0	9192.0	0.0	3861.0	2453.0	0.0	412.0	932.0	4010.0	891.0	0.0	958.0	0.0	19922.0	509.0	929.0	1500.0	0.0	23652.0	0.0	10814.0	5073.0	0.0	2171.0	4321.0	4781.0	651.0	0.0	857.0	3183.0	1930.0	940.0	1487.0	0.0	96469.0	2875.0	7015.0	0.0	0.0	0.0
"Streptococcus sp. C150"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	920.0	228.0	6925.0	0.0	0.0	2691.0	0.0	6712.0	2535.0	5657.0	3320.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1540.0	0.0	0.0	0.0
"Streptococcus sp. C300"	3300.0	5444.0	5420.0	1003.0	8737.0	2089.0	15439.0	2726.0	1013.0	469.0	822.0	3226.0	1143.0	1840.0	689.0	4478.0	13731.0	438.0	1524.0	1181.0	2287.0	6630.0	8720.0	8475.0	4822.0	7855.0	2046.0	1263.0	6276.0	260.0	910.0	780.0	7532.0	4464.0	3001.0	1042.0	6819.0	2588.0	6381.0	1951.0	5100.0	12018.0	3863.0
"Streptococcus sp. CCUG 49591"	10825.0	9638.0	5505.0	3491.0	14712.0	6278.0	17864.0	4251.0	3323.0	212.0	705.0	2324.0	7970.0	3707.0	4714.0	6165.0	14798.0	748.0	2887.0	0.0	1807.0	7001.0	19232.0	19842.0	66335.0	62504.0	41190.0	7320.0	20991.0	2952.0	4963.0	2539.0	62579.0	47009.0	29582.0	7868.0	52788.0	25832.0	147886.0	10865.0	75900.0	61441.0	85473.0
"Streptococcus sp. ChDC B345"	17496.0	13922.0	6504.0	5225.0	17603.0	8796.0	22110.0	5125.0	4712.0	323.0	853.0	2750.0	10544.0	5230.0	6100.0	8395.0	18083.0	907.0	3497.0	0.0	2256.0	5904.0	18999.0	26519.0	70424.0	58496.0	38242.0	7281.0	19125.0	1037.0	3164.0	2346.0	51867.0	42120.0	28205.0	7934.0	53331.0	29647.0	203338.0	8110.0	81432.0	47145.0	62089.0
"Streptococcus sp. ChDC B353"	21512.0	16650.0	6948.0	4970.0	19320.0	9869.0	43542.0	5432.0	5173.0	388.0	777.0	3705.0	11760.0	5020.0	6586.0	8599.0	20621.0	1018.0	4417.0	1277.0	2014.0	8194.0	22784.0	31454.0	88979.0	67691.0	37126.0	6293.0	15416.0	1022.0	3174.0	2462.0	51485.0	35055.0	28155.0	7396.0	42992.0	23102.0	197517.0	8705.0	76929.0	47640.0	97087.0
"Streptococcus sp. DD04"	2320.0	1449.0	3709.0	0.0	0.0	1001.0	0.0	0.0	1014.0	1170.0	669.0	3335.0	678.0	794.0	2803.0	4754.0	12666.0	1459.0	4271.0	2769.0	1579.0	0.0	0.0	8496.0	0.0	0.0	1907.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. DD10"	1120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	310.0	0.0	0.0	0.0	504.0	0.0	494.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7200.0	2245.0	1742.0	0.0	0.0	0.0	0.0	0.0	1671.0	1039.0	1887.0	0.0	0.0	0.0	6463.0	0.0	7979.0	1662.0	4323.0
"Streptococcus sp. DD13"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3824.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. F0441"	6069.0	7698.0	9312.0	1373.0	29378.0	6838.0	15144.0	3916.0	3987.0	699.0	2084.0	6775.0	2684.0	10401.0	2266.0	17777.0	42422.0	1400.0	5713.0	3940.0	6183.0	12176.0	20717.0	33362.0	5673.0	12134.0	2201.0	1231.0	2802.0	219.0	1162.0	590.0	6017.0	2801.0	3533.0	993.0	3237.0	1856.0	18488.0	2138.0	10193.0	6750.0	4191.0
"Streptococcus sp. F0442"	8325.0	2269.0	1370.0	1067.0	15056.0	881.0	10506.0	1392.0	345.0	2823.0	4122.0	23806.0	1618.0	3792.0	3201.0	1548.0	204783.0	6432.0	8839.0	16572.0	2297.0	15202.0	12721.0	8137.0	7055.0	0.0	921.0	4674.0	4761.0	812.0	1619.0	1687.0	2611.0	0.0	855.0	3099.0	0.0	29667.0	2833.0	7295.0	0.0	3203.0	0.0
"Streptococcus sp. FDAARGOS_192"	0.0	0.0	0.0	0.0	0.0	0.0	6232.0	0.0	0.0	280.0	0.0	2781.0	511.0	2461.0	1313.0	0.0	0.0	857.0	1851.0	1217.0	0.0	0.0	10043.0	0.0	2884.0	0.0	0.0	0.0	0.0	125.0	1383.0	1261.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2589.0	0.0	0.0	0.0
"Streptococcus sp. HMSC034E03"	14458.0	13979.0	8056.0	5667.0	60133.0	5106.0	28334.0	12748.0	4560.0	2830.0	2282.0	19677.0	5625.0	4804.0	3743.0	6278.0	39358.0	2721.0	5420.0	7851.0	1808.0	47428.0	24680.0	52301.0	65688.0	27914.0	7640.0	2062.0	3720.0	1139.0	7129.0	4633.0	14137.0	6110.0	15865.0	2233.0	8697.0	5097.0	79200.0	5378.0	22819.0	8407.0	7137.0
"Streptococcus sp. HMSC034E12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2041.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3656.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC056C01"	12062.0	10823.0	4653.0	6944.0	81513.0	5476.0	46180.0	9261.0	3331.0	2318.0	2746.0	14618.0	5348.0	6130.0	2457.0	7357.0	31207.0	1659.0	4137.0	5774.0	1828.0	43392.0	27585.0	49079.0	13139.0	10132.0	3497.0	1320.0	0.0	966.0	10376.0	3774.0	7045.0	3321.0	4980.0	1415.0	3894.0	3721.0	17800.0	5489.0	8907.0	6739.0	4230.0
"Streptococcus sp. HMSC057G03"	0.0	1566.0	0.0	0.0	15355.0	0.0	16559.0	0.0	493.0	0.0	800.0	0.0	588.0	4228.0	456.0	1325.0	6173.0	0.0	0.0	0.0	0.0	9755.0	14567.0	3575.0	0.0	0.0	0.0	0.0	0.0	237.0	6604.0	1097.0	0.0	958.0	0.0	0.0	0.0	2368.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC061D10"	7702.0	8474.0	4306.0	4093.0	41326.0	2861.0	23582.0	6899.0	1668.0	1963.0	1633.0	13144.0	3081.0	2989.0	1971.0	3874.0	25500.0	1438.0	3503.0	5291.0	1280.0	28470.0	14272.0	33846.0	13729.0	7862.0	2946.0	1618.0	0.0	689.0	5083.0	2302.0	6205.0	2250.0	3143.0	1371.0	2391.0	2625.0	10414.0	3474.0	6486.0	5121.0	2540.0
"Streptococcus sp. HMSC061E03"	0.0	2601.0	0.0	940.0	23415.0	1234.0	25400.0	0.0	614.0	317.0	1503.0	2445.0	960.0	5515.0	799.0	2112.0	10646.0	496.0	965.0	1269.0	0.0	23853.0	22604.0	6161.0	2726.0	0.0	0.0	0.0	0.0	387.0	5222.0	2506.0	0.0	0.0	0.0	0.0	0.0	3746.0	0.0	1275.0	0.0	0.0	0.0
"Streptococcus sp. HMSC062B01"	0.0	0.0	0.0	0.0	0.0	0.0	4901.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9642.0	1340.0	1033.0	22632.0	0.0	0.0	0.0	54339.0	0.0	0.0	637.0	29137.0	0.0	0.0	13076.0	0.0	12730.0	0.0
"Streptococcus sp. HMSC062D07"	37117.0	59396.0	29037.0	18220.0	140956.0	10911.0	71977.0	38307.0	4850.0	1537.0	6574.0	36888.0	11674.0	8219.0	9590.0	17471.0	123178.0	3536.0	12878.0	22325.0	5636.0	268419.0	35259.0	201226.0	25515.0	4397.0	2717.0	7974.0	13640.0	3132.0	11457.0	7085.0	30262.0	13823.0	14643.0	10082.0	3129.0	14281.0	12939.0	20032.0	6173.0	20990.0	3100.0
"Streptococcus sp. HMSC062H02"	1426.0	3203.0	1916.0	0.0	0.0	0.0	11129.0	1476.0	592.0	0.0	473.0	0.0	593.0	1096.0	0.0	2430.0	7496.0	0.0	0.0	0.0	1137.0	0.0	17226.0	3851.0	2981.0	6142.0	2093.0	1081.0	8701.0	130.0	945.0	0.0	2019.0	6484.0	2284.0	788.0	7497.0	6111.0	5271.0	1631.0	3653.0	13979.0	4018.0
"Streptococcus sp. HMSC063B03"	14064.0	11921.0	4947.0	5091.0	22581.0	6251.0	14315.0	3715.0	3736.0	659.0	824.0	3286.0	7725.0	4081.0	4263.0	6867.0	15509.0	852.0	2839.0	0.0	2912.0	6429.0	19001.0	25445.0	62443.0	59242.0	37078.0	8022.0	19300.0	852.0	5986.0	2116.0	59026.0	33391.0	27195.0	8998.0	40404.0	32619.0	179053.0	7704.0	75991.0	42674.0	45752.0
"Streptococcus sp. HMSC064D12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2151.0	696.0	0.0	0.0	394.0	0.0	0.0	0.0	0.0	9163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1538.0	842.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1300.0	0.0	0.0	0.0
"Streptococcus sp. HMSC064H09"	2471.0	0.0	0.0	0.0	0.0	2526.0	3702.0	0.0	0.0	477.0	0.0	3791.0	0.0	1564.0	2578.0	0.0	0.0	1517.0	3210.0	1744.0	2564.0	5216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	915.0	1750.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5238.0	1842.0	0.0	0.0
"Streptococcus sp. HMSC065C01"	0.0	2174.0	0.0	0.0	28112.0	1641.0	16870.0	0.0	598.0	441.0	1470.0	1858.0	986.0	6169.0	742.0	3073.0	10536.0	402.0	0.0	1009.0	1090.0	20169.0	20895.0	5281.0	5692.0	0.0	1005.0	0.0	0.0	766.0	2620.0	2932.0	0.0	0.0	0.0	407.0	0.0	8315.0	0.0	1641.0	0.0	0.0	0.0
"Streptococcus sp. HMSC065E03"	0.0	1888.0	0.0	0.0	26152.0	1331.0	16412.0	0.0	518.0	283.0	1150.0	1674.0	688.0	4770.0	642.0	1946.0	9896.0	373.0	0.0	1023.0	0.0	13606.0	18666.0	4560.0	3400.0	0.0	0.0	0.0	0.0	326.0	2838.0	2069.0	0.0	0.0	0.0	0.0	0.0	7482.0	0.0	1215.0	0.0	0.0	0.0
"Streptococcus sp. HMSC065H07"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.0	0.0	1728.0	0.0	0.0	939.0	0.0	0.0	707.0	1449.0	1103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	522.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1417.0	0.0	0.0	0.0
"Streptococcus sp. HMSC066E07"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC066F01"	2372.0	4130.0	3599.0	0.0	8619.0	1428.0	12419.0	1558.0	1040.0	246.0	673.0	2060.0	901.0	2280.0	537.0	4146.0	11623.0	0.0	1112.0	0.0	1480.0	0.0	5814.0	7434.0	2406.0	7678.0	2817.0	1210.0	10751.0	152.0	1458.0	382.0	6822.0	7517.0	1677.0	891.0	11923.0	3992.0	10022.0	1457.0	5400.0	22870.0	3823.0
"Streptococcus sp. HMSC067H01"	25616.0	20147.0	14294.0	7108.0	41692.0	4098.0	21177.0	16849.0	3127.0	3686.0	2483.0	26417.0	4347.0	3167.0	3578.0	5745.0	60758.0	3410.0	7236.0	11530.0	1589.0	53432.0	15545.0	89028.0	28587.0	11268.0	5678.0	2352.0	3425.0	1269.0	4521.0	3419.0	16556.0	9205.0	8663.0	2903.0	3811.0	7080.0	39143.0	5695.0	12785.0	5984.0	4100.0
"Streptococcus sp. HMSC068F04"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	812.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	925.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	998.0	0.0	0.0	0.0
"Streptococcus sp. HMSC070B10"	12306.0	10579.0	5621.0	4076.0	19227.0	6436.0	12812.0	3935.0	4027.0	352.0	841.0	3408.0	8200.0	3855.0	4549.0	6707.0	16614.0	702.0	3027.0	1244.0	2232.0	6475.0	21950.0	23717.0	62110.0	90510.0	32767.0	6680.0	13709.0	1147.0	39664.0	2397.0	67315.0	31679.0	21984.0	7024.0	39860.0	25083.0	162873.0	8582.0	74089.0	40404.0	53890.0
"Streptococcus sp. HMSC071D03"	12215.0	13577.0	7825.0	5459.0	37408.0	4852.0	20163.0	14239.0	3004.0	2590.0	2159.0	20155.0	7313.0	3928.0	4019.0	5416.0	40133.0	2727.0	5696.0	7941.0	1502.0	41595.0	25240.0	46717.0	50475.0	39832.0	9620.0	2437.0	5065.0	988.0	5255.0	3413.0	19113.0	8125.0	15010.0	3043.0	12773.0	10163.0	82657.0	5264.0	24305.0	9690.0	11522.0
