SampleID	Classified	Unclassified
SRR513165_S0_L001_R1_000.10M.output.2.rspm.kraken	1763483	1588453
SRR513165_S0_L001_R1_000.10M.output.3.rspm.kraken	1763483	1588453
SRR513165_S0_L001_R1_000.output.1.rspm.kraken	7552200	6797337
SRR513165_S0_L001_R1_000.output.2.rspm.kraken	7552200	6797337
SRR513165_S0_L001_R1_000.output.3.rspm.kraken	7552200	6797337
SRR513768_S0_L001_R1_000.10M.output.1.rspm.kraken	1929222	1404319
SRR513768_S0_L001_R1_000.10M.output.2.rspm.kraken	1929222	1404319
SRR513768_S0_L001_R1_000.10M.output.3.rspm.kraken	1929222	1404319
SRR513768_S0_L001_R1_000.output.1.rspm.kraken	16127633	11736099
SRR513768_S0_L001_R1_000.output.2.rspm.kraken	16127633	11736099
SRR513768_S0_L001_R1_000.output.3.rspm.kraken	16127633	11736099
SRR513775_S0_L001_R1_000.10M.output.1.rspm.kraken	3003307	1985698
SRR513775_S0_L001_R1_000.10M.output.2.rspm.kraken	3003307	1985698
SRR513775_S0_L001_R1_000.10M.output.3.rspm.kraken	3003307	1985698
SRR513775_S0_L001_R1_000.output.1.rspm.kraken	14532634	9610698
SRR513775_S0_L001_R1_000.output.2.rspm.kraken	14532634	9610698
SRR513775_S0_L001_R1_000.output.3.rspm.kraken	14532634	9610698
SRR513828_S0_L001_R1_000.10M.output.1.rspm.kraken	4643321	4870131
SRR513828_S0_L001_R1_000.10M.output.2.rspm.kraken	4643321	4870131
SRR513828_S0_L001_R1_000.10M.output.3.rspm.kraken	4643321	4870131
SRR513828_S0_L001_R1_000.output.1.rspm.kraken	22659171	23744868
SRR513828_S0_L001_R1_000.output.2.rspm.kraken	22659171	23744868
SRR513828_S0_L001_R1_000.output.3.rspm.kraken	22659171	23744868
SRR514202_S0_L001_R1_000.10M.output.1.rspm.kraken	578646	515017
SRR514202_S0_L001_R1_000.10M.output.2.rspm.kraken	578646	515017
SRR514202_S0_L001_R1_000.10M.output.3.rspm.kraken	578646	515017
SRR514202_S0_L001_R1_000.output.1.rspm.kraken	6226895	5524224
SRR514202_S0_L001_R1_000.output.2.rspm.kraken	6226895	5524224
SRR514202_S0_L001_R1_000.output.3.rspm.kraken	6226895	5524224
SRR514239_S0_L001_R1_000.10M.output.1.rspm.kraken	1004343	976500
SRR514239_S0_L001_R1_000.10M.output.2.rspm.kraken	1004343	976500
SRR514239_S0_L001_R1_000.10M.output.3.rspm.kraken	1004343	976500
SRR514239_S0_L001_R1_000.output.1.rspm.kraken	8424230	8217676
SRR514239_S0_L001_R1_000.output.2.rspm.kraken	8424230	8217676
SRR514239_S0_L001_R1_000.output.3.rspm.kraken	8424230	8217676
SRR514306_S0_L001_R1_000.10M.output.1.rspm.kraken	4597046	2535001
SRR514306_S0_L001_R1_000.10M.output.2.rspm.kraken	4597046	2535001
SRR514306_S0_L001_R1_000.10M.output.3.rspm.kraken	4597046	2535001
SRR514306_S0_L001_R1_000.output.1.rspm.kraken	24430686	13494053
SRR514306_S0_L001_R1_000.output.2.rspm.kraken	24430686	13494053
SRR514306_S0_L001_R1_000.output.3.rspm.kraken	24430686	13494053
SRR514329_S0_L001_R1_000.10M.output.1.rspm.kraken	1734979	1664328
SRR514329_S0_L001_R1_000.10M.output.2.rspm.kraken	1734979	1664328
SRR514329_S0_L001_R1_000.10M.output.3.rspm.kraken	1734979	1664328
SRR514329_S0_L001_R1_000.output.1.rspm.kraken	14371375	13782404
SRR514329_S0_L001_R1_000.output.2.rspm.kraken	14371375	13782404
SRR514329_S0_L001_R1_000.output.3.rspm.kraken	14371375	13782404
