Species	CMC001.A0101	CMC001.A0201	CMC001.B0201	CMC002.A0201	CMC002.B0201	CMC003.A0201	CMC003.B0101	CMC004.A0101	CMC004.B0201	CMC005.A0202	CMC005.B0101	CMC006.A0101	CMC006.B0201	CMC007.B0101	CMC008.A0101	CMC008.B0201	CMC009.A0202	CMC009.B0101	CMC010.A0101	CMC010.B0201	CMC011.A0201	CMC011.B0101	CMC012.A0201	CMC012.B0201	CMC013.A0201	CMC013.B0101	CMC014.A0101	CMC015.A0201	CMC015.B0201	CMC016.A0101	CMC016.B0101	CMC017.A0201	CMC017.B0201	CMC018.A0101	CMC018.B0101	CMC020.A0101	CMC020.B0101	CMC021.A0201	CMC021.B0201	CMC022.A0101	CMC022.B0101	CMC023.A0301	CMC023.B0201	CMC024.A0101	CMC024.B0101	CMC025.A0201	CMC025.B0201	CMC026.A0101	CMC026.B0101	CMC027.A0201	CMC027.B0201	CMC028.A0101	CMC028.B0101	CMC029.A0201	CMC029.B0201	CMC030.A0101	CMC030.B0101	CMC031.A0201	CMC031.B0201	CMC032.A0101	CMC032.B0101	CMC033.A0201	CMC033.B0201	CMC034.A0101	CMC034.B0101	CMC035.A0201	CMC035.B0201	CMC036.A0101	CMC036.B0101	CMC037.A0201	CMC037.B0201	CMC038.A0101	CMC038.B0101	CMC039.B0201	CMC040.B0101	CMC041.A0201	CMC042.A0201	CMC042.B0101	CMC043.A0101	CMC043.B0101	CMC044.A0201	CMC045.A0201	CMC045.B0201	CMC046.B0201	CMC047.A0201	ERR1474564	ERR1474565	ERR1474566	ERR1474567	ERR1474568	ERR1474569	ERR1474570	ERR1474571	ERR1474572	ERR1474573	ERR1474574	ERR1474575	ERR1474576	ERR1474577	ERR1474578	ERR1474579	ERR1474580	ERR1474581	ERR1474582	ERR1474583	ERR1474584	ERR1474585	ERR1474586	ERR1474587	JAE006.A0101	JAE007.A0101	JAE008.A0101	JAE009.A0101	JAE010.A0101	JAE012.A0101	JAE013.A0101	JAE016.A0101	SRS011247	SRS011310	SRS013506	SRS013942	SRS013945	SRS014468	SRS014692	SRS015055	SRS015436	SRS015799	SRS018359	SRS019120	SRS019124	SRS019587	SRS024281	SRS043239	SRS052874	SRS056892	SRS058105	JAE014.A0101	JAE015.A0101	VLC001.A0101	VLC002.A0101	VLC003.A0101	VLC004.A0101	VLC005.A0101	VLC008.A0101	VLC009.A0101	VLC010.A0101	SRR061192	SRR061294	SRR061320	SRR061365	SRR061562	SRR062083	SRR062298	SRR062299	SRR063517	SRR512767	SRR513165	SRR513768	SRR513775	SRR513828	SRR514202	SRR514239	SRR514306	SRR514329	SRR1804664	SRR1804823
Flavobacterium marinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium sp. B17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Bergeyella zoohelcum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	6496	0	0	0	6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3970	0	0
Chryseobacterium culicis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Chryseobacterium gleum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium indologenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium sp. CF365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Chryseobacterium sp. KLBC 52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Chryseobacterium sp. MYb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium sp. T16E-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Chryseobacterium sp. YR477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Chryseobacterium sp. YR480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Empedobacter brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riemerella anatipestifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0	0	0	10173	9140	0	0	0	9121	4422	0	0	1523	0	0	3385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4113	0	0	0	0	0	2054	0	0	0	0	0	0	0	0	0	2096	0	0	0	0	5675	0	0
Sphingobacterium mizutaii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1839	0	0	0	3696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
Sphingobacterium sp. HMSC13C05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5889	0	0	22707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidetes oral taxon 274	87716	92361	34916	33730	0	33300	4841	33052	90720	69994	0	49420	14047	69387	69557	164678	24050	9834	90301	9446	89504	193049	17979	9070	14163	1706	0	114604	3357	13226	80314	57848	122962	88578	113785	80609	30527	94897	22379	122216	237393	178223	2993	71673	106309	119934	11996	21196	33689	81068	117961	93727	142748	78351	28562	21806	210933	18844	33672	3672	0	12494	29740	12180	9850	66664	47434	31762	15308	26016	0	52253	108898	97465	55995	169457	27935	52381	3683	3446	8798	64381	104270	213020	0	2965	3454	25158	19934	0	3336	0	3733	867	4397	2911	10237	4248	0	4764	2430	10804	9360	4770	16087	13084	30216	12381	16138	84328	91213	1032326	503730	129362	276813	60104	2635865	0	0	0	13598	0	1994	1731	1846	1941	0	0	12774	0	0	0	0	0	0	0	444614	53931	210063	65153	200010	390093	168516	313760	293512	19469	43898	0	717630	0	30475	5150	180842	11206	0	0	363925	248939	322446	5644	1732	205839	227805	2923	0	0
Fusobacterium hwasookii	7709	8408	12717	876	0	17143	15942	15029	14103	19757	0	32010	1936	7204	1409	31110	4936	6000	3136	5954	9571	24623	4112	7190	4101	0	0	3582	1571	6567	4218	28383	15273	14899	6913	5029	8172	6326	4504	75260	12609	11937	0	20989	5738	3761	1399	10063	1866	2488	8133	29126	26786	6210	8618	39402	7835	2777	0	597	0	8430	4989	6705	4810	33524	3547	91805	2654	3655	0	30689	17744	9939	52361	20216	4959	6196	0	0	7347	11258	14809	0	0	3148	15624	35778	11732	0	5528	0	1884	631	405	1292	5381	807	0	1387	13766	19514	3928	3197	5449	9273	16752	0	26691	50677	534539	79100	43625	0	110047	72909	0	0	27371	0	2730	10166	292	1081	407	10085	0	3351	2421	5410	0	0	4403	0	1755	0	76972	7903	5250	2562	0	7378	96487	24819	36400	4581	17024	3764	109325	0	101744	18077	17733	5726	0	0	16864	12644	4468	4980	0	30236	18142	59314	5938	0
Fusobacterium massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3842	3025	13062	7410	0	12991	0	0	1508	0	0	0	2496	0	545	6267	6629	0	2492	996	2515	0	0	0	0	0	0	0	0	0	0	0	0	0	7818	2163	0	251	0	0	0	0	0	5245	388589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252	0	0	0	0	0	0	0	0	0
Fusobacterium naviforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951	0	0	0	0	0	0	0	0	0	0	1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4855	17540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium necrophorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037	0	0	0	0	855	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12346	0	0	0	0	0	0	0	0	0	0	8730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium nucleatum	22983	23037	161539	36250	3516	34123	25036	31912	146223	254534	11884	53218	43985	257340	171032	137930	47836	102225	63614	97825	94501	83266	82326	71823	86317	9207	14866	29580	33112	52516	74091	63892	103293	146324	70750	166125	120459	65289	70639	116825	83900	129356	35130	68358	32679	85308	69955	51830	44653	51857	114922	92398	95228	47491	162298	66162	125673	85090	44130	66211	0	56519	116132	41617	75000	114476	54122	107795	63831	48533	1773	92895	67088	160304	258792	211752	55402	190969	22256	21140	78443	24041	158838	33529	8693	36297	84607	113407	135957	95735	76069	58588	37803	12835	19337	27748	100783	16455	19844	41251	72772	218334	51338	83477	124015	178911	346957	136906	251690	28592	712875	269721	113133	175607	355186	87787	291661	14022	66000	6288	38269	64659	5742	28617	10006	49564	4779	23163	35100	96532	13125	11093	102290	15407	74000	10559	59631	11735	624139	13215	28682	187566	107619	38929	64604	14557	813144	379401	276851	3245	580721	137823	500402	353187	47743	111291	420655	315500	379909	274173	332404	673667	659603	284909	70779	42729
Fusobacterium periodonticum	5328	5626	12775	960	0	18087	60278	11732	34366	16759	1900	31229	4900	8234	1531	30970	8580	6365	6530	15081	24137	42526	11909	12304	10560	2398	0	2802	6236	17684	18071	14931	25168	35995	49240	22594	18453	8366	11236	26066	60884	28325	2613	14819	10483	3721	6359	5910	2497	5701	25661	15563	22532	7432	17672	17745	6083	1712	1565	523	0	27475	11838	9497	10904	20122	4069	32082	13325	3399	0	47929	136106	53547	143291	14422	14223	13352	1383	1334	13852	5767	62644	5749	2924	159812	316924	402491	187483	387307	76938	179336	101256	9754	3951	53945	161162	15484	2563	43619	130388	853098	30185	33044	95788	128357	3085517	21771	1269180	0	56944	21922	5483	0	18287	10910	0	177356	36575	9719	36574	599369	12111	122468	6033	230197	11965	65636	32375	71154	80512	44855	96954	60419	39055	17660	15504	4319	6166	3143	0	3891	15859	0	3605	0	58935	4152	11737	0	135545	14225	76576	8786	5716	6873	7451	3720	22878	19901	1165	15008	9075	154314	7445	2987
Fusobacterium sp. HMSC064B11	874	923	8112	0	0	1493	0	1250	4479	14914	0	2917	2158	5789	2797	8370	2312	4656	2335	5307	3135	2379	3969	2270	4611	0	0	1317	0	2825	2332	2726	4506	6200	2257	2948	4475	1873	1976	6021	2812	4705	0	3251	1167	1094	1487	2450	2509	612	5203	3588	3430	1192	8733	3191	7145	2324	0	0	0	2888	3518	829	2064	4878	2185	5329	2813	2107	0	3007	1732	9050	9948	10568	3846	4875	0	0	2386	945	5231	0	0	0	2753	2467	1519	0	1205	0	0	0	232	395	0	0	0	605	1811	0	474	0	1345	2511	10682	0	5762	0	27199	0	0	0	13288	0	0	0	3194	0	548	0	109	0	0	1864	0	0	589	1491	0	0	1934	0	2123	0	0	0	3971	0	0	0	0	0	0	0	25128	3303	10721	0	20176	5870	9243	1704	0	0	3981	4255	3487	8743	0	4747	6425	5220	0	0
Fusobacterium sp. HMSC064B12	0	0	0	0	0	0	0	0	0	0	0	0	0	2544	3172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1124	0	2508	0	0	0	0	0	891	0	0	0	919	0	0	0	544	0	0	0	0	0	0	0	1248	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	949	0	0	0	0	0	0	0	0	0	0	0	0	1707	0	0	0	0	0	192	0	0	0	0	0	0	0	546	0	0	1705	0	0	0	0	8385	0	0	0	0	0	0	0	0	0	1237	0	0	0	0	0	0	0	767	0	0	0	0	0	0	0	0	0	8847	0	0	0	0	0	0	0	0	6723	0	0	0	0	5858	7814	0	0	5183	6620	7493	0	2712	18206	17358	0	0	0
Fusobacterium sp. oral taxon 203	0	0	2339	1331	0	0	0	0	2583	2948	0	0	0	11323	3544	1143	0	0	0	0	1658	1811	0	1642	0	0	0	0	0	832	0	1076	1502	2879	1715	3614	1743	2282	0	0	2063	2886	0	1174	0	2292	2153	0	0	2228	1609	2111	1674	1191	1623	1120	1401	1019	0	752	0	0	0	1154	0	1625	0	1907	0	1065	0	2897	2243	1275	3980	3226	1263	1498	0	0	1681	1819	5232	0	0	1296	5325	4247	8373	6924	2086	0	1379	304	1672	593	5423	845	0	660	1174	0	1473	1951	1357	8880	7013	25180	4855	0	20318	0	12487	0	0	0	0	0	0	0	1409	0	312	0	0	0	0	993	3003	0	0	0	985	0	0	0	0	0	10623	0	0	0	11882	0	0	0	4989	3245	25665	0	0	0	3668	4769	0	0	4570	2982	47205	0	0	7896	6675	0	0	0
Fusobacterium sp. oral taxon 370	3642	3387	0	0	0	1055	2059	0	6310	1669	0	1595	0	1143	0	1515	0	0	2108	1095	3100	3557	2749	1004	4266	0	0	0	0	1125	4689	1297	2675	5964	2979	14985	2433	6082	1246	0	3044	5344	0	1859	1006	1520	0	0	0	4324	12832	2187	3652	1569	0	1335	0	0	0	0	0	1222	0	3577	1481	1178	0	3559	0	972	0	4140	9148	1816	29527	2298	2688	1201	0	0	1027	1931	15291	0	0	2421	8441	18499	8399	144501	18000	0	2481	530	973	1240	9570	1326	3802	1575	8382	16036	2824	8667	17158	4326	21818	0	14545	0	0	0	0	0	0	0	0	0	0	0	0	3964	0	934	0	2101	0	0	0	2131	0	0	1078	0	0	0	0	0	3115	0	0	0	0	0	0	0	0	0	0	0	3181	0	2037	615	0	0	1767	0	0	0	0	1931	0	0	0	0
Leptotrichia buccalis	4281	5146	363722	2481	0	14052	3258	19362	322081	332667	21048	8989	170047	94065	13315	98940	120321	120321	40018	132296	269705	476671	167940	70667	182231	34742	1523	140645	34931	94958	207527	72637	491505	113876	63366	109486	185527	293621	226615	131854	33626	315708	31179	9491	39625	101952	41675	47495	60824	25611	542479	198203	579850	56856	137991	98215	606375	0	128162	1195	0	51775	212103	7612	65861	10926	17420	11706	73337	20865	1990	132079	114008	312862	118051	596685	19404	190224	57770	56301	81442	7875	256650	141920	5593	20544	13349	30891	5470	11949	12785	13964	2297	2721	2677	2759	18857	3724	878	8802	11604	105930	5159	14462	28144	6277	8962	13144	31414	0	0	22719	23901	0	17598	0	88874	0	4075	0	0	0	499	871	1159	0	0	1297	0	0	0	0	46778	0	0	0	29513	0	5102	1839	8020	12360	7130	0	10891	0	5382	9775	11999	0	88454	0	30732	7306	0	31896	32554	0	2582	0	0	34181	71718	7599	19538	0
Leptotrichia hofstadii	4654	5262	84241	952	1932	11322	5640	17573	82510	98103	102730	9997	40179	74333	12377	59715	31094	102712	22020	117905	65740	90402	75041	43744	123952	161041	2211	25798	81379	36269	109330	34777	106248	71060	23348	29626	75445	56235	74527	84088	6356	72543	118264	7405	22901	16080	89458	108640	94833	7720	116193	85122	107045	14047	161766	98743	123318	0	108026	6142	2	62724	78914	10392	109038	8300	10472	25840	59331	14452	6940	27570	22420	332257	59774	94405	12717	95607	34408	33121	49998	6530	90750	43856	42964	5451	10837	12204	4336	12180	3012	8296	2380	1993	2445	2122	23629	3125	1200	10002	8438	191137	4392	24561	15425	6558	22946	27223	14270	0	7372	10061	11660	0	108179	13788	22086	0	4806	0	0	0	826	1159	1565	0	0	4790	0	0	2512	0	11391	2333	2527	0	11896	0	21069	1200	10185	15047	4982	0	8619	0	118034	82777	14466	0	28131	8230	25750	1549	3664	54685	22201	0	10767	12733	0	78081	43048	15354	7968	5328
Leptotrichia shahii	0	0	43764	2121	0	1076	0	1904	41559	102989	72081	0	13482	39692	1752	6265	116847	108112	3943	74659	33092	29905	113971	24617	159839	101848	7259	14113	177370	77083	48174	4854	45557	23577	5200	15812	66685	40628	139427	9196	2004	82363	71337	1197	11920	7793	183482	17405	26521	2196	25475	78995	40496	3130	42386	21711	109967	0	15179	721	1	20500	145496	920	23997	1566	0	1904	15872	2497	5369	8011	7146	147655	17374	141007	5127	105186	26214	25772	28734	0	24833	11793	6035	6200	5362	4271	10493	32888	9393	27270	0	1605	6467	1287	58259	4027	3861	8065	10450	70264	6124	17284	15251	12354	10971	19405	11025	0	0	0	0	0	9576	0	7942	0	0	0	0	0	683	0	3780	1273	0	0	0	0	0	0	4130	0	0	2497	0	0	0	0	0	0	0	0	0	0	7426	11139	0	0	10253	0	3742	0	0	0	4274	0	3180	4479	0	4622	9525	0	0	0
Leptotrichia trevisanii	4190	5039	38116	0	772	4688	1833	5654	73844	33455	23642	4366	17185	41170	54491	16832	23169	29100	8221	27199	56551	50129	29887	12780	41230	28986	1639	17977	29599	19835	38865	9164	49833	39895	7649	45492	32402	40888	41995	25098	4365	44693	25931	2530	7470	17094	45573	12850	18479	12414	51913	29868	113450	13221	28655	19778	47679	1024	15217	2858	0	13173	48103	3541	18855	5087	2694	7583	13863	6105	3546	16071	19405	58085	19322	63398	6484	40182	14846	14418	14505	3757	37483	10059	9522	4702	4344	5637	3395	6865	2406	6594	0	728	2700	1235	12470	3282	0	7658	3146	50227	4100	8374	16531	2662	7515	10056	6474	0	8534	8755	8264	0	32952	0	46002	0	0	0	785	0	262	0	668	0	0	1662	0	0	0	0	4905	0	0	0	22245	0	7475	0	4673	3459	3479	0	4815	0	8073	29296	5743	0	12098	2920	6550	2710	0	21479	15414	0	11127	7582	0	41507	17557	12405	5253	0
Leptotrichia wadei	1964	2427	109703	3663	1707	3530	1603	5465	159978	71010	370410	3047	27767	134257	5585	14306	105359	236843	10092	281433	74864	71760	394795	103235	366305	358789	39939	15193	744866	168134	201442	7645	83776	17784	9824	36173	370245	64550	574862	20647	4006	48258	305196	2336	65880	13542	814075	23634	209103	5225	58988	36554	84671	7167	258791	22217	95802	0	192041	1652	5	78132	498504	2461	170842	4457	3837	6338	107975	6221	58745	14834	17141	541119	47023	169752	7536	768137	397199	387193	119349	2206	76187	28708	68824	12934	8696	10609	32381	97048	30098	89225	2176	7627	19035	4620	158181	9597	13109	18694	17506	197456	12756	34926	43857	33434	48905	73389	35190	0	7102	6292	5578	0	25132	3436	22077	0	0	2537	773	0	2265	1879	13071	1871	0	2462	0	0	1518	0	29387	2523	4022	7317	9993	0	6965	0	3427	7399	0	0	3383	0	38010	131988	7742	0	50937	0	18144	2383	0	10604	32520	0	37331	61818	0	48037	147537	4385	0	0
